;;;;;;;;;;;;
Stand: 08.12.2021 09:15:49;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;800;160;20%;12;1.33%
2020;11;6,431;45;56%;44%;5,757;5.4%;5,589;525;9%;84;1.31%
2020;12;22,389;45;55%;45%;20,051;3.9%;19,153;2,231;12%;476;2.13%
2020;13;33,967;48;49%;51%;30,695;3.3%;29,278;5,145;18%;1,461;4.30%
2020;14;36,052;51;45%;55%;31,920;5.4%;31,569;6,102;19%;2,268;6.29%
2020;15;27,128;52;43%;57%;23,488;8.4%;24,039;4,733;20%;1,875;6.91%
2020;16;17,325;51;45%;55%;14,781;11.3%;15,382;3,385;22%;1,220;7.04%
2020;17;12,350;50;45%;55%;10,195;13.5%;10,815;2,240;21%;726;5.88%
2020;18;7,428;48;48%;52%;6,150;16.4%;6,576;1,361;21%;387;5.21%
2020;19;6,234;47;48%;52%;5,214;19.0%;5,581;1,081;19%;257;4.12%
2020;20;4,757;45;50%;50%;3,903;22.4%;4,157;760;18%;164;3.45%
2020;21;3,598;44;50%;50%;2,806;25.8%;3,100;513;17%;112;3.11%
2020;22;3,204;42;52%;48%;2,576;23.8%;2,746;421;15%;64;2.00%
2020;23;2,353;39;51%;49%;1,857;23.8%;2,084;307;15%;45;1.91%
2020;24;2,342;37;53%;47%;1,790;25.6%;2,088;290;14%;33;1.41%
2020;25;4,191;36;59%;41%;2,955;24.8%;3,830;324;8%;41;0.98%
2020;26;3,155;37;55%;45%;2,341;23.8%;2,816;297;11%;24;0.76%
2020;27;2,686;36;52%;48%;2,066;26.7%;2,454;263;11%;26;0.97%
2020;28;2,422;36;56%;44%;1,908;23.6%;2,174;258;12%;25;1.03%
2020;29;3,026;36;52%;48%;2,369;22.8%;2,640;321;12%;30;0.99%
2020;30;3,928;36;52%;48%;3,151;26.6%;3,426;335;10%;33;0.84%
2020;31;4,834;36;50%;50%;3,792;24.9%;4,222;386;9%;37;0.77%
2020;32;6,059;34;54%;46%;4,584;30.1%;5,295;404;8%;33;0.54%
2020;33;7,954;32;53%;47%;5,860;33.1%;6,948;446;6%;31;0.39%
2020;34;9,597;32;55%;45%;7,197;34.4%;8,261;438;5%;31;0.32%
2020;35;8,827;32;53%;47%;6,855;30.4%;7,384;374;5%;18;0.20%
2020;36;8,612;33;54%;46%;6,666;26.6%;7,086;407;6%;36;0.42%
2020;37;9,760;35;52%;48%;7,682;20.0%;7,993;476;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,936;18.1%;10,199;685;7%;82;0.67%
2020;39;13,063;37;52%;48%;10,483;17.9%;10,893;781;7%;110;0.84%
2020;40;15,925;38;52%;48%;12,719;17.1%;13,519;892;7%;122;0.77%
2020;41;26,117;39;51%;49%;20,229;16.1%;21,588;1624;8%;245;0.94%
2020;42;42,064;39;51%;49%;31,311;15.7%;34,056;2361;7%;463;1.10%
2020;43;74,871;40;50%;50%;53,220;15.1%;58,695;4185;7%;1015;1.36%
2020;44;111,012;41;50%;50%;76,824;15.3%;84,796;6010;7%;1619;1.46%
2020;45;125,730;41;49%;51%;87,162;15.0%;94,416;6920;7%;1893;1.51%
2020;46;127,798;42;48%;52%;87,667;14.7%;96,796;7622;8%;2520;1.97%
2020;47;128,386;43;47%;53%;88,531;14.7%;96,777;8161;8%;3204;2.50%
2020;48;123,161;44;47%;53%;84,536;15.4%;92,527;8406;9%;3577;2.90%
2020;49;128,360;45;46%;54%;89,722;14.1%;96,714;9254;10%;4457;3.47%
2020;50;156,290;46;45%;55%;110,427;14.5%;117,677;11361;10%;5735;3.67%
2020;51;174,714;46;45%;55%;122,316;14.4%;130,336;12645;10%;6426;3.68%
2020;52;138,943;48;44%;56%;95,460;15.8%;103,480;11120;11%;5689;4.09%
2020;53;123,057;49;44%;56%;87,436;13.4%;93,654;11056;12%;5682;4.62%
2021;1;145,441;48;45%;55%;106,546;13.1%;111,800;11257;10%;5696;3.92%
2021;2;118,876;48;45%;55%;86,008;15.9%;91,680;9969;11%;5057;4.25%
2021;3;95,517;48;46%;54%;70,997;16.0%;76,055;8927;12%;4054;4.24%
2021;4;78,126;48;46%;54%;58,783;16.1%;64,153;7576;12%;3063;3.92%
2021;5;64,558;46;47%;53%;49,683;16.2%;53,514;6507;12%;2239;3.47%
2021;6;50,804;45;48%;52%;40,037;16.6%;42,474;5235;12%;1674;3.30%
2021;7;52,388;44;49%;51%;41,713;16.3%;44,044;5155;12%;1467;2.80%
2021;8;56,352;42;50%;50%;44,909;16.1%;47,259;4848;10%;1211;2.15%
2021;9;58,368;40;51%;49%;47,191;16.0%;48,852;4447;9%;1044;1.79%
2021;10;71,321;39;50%;50%;57,741;16.1%;58,880;4926;8%;1089;1.53%
2021;11;92,583;39;50%;50%;74,458;15.6%;75,895;5800;8%;1273;1.37%
2021;12;116,277;38;51%;49%;91,810;16.2%;94,939;6897;7%;1511;1.30%
2021;13;110,103;39;51%;49%;86,352;15.7%;89,403;6946;8%;1574;1.43%
2021;14;118,275;39;51%;49%;94,310;14.1%;95,735;7613;8%;1571;1.33%
2021;15;142,058;38;51%;49%;111,818;16.1%;115,229;7839;7%;1612;1.13%
2021;16;144,755;37;52%;48%;113,730;17.3%;117,716;8010;7%;1603;1.11%
2021;17;124,797;37;52%;48%;99,049;17.5%;101,101;6766;7%;1287;1.03%
2021;18;100,978;37;51%;49%;81,483;17.1%;82,764;5524;7%;997;0.99%
2021;19;70,807;37;51%;49%;57,059;17.5%;58,035;4066;7%;658;0.93%
2021;20;52,689;36;51%;49%;42,498;18.0%;43,489;2790;6%;438;0.83%
2021;21;29,879;35;52%;48%;24,278;18.7%;24,839;1718;7%;257;0.86%
2021;22;20,684;34;51%;49%;16,650;20.0%;17,205;1142;7%;140;0.68%
2021;23;14,036;33;51%;49%;11,349;22.2%;11,916;812;7%;66;0.47%
2021;24;7,273;32;51%;49%;5,847;22.6%;6,202;525;8%;46;0.63%
2021;25;4,825;32;54%;46%;3,939;21.4%;4,106;361;9%;30;0.62%
2021;26;4,358;32;53%;47%;3,663;17.1%;3,746;317;8%;23;0.53%
2021;27;5,577;32;53%;47%;4,780;13.3%;4,720;362;8%;24;0.43%
2021;28;9,102;30;54%;46%;7,964;12.5%;7,660;412;5%;29;0.32%
2021;29;12,628;30;52%;48%;11,118;12.1%;10,390;586;6%;39;0.31%
2021;30;15,504;31;52%;48%;13,645;12.2%;12,616;783;6%;68;0.44%
