;;;;;;;;;;;;
Stand: 05.01.2022 08:33:01;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen; Anzahl mit Angaben zu Symptomen ;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome; Anzahl mit Angaben zur Hospitalisierung ; Anzahl hospitalisiert ;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation; Anzahl Verstorben ;Anteil Verstorben
2020;10;899;43;53%;47%; 835    ;8.4%; 796    ; 160    ;20%; 12    ;1.33%
2020;11;6,430;45;56%;44%; 5,757    ;5.4%; 5,540    ; 525    ;9%; 84    ;1.31%
2020;12;22,387;45;55%;45%; 20,049    ;3.9%; 18,983    ; 2,231    ;12%; 476    ;2.13%
2020;13;33,968;48;49%;51%; 30,695    ;3.3%; 29,051    ; 5,145    ;18%; 1,461    ;4.30%
2020;14;36,052;51;45%;55%; 31,921    ;5.4%; 31,328    ; 6,101    ;19%; 2,267    ;6.29%
2020;15;27,131;52;43%;57%; 23,489    ;8.4%; 23,911    ; 4,735    ;20%; 1,876    ;6.91%
2020;16;17,325;51;45%;55%; 14,780    ;11.3%; 15,309    ; 3,384    ;22%; 1,220    ;7.04%
2020;17;12,349;50;45%;55%; 10,194    ;13.5%; 10,766    ; 2,239    ;21%; 726    ;5.88%
2020;18;7,427;48;48%;52%; 6,149    ;16.4%; 6,521    ; 1,361    ;21%; 387    ;5.21%
2020;19;6,234;47;48%;52%; 5,214    ;19.0%; 5,550    ; 1,080    ;19%; 257    ;4.12%
2020;20;4,757;45;50%;50%; 3,903    ;22.4%; 4,142    ; 759    ;18%; 164    ;3.45%
2020;21;3,597;44;50%;50%; 2,805    ;25.8%; 3,083    ; 513    ;17%; 112    ;3.11%
2020;22;3,204;42;52%;48%; 2,577    ;23.8%; 2,729    ; 421    ;15%; 64    ;2.00%
2020;23;2,353;39;51%;49%; 1,857    ;23.8%; 2,080    ; 307    ;15%; 45    ;1.91%
2020;24;2,342;37;53%;47%; 1,790    ;25.6%; 2,086    ; 290    ;14%; 33    ;1.41%
2020;25;4,190;36;59%;41%; 2,955    ;24.8%; 3,825    ; 324    ;8%; 41    ;0.98%
2020;26;3,155;37;55%;45%; 2,345    ;23.7%; 2,811    ; 297    ;11%; 24    ;0.76%
2020;27;2,688;36;52%;48%; 2,067    ;26.7%; 2,435    ; 262    ;11%; 26    ;0.97%
2020;28;2,421;36;56%;44%; 1,907    ;23.6%; 2,160    ; 257    ;12%; 25    ;1.03%
2020;29;3,026;36;52%;48%; 2,370    ;22.7%; 2,627    ; 321    ;12%; 30    ;0.99%
2020;30;3,927;36;52%;48%; 3,152    ;26.6%; 3,416    ; 335    ;10%; 33    ;0.84%
2020;31;4,833;36;50%;50%; 3,792    ;24.9%; 4,215    ; 386    ;9%; 37    ;0.77%
2020;32;6,057;34;54%;46%; 4,583    ;30.1%; 5,284    ; 404    ;8%; 33    ;0.54%
2020;33;7,952;32;53%;47%; 5,860    ;33.1%; 6,931    ; 445    ;6%; 31    ;0.39%
2020;34;9,597;32;55%;45%; 7,197    ;34.4%; 8,230    ; 438    ;5%; 31    ;0.32%
2020;35;8,827;32;53%;47%; 6,855    ;30.4%; 7,344    ; 374    ;5%; 18    ;0.20%
2020;36;8,612;33;54%;46%; 6,666    ;26.6%; 7,031    ; 407    ;6%; 36    ;0.42%
2020;37;9,759;35;52%;48%; 7,682    ;20.0%; 7,928    ; 476    ;6%; 68    ;0.70%
2020;38;12,291;36;51%;49%; 9,936    ;18.1%; 10,118    ; 685    ;7%; 82    ;0.67%
2020;39;13,064;37;52%;48%; 10,483    ;17.9%; 10,833    ; 781    ;7%; 110    ;0.84%
2020;40;15,925;38;52%;48%; 12,718    ;17.1%; 13,448    ; 891    ;7%; 122    ;0.77%
2020;41;26,118;39;51%;49%; 20,229    ;16.1%; 21,479    ; 1,624    ;8%; 245    ;0.94%
2020;42;42,061;39;51%;49%; 31,318    ;15.7%; 33,917    ; 2,362    ;7%; 463    ;1.10%
2020;43;74,865;40;50%;50%; 53,224    ;15.1%; 58,397    ; 4,185    ;7%; 1,015    ;1.36%
2020;44;111,007;41;50%;50%; 76,831    ;15.3%; 84,547    ; 6,008    ;7%; 1,620    ;1.46%
2020;45;125,724;41;49%;51%; 87,131    ;15.0%; 94,181    ; 6,921    ;7%; 1,893    ;1.51%
2020;46;127,791;42;48%;52%; 87,613    ;14.7%; 96,569    ; 7,621    ;8%; 2,521    ;1.97%
2020;47;128,370;43;47%;53%; 88,459    ;14.7%; 96,575    ; 8,163    ;8%; 3,207    ;2.50%
2020;48;123,156;44;47%;53%; 84,491    ;15.4%; 92,416    ; 8,406    ;9%; 3,579    ;2.91%
2020;49;128,360;45;46%;54%; 89,676    ;14.1%; 96,590    ; 9,255    ;10%; 4,457    ;3.47%
2020;50;156,293;46;45%;55%; 110,436    ;14.5%; 117,592    ; 11,364    ;10%; 5,738    ;3.67%
2020;51;174,709;46;45%;55%; 122,333    ;14.4%; 130,219    ; 12,646    ;10%; 6,430    ;3.68%
2020;52;138,939;48;44%;56%; 95,475    ;15.8%; 103,394    ; 11,121    ;11%; 5,690    ;4.10%
2020;53;123,101;49;44%;56%; 87,456    ;13.4%; 93,559    ; 11,055    ;12%; 5,684    ;4.62%
2021;1;145,438;48;45%;55%; 106,550    ;13.1%; 111,645    ; 11,257    ;10%; 5,698    ;3.92%
2021;2;118,876;48;45%;55%; 86,020    ;15.9%; 91,654    ; 9,974    ;11%; 5,064    ;4.26%
2021;3;95,513;48;46%;54%; 71,002    ;16.0%; 75,997    ; 8,929    ;12%; 4,057    ;4.25%
2021;4;78,122;48;46%;54%; 58,785    ;16.1%; 64,070    ; 7,578    ;12%; 3,065    ;3.92%
2021;5;64,553;46;47%;53%; 49,686    ;16.2%; 53,464    ; 6,508    ;12%; 2,239    ;3.47%
2021;6;50,802;45;48%;52%; 40,043    ;16.6%; 42,451    ; 5,236    ;12%; 1,674    ;3.30%
2021;7;52,390;44;49%;51%; 41,716    ;16.3%; 44,032    ; 5,154    ;12%; 1,468    ;2.80%
2021;8;56,341;42;50%;50%; 44,912    ;16.1%; 47,233    ; 4,849    ;10%; 1,215    ;2.16%
2021;9;58,368;40;51%;49%; 47,188    ;16.0%; 48,814    ; 4,448    ;9%; 1,043    ;1.79%
2021;10;71,319;39;50%;50%; 57,748    ;16.1%; 58,834    ; 4,925    ;8%; 1,089    ;1.53%
2021;11;92,577;39;50%;50%; 74,463    ;15.6%; 75,818    ; 5,801    ;8%; 1,274    ;1.38%
2021;12;116,260;38;51%;49%; 91,818    ;16.2%; 94,830    ; 6,897    ;7%; 1,512    ;1.30%
2021;13;110,102;39;51%;49%; 86,367    ;15.7%; 89,327    ; 6,947    ;8%; 1,576    ;1.43%
2021;14;118,269;39;51%;49%; 94,344    ;14.1%; 95,640    ; 7,615    ;8%; 1,571    ;1.33%
2021;15;142,049;38;51%;49%; 111,822    ;16.1%; 115,115    ; 7,842    ;7%; 1,612    ;1.13%
2021;16;144,737;37;52%;48%; 113,729    ;17.3%; 117,578    ; 8,015    ;7%; 1,603    ;1.11%
2021;17;124,784;37;52%;48%; 99,066    ;17.5%; 100,855    ; 6,763    ;7%; 1,287    ;1.03%
2021;18;100,973;37;51%;49%; 81,639    ;17.1%; 82,667    ; 5,524    ;7%; 996    ;0.99%
2021;19;70,793;37;51%;49%; 57,096    ;17.5%; 57,907    ; 4,067    ;7%; 659    ;0.93%
2021;20;52,685;36;51%;49%; 42,507    ;18.0%; 43,402    ; 2,789    ;6%; 438    ;0.83%
2021;21;29,882;35;52%;48%; 24,290    ;18.7%; 24,774    ; 1,716    ;7%; 257    ;0.86%
2021;22;20,681;34;51%;49%; 16,654    ;20.0%; 17,174    ; 1,141    ;7%; 141    ;0.68%
2021;23;14,036;33;51%;49%; 11,352    ;22.2%; 11,901    ; 813    ;7%; 66    ;0.47%
2021;24;7,275;32;51%;49%; 5,854    ;22.6%; 6,185    ; 525    ;8%; 46    ;0.63%
2021;25;4,830;32;54%;46%; 3,941    ;21.4%; 4,099    ; 362    ;9%; 30    ;0.62%
2021;26;4,360;32;53%;47%; 3,662    ;17.1%; 3,739    ; 317    ;8%; 23    ;0.53%
2021;27;5,575;32;53%;47%; 4,780    ;13.3%; 4,703    ; 362    ;8%; 24    ;0.43%
2021;28;9,100;30;54%;46%; 7,963    ;12.5%; 7,637    ; 413    ;5%; 29    ;0.32%
2021;29;12,626;30;52%;48%; 11,119    ;12.1%; 10,382    ; 586    ;6%; 39    ;0.31%
2021;30;15,503;31;52%;48%; 13,649    ;12.2%; 12,622    ; 785    ;6%; 69    ;0.45%
2021;31;20,415;30;52%;48%; 17,720    ;12.6%; 16,162    ; 1,012    ;6%; 85    ;0.42%
2021;32;32,064;30;51%;49%; 27,452    ;12.3%; 24,852    ; 1,662    ;7%; 141    ;0.44%
2021;33;49,624;29;51%;49%; 41,025    ;14.9%; 38,222    ; 2,352    ;6%; 220    ;0.44%
2021;34;66,349;29;51%;49%; 53,300    ;15.8%; 50,854    ; 3,187    ;6%; 342    ;0.52%
2021;35;74,679;30;50%;50%; 58,324    ;16.4%; 56,264    ; 3,249    ;6%; 414    ;0.55%
2021;36;71,668;30;50%;50%; 56,142    ;15.3%; 53,595    ; 3,269    ;6%; 429    ;0.60%
2021;37;61,453;31;51%;49%; 48,923    ;15.4%; 46,367    ; 2,756    ;6%; 363    ;0.59%
2021;38;53,603;31;50%;50%; 42,700    ;14.6%; 40,499    ; 2,461    ;6%; 343    ;0.64%
2021;39;56,466;32;50%;50%; 45,887    ;12.8%; 43,228    ; 2,525    ;6%; 405    ;0.72%
2021;40;57,975;34;50%;50%; 47,957    ;12.3%; 44,255    ; 2,585    ;6%; 469    ;0.81%
2021;41;65,323;34;49%;51%; 53,524    ;10.6%; 49,346    ; 3,037    ;6%; 548    ;0.84%
2021;42;97,687;36;49%;51%; 78,902    ;10.1%; 72,111    ; 4,695    ;7%; 985    ;1.01%
2021;43;137,020;36;49%;51%; 106,694    ;10.9%; 97,862    ; 5,832    ;6%; 1,197    ;0.87%
2021;44;177,909;37;49%;51%; 125,276    ;10.4%; 116,771    ; 6,882    ;6%; 1,547    ;0.87%
2021;45;271,410;36;49%;51%; 160,579    ;11.2%; 165,414    ; 8,563    ;5%; 2,058    ;0.76%
2021;46;351,771;36;49%;51%; 181,030    ;11.9%; 200,068    ; 10,026    ;5%; 2,376    ;0.68%
2021;47;403,361;36;49%;51%; 188,072    ;12.2%; 211,661    ; 10,470    ;5%; 2,623    ;0.65%
2021;48;388,267;36;50%;50%; 171,259    ;12.5%; 198,493    ; 10,067    ;5%; 2,263    ;0.58%
2021;49;337,933;35;49%;51%; 151,062    ;13.1%; 175,577    ; 9,132    ;5%; 1,803    ;0.53%
2021;50;273,491;34;49%;51%; 120,546    ;13.4%; 143,753    ; 7,219    ;5%; 1,200    ;0.44%
2021;51;193,931;34;49%;51%; 83,262    ;15.0%; 100,106    ; 4,627    ;5%; 549    ;0.28%
2021;52;205,957;35;49%;51%; 74,435    ;12.7%; 98,998    ; 3,478    ;4%; 212    ;0.10%
