Symptomatische COVID-19-Fälle pro 100.000, nach Impstatus und Altersgruppe ;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Meldejahr;Meldewoche;Ungeimpfte 12-17 Jahre;Grundimmunisierte  12-17 Jahre;Mit Auffrischimpfung 12-17 Jahre;Ungeimpfte 18-59 Jahre;Grundimmunisierte  18-59 Jahre;Mit Auffrischimpfung 18-59 Jahre;Ungeimpfte 60+ Jahre;Grundimmunisierte 60+ Jahre;Mit Auffrischimpfung 60+ Jahre
2021;28;--;--;--;15.6;4.5;--;3.7;0.8;--
2021;29;--;--;--;23.8;5.9;--;5.1;0.9;--
2021;30;--;--;--;31.1;6.8;--;8.1;1.7;--
2021;31;--;--;--;42.0;8.7;--;9.6;2.0;--
2021;32;58.8;7.0;--;68.0;12.8;--;15.4;3.4;--
2021;33;109.4;12.3;--;101.1;17.3;--;20.6;4.2;--
2021;34;139.8;10.2;--;131.3;21.7;--;31.0;6.2;--
2021;35;167.3;11.0;--;135.9;24.0;--;37.6;8.2;--
2021;36;157.9;11.0;--;130.6;25.1;--;42.7;9.4;--
2021;37;150.4;11.0;--;110.7;22.7;--;40.7;9.6;--
2021;38;131.4;8.6;--;94.0;21.5;--;36.3;9.6;--
2021;39;145.8;11.0;--;98.4;26.8;--;38.8;12.9;--
2021;40;147.0;9.3;--;105.3;29.5;--;48.3;15.0;--
2021;41;164.9;12.8;--;119.6;35.8;--;54.3;17.6;--
2021;42;226.6;17.4;--;175.7;56.5;26.7;86.1;31.0;11.4
2021;43;315.6;27.0;--;225.8;76.3;42.0;111.3;46.3;13.5
2021;44;335.7;29.0;--;264.6;93.4;41.4;142.8;58.6;16.4
2021;45;484.6;50.3;--;323.4;117.8;55.0;179.6;75.1;17.7
2021;46;520.1;53.7;--;345.8;137.4;57.9;188.3;84.8;21.7
2021;47;521.4;57.5;--;363.8;136.8;59.1;210.0;84.8;24.1
2021;48;493.1;55.8;20.0;337.4;124.1;46.8;204.9;72.4;19.6
2021;49;438.8;52.8;14.2;291.7;106.5;36.8;188.4;62.3;15.4
2021;50;362.1;47.8;10.9;241.3;91.4;28.0;154.2;47.9;10.7
2021;51;228.3;44.1;9.6;162.8;75.5;27.3;109.6;34.8;9.2
2021;52;205.3;68.4;23.3;168.1;108.6;45.2;106.7;41.1;15.5
2022;1;263.3;143.0;68.3;183.3;174.6;87.4;101.7;52.3;21.6
2022;2;324.2;193.6;90.3;171.4;166.0;87.2;72.2;42.6;21.0
2022;3;375.3;181.6;63.4;193.9;158.0;88.0;72.2;40.9;21.5
