Stand: 20.04.2022 08:09:10;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;901;43;53%;47%;835;8.4%;796;160;20%;12;1.33%
2020;11;6,432;45;56%;44%;5,752;5.4%;5,529;524;9%;84;1.31%
2020;12;22,388;45;55%;45%;20,043;3.9%;18,946;2,230;12%;476;2.13%
2020;13;33,962;48;49%;51%;30,687;3.3%;29,013;5,145;18%;1,461;4.30%
2020;14;36,052;51;45%;55%;31,909;5.4%;31,288;6,105;20%;2,270;6.30%
2020;15;27,128;52;43%;57%;23,472;8.4%;23,871;4,735;20%;1,877;6.92%
2020;16;17,335;51;45%;55%;14,779;11.3%;15,292;3,380;22%;1,222;7.05%
2020;17;12,350;50;45%;55%;10,189;13.5%;10,758;2,236;21%;727;5.89%
2020;18;7,434;48;48%;52%;6,149;16.4%;6,518;1,363;21%;387;5.21%
2020;19;6,230;47;48%;52%;5,212;19.0%;5,547;1,082;20%;257;4.13%
2020;20;4,759;45;50%;50%;3,905;22.5%;4,141;758;18%;164;3.45%
2020;21;3,602;44;50%;50%;2,808;25.7%;3,085;512;17%;112;3.11%
2020;22;3,207;42;51%;49%;2,579;23.9%;2,729;422;15%;64;2.00%
2020;23;2,352;39;51%;49%;1,860;23.9%;2,077;307;15%;45;1.91%
2020;24;2,344;37;53%;47%;1,790;25.6%;2,087;290;14%;33;1.41%
2020;25;4,185;36;59%;41%;2,951;24.8%;3,812;324;8%;41;0.98%
2020;26;3,165;37;55%;45%;2,348;23.8%;2,815;296;11%;24;0.76%
2020;27;2,691;36;52%;48%;2,065;26.6%;2,431;263;11%;26;0.97%
2020;28;2,423;36;56%;44%;1,906;23.6%;2,157;257;12%;25;1.03%
2020;29;3,041;36;52%;48%;2,371;22.7%;2,628;322;12%;30;0.99%
2020;30;3,937;36;52%;48%;3,154;26.5%;3,414;335;10%;33;0.84%
2020;31;4,840;36;50%;50%;3,802;24.9%;4,203;387;9%;36;0.74%
2020;32;6,068;34;54%;46%;4,582;30.1%;5,288;405;8%;34;0.56%
2020;33;7,956;32;53%;47%;5,861;33.0%;6,929;446;6%;31;0.39%
2020;34;9,596;32;55%;45%;7,198;34.4%;8,210;438;5%;31;0.32%
2020;35;8,833;32;53%;47%;6,864;30.4%;7,335;373;5%;18;0.20%
2020;36;8,615;33;54%;46%;6,664;26.6%;7,027;406;6%;35;0.41%
2020;37;9,763;35;52%;48%;7,687;20.0%;7,923;476;6%;68;0.70%
2020;38;12,291;36;51%;49%;9,936;18.1%;10,110;687;7%;82;0.67%
2020;39;13,070;37;52%;48%;10,482;17.8%;10,830;783;7%;110;0.84%
2020;40;15,934;38;52%;48%;12,709;17.0%;13,389;890;7%;122;0.77%
2020;41;26,124;39;51%;49%;20,216;16.0%;21,381;1617;8%;245;0.94%
2020;42;42,057;39;51%;49%;31,325;15.6%;33,831;2359;7%;463;1.10%
2020;43;74,869;40;50%;50%;53,259;15.1%;58,310;4170;7%;1015;1.36%
2020;44;110,995;41;50%;50%;76,986;15.3%;84,525;6002;7%;1621;1.46%
2020;45;125,716;41;49%;51%;87,291;15.0%;94,228;6919;7%;1899;1.51%
2020;46;127,818;42;48%;52%;87,633;14.6%;96,483;7620;8%;2529;1.98%
2020;47;128,394;43;47%;53%;88,556;14.7%;96,475;8175;8%;3218;2.51%
2020;48;123,147;44;47%;53%;84,478;15.4%;92,281;8398;9%;3587;2.91%
2020;49;128,371;45;46%;54%;89,655;14.1%;96,400;9258;10%;4466;3.48%
2020;50;156,310;46;45%;55%;110,414;14.5%;117,355;11352;10%;5743;3.67%
2020;51;174,702;46;45%;55%;122,349;14.4%;130,003;12658;10%;6435;3.68%
2020;52;138,924;48;44%;56%;95,510;15.8%;103,164;11115;11%;5700;4.10%
2020;53;123,087;49;44%;56%;87,527;13.4%;93,459;11056;12%;5711;4.64%
2021;1;145,494;48;45%;55%;106,587;13.1%;111,506;11260;10%;5719;3.93%
2021;2;118,916;48;45%;55%;86,133;15.9%;91,467;10005;11%;5082;4.27%
2021;3;95,552;48;46%;54%;71,121;16.1%;75,872;8936;12%;4085;4.28%
2021;4;78,178;48;46%;54%;58,787;16.1%;63,995;7576;12%;3080;3.94%
2021;5;64,588;46;47%;53%;49,667;16.2%;53,373;6518;12%;2249;3.48%
2021;6;50,818;45;48%;52%;40,043;16.6%;42,413;5240;12%;1676;3.30%
2021;7;52,438;44;49%;51%;41,716;16.3%;43,957;5156;12%;1472;2.81%
2021;8;56,392;42;50%;50%;44,946;16.1%;47,171;4854;10%;1219;2.16%
2021;9;58,436;40;51%;49%;47,208;16.0%;48,713;4446;9%;1046;1.79%
2021;10;71,394;39;50%;50%;57,775;16.1%;58,695;4918;8%;1096;1.54%
2021;11;92,666;39;50%;50%;74,503;15.5%;75,471;5800;8%;1277;1.38%
2021;12;116,348;38;51%;49%;91,853;16.2%;94,282;6902;7%;1520;1.31%
2021;13;110,128;39;51%;49%;86,384;15.7%;89,021;6959;8%;1582;1.44%
2021;14;118,265;39;51%;49%;94,361;14.1%;95,110;7616;8%;1579;1.34%
2021;15;142,087;38;51%;49%;111,849;16.1%;114,726;7851;7%;1618;1.14%
2021;16;144,795;37;52%;48%;113,799;17.3%;116,949;8023;7%;1609;1.11%
2021;17;124,814;37;52%;48%;99,086;17.5%;100,377;6777;7%;1296;1.04%
2021;18;100,981;37;51%;49%;81,631;17.0%;82,295;5529;7%;1005;1.00%
2021;19;70,818;37;51%;49%;57,430;17.4%;58,080;4067;7%;665;0.94%
2021;20;52,704;36;51%;49%;42,849;18.0%;43,561;2795;6%;443;0.84%
2021;21;29,901;35;52%;48%;24,473;18.7%;24,795;1722;7%;259;0.87%
2021;22;20,690;34;51%;49%;16,688;20.1%;17,124;1143;7%;141;0.68%
2021;23;14,061;33;51%;49%;11,354;22.2%;11,857;812;7%;66;0.47%
2021;24;7,279;32;51%;49%;5,851;22.6%;6,147;526;9%;46;0.63%
2021;25;4,846;32;54%;46%;3,946;21.4%;4,075;362;9%;30;0.62%
2021;26;4,379;32;53%;47%;3,668;17.2%;3,729;318;9%;24;0.55%
2021;27;5,583;32;53%;47%;4,781;13.3%;4,685;363;8%;25;0.45%
2021;28;9,109;30;54%;46%;7,964;12.5%;7,611;413;5%;29;0.32%
2021;29;12,639;30;52%;48%;11,123;12.1%;10,380;586;6%;40;0.32%
2021;30;15,514;31;52%;48%;13,658;12.1%;12,619;786;6%;71;0.46%
2021;31;20,423;30;52%;48%;17,736;12.6%;16,165;1011;6%;88;0.43%
2021;32;32,071;30;51%;49%;27,486;12.3%;24,871;1670;7%;144;0.45%
2021;33;49,648;29;51%;49%;41,109;14.9%;38,369;2354;6%;223;0.45%
2021;34;66,380;29;51%;49%;53,356;15.8%;50,870;3189;6%;347;0.52%
2021;35;74,748;30;50%;50%;58,461;16.4%;56,302;3265;6%;428;0.57%
2021;36;71,675;30;50%;50%;56,396;15.3%;53,949;3287;6%;445;0.62%
2021;37;61,478;31;51%;49%;49,198;15.4%;46,621;2776;6%;384;0.62%
2021;38;53,608;31;50%;50%;43,005;14.6%;40,700;2470;6%;350;0.65%
2021;39;56,490;32;50%;50%;46,297;12.8%;43,427;2542;6%;419;0.74%
2021;40;58,009;34;50%;50%;48,452;12.4%;44,506;2614;6%;483;0.83%
2021;41;65,356;34;49%;51%;54,231;10.6%;49,699;3057;6%;573;0.88%
2021;42;97,724;36;49%;51%;80,317;10.0%;72,862;4729;6%;1033;1.06%
2021;43;137,027;36;49%;51%;109,290;10.9%;99,407;5899;6%;1262;0.92%
2021;44;177,886;37;49%;51%;129,734;10.4%;119,101;6998;6%;1654;0.93%
2021;45;271,286;36;49%;51%;172,061;10.9%;168,126;8733;5%;2252;0.83%
2021;46;351,712;36;49%;51%;199,447;11.6%;204,523;10302;5%;2668;0.76%
2021;47;403,322;36;49%;51%;208,306;12.0%;219,500;10898;5%;3036;0.75%
2021;48;388,254;36;50%;50%;189,969;12.5%;207,211;10500;5%;2806;0.72%
2021;49;338,184;35;49%;51%;168,444;13.1%;184,654;9689;5%;2464;0.73%
2021;50;273,602;34;49%;51%;137,972;14.1%;152,363;7866;5%;1937;0.71%
2021;51;193,935;34;49%;51%;98,805;15.2%;108,161;5433;5%;1243;0.64%
2021;52;208,759;35;49%;51%;105,239;12.8%;116,289;5233;4%;993;0.48%
2022;1;338,110;33;49%;51%;154,403;13.7%;185,254;5178;3%;815;0.24%
2022;2;485,981;31;50%;50%;176,560;16.3%;242,712;5043;2%;653;0.13%
2022;3;795,949;30;50%;50%;222,895;16.1%;349,795;6680;2%;805;0.10%
2022;4;1,110,762;30;49%;51%;243,048;16.1%;449,053;7996;2%;1023;0.09%
2022;5;1,289,521;31;49%;51%;249,340;15.4%;485,088;9651;2%;1320;0.10%
2022;6;1,307,544;32;48%;52%;254,395;14.6%;506,889;9956;2%;1497;0.11%
2022;7;1,190,852;33;48%;52%;225,661;14.4%;472,013;9987;2%;1500;0.13%
2022;8;1,090,825;34;48%;52%;205,517;14.0%;432,478;9592;2%;1321;0.12%
2022;9;1,127,785;35;47%;53%;204,371;13.0%;453,107;9228;2%;1277;0.11%
2022;10;1,401,836;35;48%;52%;222,907;13.2%;534,644;10632;2%;1369;0.10%
2022;11;1,568,891;36;48%;52%;212,103;12.9%;580,013;11324;2%;1329;0.08%
2022;12;1,572,793;37;48%;52%;190,846;12.7%;570,240;10838;2%;1155;0.07%
2022;13;1,283,708;38;48%;52%;145,436;12.5%;469,478;9341;2%;769;0.06%
2022;14;976,916;38;48%;52%;112,824;11.2%;361,458;7866;2%;447;0.05%
2022;15;753,754;39;48%;52%;68,097;10.1%;276,765;4991;2%;159;0.02%
