;;;;;;;;;;;;
Stand: 15.12.2021 07:13:16;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;800;160;20%;12;1.33%
2020;11;6,431;45;56%;44%;5,757;5.4%;5,589;525;9%;84;1.31%
2020;12;22,389;45;55%;45%;20,051;3.9%;19,151;2,231;12%;476;2.13%
2020;13;33,968;48;49%;51%;30,695;3.3%;29,280;5,145;18%;1,461;4.30%
2020;14;36,051;51;45%;55%;31,920;5.4%;31,566;6,102;19%;2,268;6.29%
2020;15;27,129;52;43%;57%;23,488;8.4%;24,031;4,733;20%;1,875;6.91%
2020;16;17,325;51;45%;55%;14,780;11.3%;15,378;3,385;22%;1,220;7.04%
2020;17;12,349;50;45%;55%;10,193;13.5%;10,811;2,239;21%;726;5.88%
2020;18;7,427;48;48%;52%;6,149;16.4%;6,575;1,361;21%;387;5.21%
2020;19;6,234;47;48%;52%;5,214;19.0%;5,581;1,081;19%;257;4.12%
2020;20;4,757;45;50%;50%;3,903;22.4%;4,157;760;18%;164;3.45%
2020;21;3,598;44;50%;50%;2,806;25.8%;3,101;513;17%;112;3.11%
2020;22;3,204;42;52%;48%;2,576;23.8%;2,746;421;15%;64;2.00%
2020;23;2,353;39;51%;49%;1,857;23.8%;2,084;307;15%;45;1.91%
2020;24;2,342;37;53%;47%;1,790;25.6%;2,088;290;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,955;24.8%;3,831;324;8%;41;0.98%
2020;26;3,155;37;55%;45%;2,341;23.8%;2,816;297;11%;24;0.76%
2020;27;2,686;36;52%;48%;2,066;26.7%;2,452;263;11%;26;0.97%
2020;28;2,421;36;56%;44%;1,907;23.6%;2,172;257;12%;25;1.03%
2020;29;3,025;36;52%;48%;2,369;22.8%;2,637;321;12%;30;0.99%
2020;30;3,928;36;52%;48%;3,151;26.6%;3,425;335;10%;33;0.84%
2020;31;4,834;36;50%;50%;3,792;24.9%;4,222;386;9%;37;0.77%
2020;32;6,058;34;54%;46%;4,583;30.1%;5,292;404;8%;33;0.54%
2020;33;7,952;32;53%;47%;5,860;33.1%;6,944;446;6%;31;0.39%
2020;34;9,596;32;55%;45%;7,197;34.4%;8,263;438;5%;31;0.32%
2020;35;8,827;32;53%;47%;6,855;30.4%;7,388;374;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,666;26.6%;7,088;407;6%;36;0.42%
2020;37;9,759;35;52%;48%;7,682;20.0%;7,991;476;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,936;18.1%;10,195;685;7%;82;0.67%
2020;39;13,064;37;52%;48%;10,483;17.9%;10,891;781;7%;110;0.84%
2020;40;15,925;38;52%;48%;12,718;17.1%;13,515;892;7%;122;0.77%
2020;41;26,115;39;51%;49%;20,230;16.1%;21,586;1624;8%;245;0.94%
2020;42;42,060;39;51%;49%;31,310;15.7%;34,047;2361;7%;463;1.10%
2020;43;74,866;40;50%;50%;53,220;15.1%;58,682;4186;7%;1015;1.36%
2020;44;111,009;41;50%;50%;76,821;15.3%;84,724;6009;7%;1619;1.46%
2020;45;125,728;41;49%;51%;87,106;15.0%;94,266;6921;7%;1893;1.51%
2020;46;127,797;42;48%;52%;87,609;14.7%;96,690;7622;8%;2521;1.97%
2020;47;128,377;43;47%;53%;88,461;14.7%;96,637;8162;8%;3205;2.50%
2020;48;123,159;44;47%;53%;84,489;15.4%;92,433;8405;9%;3579;2.91%
2020;49;128,359;45;46%;54%;89,666;14.1%;96,612;9255;10%;4457;3.47%
2020;50;156,287;46;45%;55%;110,415;14.5%;117,605;11364;10%;5735;3.67%
2020;51;174,707;46;45%;55%;122,315;14.4%;130,250;12645;10%;6426;3.68%
2020;52;138,939;48;44%;56%;95,459;15.8%;103,411;11120;11%;5690;4.10%
2020;53;123,053;49;44%;56%;87,434;13.4%;93,546;11055;12%;5682;4.62%
2021;1;145,437;48;45%;55%;106,550;13.1%;111,681;11257;10%;5699;3.92%
2021;2;118,874;48;45%;55%;86,019;15.9%;91,672;9972;11%;5063;4.26%
2021;3;95,513;48;46%;54%;70,999;16.0%;76,020;8927;12%;4056;4.25%
2021;4;78,125;48;46%;54%;58,784;16.1%;64,092;7576;12%;3065;3.92%
2021;5;64,554;46;47%;53%;49,685;16.2%;53,478;6507;12%;2240;3.47%
2021;6;50,802;45;48%;52%;40,040;16.6%;42,455;5235;12%;1674;3.30%
2021;7;52,387;44;49%;51%;41,713;16.3%;44,031;5156;12%;1467;2.80%
2021;8;56,343;42;50%;50%;44,908;16.1%;47,237;4848;10%;1213;2.15%
2021;9;58,368;40;51%;49%;47,192;16.0%;48,832;4448;9%;1043;1.79%
2021;10;71,318;39;50%;50%;57,746;16.1%;58,848;4926;8%;1089;1.53%
2021;11;92,581;39;50%;50%;74,465;15.6%;75,835;5801;8%;1273;1.38%
2021;12;116,269;38;51%;49%;91,818;16.2%;94,855;6896;7%;1512;1.30%
2021;13;110,102;39;51%;49%;86,361;15.7%;89,345;6947;8%;1575;1.43%
2021;14;118,274;39;51%;49%;94,325;14.1%;95,664;7615;8%;1571;1.33%
2021;15;142,056;38;51%;49%;111,822;16.1%;115,139;7843;7%;1612;1.13%
2021;16;144,745;37;52%;48%;113,732;17.3%;117,641;8011;7%;1604;1.11%
2021;17;124,793;37;52%;48%;99,050;17.5%;101,040;6765;7%;1287;1.03%
2021;18;100,976;37;51%;49%;81,485;17.1%;82,726;5523;7%;996;0.99%
2021;19;70,801;37;51%;49%;57,058;17.5%;58,015;4065;7%;658;0.93%
2021;20;52,687;36;51%;49%;42,496;18.0%;43,480;2790;6%;438;0.83%
2021;21;29,881;35;52%;48%;24,278;18.7%;24,832;1718;7%;257;0.86%
2021;22;20,680;34;51%;49%;16,648;20.0%;17,200;1142;7%;140;0.68%
2021;23;14,036;33;51%;49%;11,350;22.2%;11,912;812;7%;66;0.47%
2021;24;7,272;32;51%;49%;5,847;22.6%;6,200;525;8%;46;0.63%
2021;25;4,826;32;54%;46%;3,939;21.3%;4,104;361;9%;30;0.62%
2021;26;4,358;32;53%;47%;3,662;17.1%;3,746;317;8%;23;0.53%
2021;27;5,576;32;53%;47%;4,781;13.3%;4,723;362;8%;24;0.43%
2021;28;9,099;30;54%;46%;7,962;12.5%;7,659;412;5%;29;0.32%
2021;29;12,623;30;52%;48%;11,118;12.1%;10,387;586;6%;39;0.31%
2021;30;15,504;31;52%;48%;13,645;12.2%;12,617;783;6%;68;0.44%
