;;;;;;;;;;;;
Stand: 26.01.2022 07:24:32;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;796;160;20%;12;1.33%
2020;11;6,431;45;56%;44%;5,757;5.4%;5,539;525;9%;84;1.31%
2020;12;22,386;45;55%;45%;20,047;3.9%;18,972;2,230;12%;476;2.13%
2020;13;33,970;48;49%;51%;30,696;3.3%;29,043;5,145;18%;1,461;4.30%
2020;14;36,051;51;45%;55%;31,908;5.4%;31,311;6,101;19%;2,267;6.29%
2020;15;27,130;52;43%;57%;23,480;8.4%;23,899;4,735;20%;1,876;6.91%
2020;16;17,324;51;45%;55%;14,778;11.3%;15,304;3,384;22%;1,220;7.04%
2020;17;12,349;50;45%;55%;10,194;13.5%;10,764;2,238;21%;725;5.87%
2020;18;7,427;48;48%;52%;6,148;16.4%;6,520;1,361;21%;387;5.21%
2020;19;6,234;47;48%;52%;5,214;19.0%;5,552;1,080;19%;257;4.12%
2020;20;4,756;45;50%;50%;3,903;22.4%;4,141;759;18%;164;3.45%
2020;21;3,598;44;50%;50%;2,806;25.8%;3,083;513;17%;112;3.11%
2020;22;3,205;42;52%;48%;2,578;23.8%;2,731;421;15%;64;2.00%
2020;23;2,353;39;51%;49%;1,860;23.9%;2,080;307;15%;45;1.91%
2020;24;2,342;37;53%;47%;1,790;25.6%;2,086;290;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,955;24.8%;3,824;324;8%;41;0.98%
2020;26;3,156;37;55%;45%;2,345;23.7%;2,810;297;11%;24;0.76%
2020;27;2,687;36;52%;48%;2,067;26.7%;2,435;263;11%;26;0.97%
2020;28;2,423;36;56%;44%;1,907;23.6%;2,158;257;12%;25;1.03%
2020;29;3,029;36;52%;48%;2,369;22.8%;2,627;321;12%;30;0.99%
2020;30;3,929;36;52%;48%;3,152;26.6%;3,414;335;10%;33;0.84%
2020;31;4,833;36;50%;50%;3,792;24.9%;4,212;386;9%;37;0.77%
2020;32;6,059;34;54%;46%;4,585;30.1%;5,287;404;8%;33;0.54%
2020;33;7,952;32;53%;47%;5,860;33.1%;6,929;445;6%;31;0.39%
2020;34;9,595;32;55%;45%;7,195;34.4%;8,227;438;5%;31;0.32%
