Die dem RKI übermittelte COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 06/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil hospitalisiert;Anzahl Verstorben;Anteil Verstorben
2020;10;894;43;53%;47%;834;7.8%;801;162;20%;12;1.34%
2020;11;6,428;45;56%;44%;5,773;5.3%;5,615;523;9%;85;1.32%
2020;12;22,432;45;55%;45%;20,201;3.9%;19,349;2,211;11%;478;2.13%
2020;13;34,011;48;50%;50%;30,860;3.2%;29,472;5,131;17%;1,464;4.30%
2020;14;36,093;51;45%;55%;32,053;5.4%;31,527;6,077;19%;2,259;6.26%
2020;15;27,186;52;44%;56%;23,605;8.4%;24,078;4,719;20%;1,875;6.90%
2020;16;17,370;51;45%;55%;14,881;11.4%;15,525;3,372;22%;1,218;7.01%
2020;17;12,377;50;45%;55%;10,301;14.0%;10,971;2,236;20%;717;5.79%
2020;18;7,446;48;48%;52%;6,265;17.6%;6,612;1,360;21%;384;5.16%
2020;19;6,239;47;48%;52%;5,248;19.6%;5,630;1,079;19%;255;4.09%
2020;20;4,756;45;49%;51%;3,958;23.1%;4,228;741;18%;162;3.41%
2020;21;3,620;43;50%;50%;2,836;26.3%;3,120;511;16%;111;3.07%
2020;22;3,207;42;52%;48%;2,548;23.2%;2,768;417;15%;66;2.06%
2020;23;2,360;39;51%;49%;1,841;23.1%;2,083;309;15%;45;1.91%
2020;24;2,343;37;54%;46%;1,743;24.3%;2,086;286;14%;32;1.37%
2020;25;4,131;36;59%;41%;2,937;25.1%;3,775;319;8%;40;0.97%
2020;26;3,214;37;55%;45%;2,326;23.3%;2,865;295;10%;23;0.72%
2020;27;2,695;36;52%;48%;2,063;26.7%;2,470;259;10%;26;0.96%
2020;28;2,427;36;56%;44%;1,925;24.0%;2,194;255;12%;25;1.03%
2020;29;3,025;36;52%;48%;2,365;22.9%;2,644;318;12%;30;0.99%
2020;30;3,940;36;52%;48%;3,188;27.0%;3,464;333;10%;33;0.84%
2020;31;4,824;36;50%;50%;3,706;24.5%;4,153;389;9%;32;0.66%
2020;32;6,061;34;54%;46%;4,550;30.0%;5,281;399;8%;31;0.51%
2020;33;7,957;32;53%;47%;5,854;33.2%;7,001;438;6%;30;0.38%
2020;34;9,605;32;55%;45%;7,209;34.4%;8,268;434;5%;30;0.31%
2020;35;8,822;32;53%;47%;6,870;30.7%;7,403;364;5%;19;0.22%
2020;36;8,626;33;54%;46%;6,656;27.0%;7,077;397;6%;36;0.42%
2020;37;9,778;35;52%;48%;7,601;20.2%;8,023;463;6%;65;0.66%
2020;38;12,298;36;51%;49%;9,747;18.7%;10,037;673;7%;79;0.64%
2020;39;13,077;37;52%;48%;10,352;18.3%;10,823;770;7%;108;0.83%
2020;40;15,933;38;52%;48%;12,582;17.6%;13,438;873;6%;121;0.76%
2020;41;26,152;39;51%;49%;20,042;16.6%;21,500;1585;7%;237;0.91%
2020;42;42,098;39;51%;49%;30,681;16.0%;33,546;2311;7%;456;1.08%
2020;43;74,859;40;50%;50%;51,447;15.6%;57,501;4053;7%;975;1.30%
2020;44;111,151;41;50%;50%;74,016;15.9%;82,927;5829;7%;1563;1.41%
2020;45;125,813;41;49%;51%;82,615;15.3%;91,257;6650;7%;1828;1.45%
2020;46;127,886;42;48%;52%;83,164;14.8%;92,841;7307;8%;2417;1.89%
2020;47;128,490;43;47%;53%;83,484;14.8%;92,223;7795;8%;3061;2.38%
2020;48;123,330;44;47%;53%;79,278;15.4%;88,010;8052;9%;3389;2.75%
2020;49;128,501;45;46%;54%;84,201;14.1%;91,791;8806;10%;4208;3.27%
2020;50;156,484;46;45%;55%;102,222;14.6%;110,307;10701;10%;5361;3.43%
2020;51;175,010;46;45%;55%;111,542;14.5%;120,083;11772;10%;5988;3.42%
2020;52;139,360;48;44%;56%;86,964;15.6%;95,583;10461;11%;5289;3.80%
2020;53;123,311;49;44%;56%;79,499;13.3%;86,401;10279;12%;5202;4.22%
2021;1;145,634;48;45%;55%;94,705;13.4%;101,105;10277;10%;5112;3.51%
2021;2;119,193;48;45%;55%;76,124;15.9%;83,231;9033;11%;4333;3.64%
2021;3;95,727;48;46%;54%;62,314;15.9%;68,924;7867;11%;3125;3.26%
2021;4;78,529;48;46%;54%;50,970;16.0%;57,530;6531;11%;1912;2.43%
2021;5;64,905;47;47%;53%;41,569;15.9%;47,341;5237;11%;978;1.51%
2021;6;50,479;45;48%;52%;30,143;16.6%;34,773;3399;10%;271;0.54%
