Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche, Altersgruppe und Angabe, dass eine Hospitalisierung vorlag für die Meldewochen KW 10 – 53/2020 und KW 01 - 41/2021;;;;;;;;
Stand: 20.10.2021 07:42:47;;;;;;;;
;;;;;;;;
;;0 - 4 Jährige;5 - 14 Jährige;15 - 34 Jährige;35 - 59 Jährige;60 - 79 Jährige;80+ Jährige;
Meldejahr;Meldewoche;Fälle A00..04;Fälle A05..14;Fälle A15..34;Fälle A35..59;Fälle A60..79;Fälle A80+;
2020;10;2;3;23;84;37;11;2020-KW10
2020;11;2;2;54;238;152;77;2020-KW11
2020;12;14;6;152;725;861;472;2020-KW12
2020;13;32;16;259;1359;2218;1259;2020-KW13
2020;14;27;17;305;1346;2486;1917;2020-KW14
2020;15;22;8;225;983;1760;1733;2020-KW15
2020;16;9;12;192;635;1282;1254;2020-KW16
2020;17;20;15;183;416;771;834;2020-KW17
2020;18;19;8;107;285;513;428;2020-KW18
2020;19;10;7;92;239;383;350;2020-KW19
2020;20;7;18;75;180;232;249;2020-KW20
2020;21;4;2;51;120;169;167;2020-KW21
2020;22;4;;38;124;139;117;2020-KW22
2020;23;3;5;40;94;90;75;2020-KW23
2020;24;11;5;48;83;70;73;2020-KW24
2020;25;5;3;52;121;81;62;2020-KW25
2020;26;3;7;46;103;79;57;2020-KW26
2020;27;3;4;55;93;55;52;2020-KW27
2020;28;7;6;36;97;80;32;2020-KW28
2020;29;9;5;61;106;91;48;2020-KW29
2020;30;10;8;54;112;105;46;2020-KW30
2020;31;2;5;50;147;106;76;2020-KW31
2020;32;4;3;70;148;114;66;2020-KW32
2020;33;11;13;75;152;115;78;2020-KW33
2020;34;9;11;95;171;107;45;2020-KW34
2020;35;6;8;68;151;101;40;2020-KW35
2020;36;4;7;76;147;122;51;2020-KW36
2020;37;12;12;50;162;142;98;2020-KW37
2020;38;8;10;81;238;210;137;2020-KW38
2020;39;9;7;111;242;258;153;2020-KW39
2020;40;15;10;118;283;290;176;2020-KW40
2020;41;21;16;211;498;512;362;2020-KW41
2020;42;24;26;276;681;789;562;2020-KW42
2020;43;50;31;440;1073;1438;1150;2020-KW43
2020;44;63;52;554;1523;2112;1701;2020-KW44
2020;45;65;59;605;1700;2412;2073;2020-KW45
2020;46;66;70;583;1740;2623;2522;2020-KW46
2020;47;54;60;608;1694;2895;2844;2020-KW47
2020;48;63;68;571;1725;2878;3097;2020-KW48
2020;49;60;62;610;1690;3202;3626;2020-KW49
2020;50;70;67;678;1983;3976;4575;2020-KW50
2020;51;77;85;713;2201;4429;5132;2020-KW51
2020;52;52;49;585;1868;3935;4619;2020-KW52
2020;53;73;51;616;1925;3884;4495;2020-KW53
2021;01;68;34;598;1841;4007;4703;2021-KW01
2021;02;61;47;535;1610;3453;4266;2021-KW02
2021;03;40;35;414;1506;3191;3740;2021-KW03
2021;04;34;35;408;1253;2820;3020;2021-KW04
2021;05;45;36;359;1152;2366;2536;2021-KW05
2021;06;42;24;305;984;1970;1906;2021-KW06
2021;07;37;23;312;1065;2017;1703;2021-KW07
2021;08;47;30;326;1115;1825;1506;2021-KW08
2021;09;52;29;353;1065;1675;1267;2021-KW09
2021;10;53;39;414;1371;1748;1294;2021-KW10
2021;11;84;70;494;1648;2178;1319;2021-KW11
2021;12;94;91;629;1997;2539;1540;2021-KW12
2021;13;95;87;628;2054;2649;1428;2021-KW13
2021;14;112;71;748;2378;2847;1442;2021-KW14
2021;15;94;84;768;2394;3051;1460;2021-KW15
2021;16;96;90;801;2573;3026;1427;2021-KW16
2021;17;78;102;655;2187;2563;1181;2021-KW17
2021;18;82;68;566;1752;2090;962;2021-KW18
2021;19;67;44;459;1272;1503;712;2021-KW19
2021;20;49;42;357;865;973;505;2021-KW20
2021;21;28;27;211;570;578;303;2021-KW21
2021;22;13;22;156;398;349;204;2021-KW22
2021;23;19;23;125;278;241;127;2021-KW23
2021;24;16;7;85;202;136;79;2021-KW24
2021;25;12;7;88;115;88;50;2021-KW25
2021;26;6;10;65;110;89;37;2021-KW26
2021;27;6;6;76;128;90;54;2021-KW27
2021;28;11;3;101;158;91;48;2021-KW28
2021;29;15;7;161;208;125;65;2021-KW29
2021;30;20;21;172;294;176;98;2021-KW30
2021;31;22;20;255;378;191;128;2021-KW31
2021;32;56;37;372;656;336;174;2021-KW32
2021;33;73;62;525;967;443;242;2021-KW33
2021;34;86;73;648;1333;636;371;2021-KW34
2021;35;77;71;610;1258;700;457;2021-KW35
2021;36;95;80;541;1128;764;533;2021-KW36
2021;37;75;52;442;942;624;510;2021-KW37
2021;38;71;56;382;788;631;453;2021-KW38
2021;39;64;53;367;743;611;549;2021-KW39
2021;40;46;42;271;661;701;567;2021-KW40
2021;41;37;45;285;541;639;570;2021-KW41
