;;;;;;;;;;;;
Stand: 19.01.2022 08:16:15;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;796;160;20%;12;1.33%
2020;11;6,430;45;56%;44%;5,757;5.4%;5,538;525;9%;84;1.31%
2020;12;22,385;45;55%;45%;20,047;3.9%;18,974;2,231;12%;476;2.13%
2020;13;33,970;48;49%;51%;30,696;3.3%;29,047;5,145;18%;1,461;4.30%
2020;14;36,052;51;45%;55%;31,909;5.4%;31,313;6,101;19%;2,267;6.29%
2020;15;27,130;52;43%;57%;23,480;8.4%;23,900;4,735;20%;1,876;6.91%
2020;16;17,323;51;45%;55%;14,777;11.3%;15,305;3,384;22%;1,220;7.04%
2020;17;12,349;50;45%;55%;10,194;13.5%;10,764;2,238;21%;725;5.87%
2020;18;7,427;48;48%;52%;6,148;16.4%;6,520;1,361;21%;387;5.21%
2020;19;6,234;47;48%;52%;5,214;19.0%;5,550;1,080;19%;257;4.12%
2020;20;4,756;45;50%;50%;3,903;22.4%;4,140;759;18%;164;3.45%
2020;21;3,598;44;50%;50%;2,806;25.8%;3,083;513;17%;112;3.11%
2020;22;3,204;42;52%;48%;2,577;23.8%;2,729;421;15%;64;2.00%
2020;23;2,354;39;51%;49%;1,859;23.8%;2,080;307;15%;45;1.91%
2020;24;2,342;37;53%;47%;1,790;25.6%;2,086;290;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,955;24.8%;3,825;324;8%;41;0.98%
2020;26;3,156;37;55%;45%;2,345;23.7%;2,811;297;11%;24;0.76%
2020;27;2,687;36;52%;48%;2,067;26.7%;2,435;262;11%;26;0.97%
2020;28;2,421;36;56%;44%;1,907;23.6%;2,159;257;12%;25;1.03%
2020;29;3,028;36;52%;48%;2,370;22.7%;2,627;321;12%;30;0.99%
2020;30;3,927;36;52%;48%;3,152;26.6%;3,412;335;10%;33;0.84%
2020;31;4,833;36;50%;50%;3,792;24.9%;4,215;386;9%;37;0.77%
2020;32;6,057;34;54%;46%;4,584;30.1%;5,285;404;8%;33;0.54%
2020;33;7,952;32;53%;47%;5,860;33.1%;6,931;445;6%;31;0.39%
2020;34;9,596;32;55%;45%;7,196;34.4%;8,229;438;5%;31;0.32%
2020;35;8,827;32;53%;47%;6,854;30.4%;7,344;373;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,667;26.6%;7,032;407;6%;36;0.42%
2020;37;9,758;35;52%;48%;7,684;20.0%;7,926;476;6%;68;0.70%
2020;38;12,291;36;51%;49%;9,938;18.1%;10,120;685;7%;82;0.67%
2020;39;13,064;37;52%;48%;10,483;17.9%;10,832;781;7%;110;0.84%
2020;40;15,923;38;52%;48%;12,716;17.1%;13,445;891;7%;122;0.77%
2020;41;26,120;39;51%;49%;20,234;16.1%;21,489;1624;8%;246;0.94%
2020;42;42,062;39;51%;49%;31,324;15.7%;33,917;2362;7%;463;1.10%
2020;43;74,865;40;50%;50%;53,228;15.1%;58,384;4185;7%;1015;1.36%
2020;44;111,008;41;50%;50%;76,869;15.3%;84,547;6007;7%;1620;1.46%
2020;45;125,724;41;49%;51%;87,135;15.0%;94,168;6922;7%;1895;1.51%
2020;46;127,783;42;48%;52%;87,612;14.7%;96,554;7621;8%;2525;1.98%
2020;47;128,372;43;47%;53%;88,525;14.7%;96,535;8166;8%;3212;2.50%
2020;48;123,152;44;47%;53%;84,499;15.4%;92,384;8405;9%;3582;2.91%
2020;49;128,353;45;46%;54%;89,674;14.1%;96,563;9254;10%;4459;3.47%
2020;50;156,299;46;45%;55%;110,417;14.5%;117,524;11364;10%;5739;3.67%
2020;51;174,698;46;45%;55%;122,340;14.4%;130,136;12652;10%;6430;3.68%
2020;52;138,928;48;44%;56%;95,484;15.8%;103,283;11120;11%;5693;4.10%
2020;53;123,089;49;44%;56%;87,454;13.4%;93,514;11059;12%;5687;4.62%
2021;1;145,480;48;45%;55%;106,577;13.1%;111,650;11256;10%;5697;3.92%
2021;2;118,900;48;45%;55%;86,021;15.9%;91,624;9977;11%;5065;4.26%
2021;3;95,514;48;46%;54%;71,006;16.0%;75,980;8929;12%;4059;4.25%
2021;4;78,122;48;46%;54%;58,790;16.1%;64,061;7578;12%;3067;3.93%
2021;5;64,555;46;47%;53%;49,686;16.2%;53,448;6509;12%;2239;3.47%
2021;6;50,795;45;48%;52%;40,045;16.6%;42,440;5235;12%;1674;3.30%
2021;7;52,392;44;49%;51%;41,721;16.3%;44,003;5154;12%;1467;2.80%
2021;8;56,339;42;50%;50%;44,940;16.1%;47,205;4851;10%;1215;2.16%
2021;9;58,368;40;51%;49%;47,186;16.0%;48,742;4445;9%;1042;1.79%
2021;10;71,320;39;50%;50%;57,753;16.1%;58,725;4917;8%;1089;1.53%
2021;11;92,579;39;50%;50%;74,473;15.6%;75,524;5796;8%;1275;1.38%
2021;12;116,258;38;51%;49%;91,835;16.2%;94,340;6898;7%;1514;1.30%
2021;13;110,105;39;51%;49%;86,387;15.7%;89,081;6951;8%;1577;1.43%
2021;14;118,264;39;51%;49%;94,354;14.1%;95,211;7614;8%;1573;1.33%
2021;15;142,049;38;51%;49%;111,830;16.1%;114,850;7846;7%;1613;1.14%
2021;16;144,736;37;52%;48%;113,753;17.3%;117,082;8019;7%;1604;1.11%
2021;17;124,781;37;52%;48%;99,069;17.5%;100,484;6762;7%;1288;1.03%
2021;18;100,970;37;51%;49%;81,634;17.1%;82,429;5524;7%;998;0.99%
2021;19;70,794;37;51%;49%;57,327;17.5%;58,100;4066;7%;662;0.94%
2021;20;52,686;36;51%;49%;42,511;18.0%;43,336;2791;6%;440;0.84%
2021;21;29,883;35;52%;48%;24,289;18.7%;24,704;1717;7%;257;0.86%
2021;22;20,679;34;51%;49%;16,653;20.0%;17,131;1140;7%;140;0.68%
2021;23;14,043;33;51%;49%;11,352;22.2%;11,870;813;7%;66;0.47%
2021;24;7,277;32;51%;49%;5,855;22.6%;6,160;525;9%;46;0.63%
2021;25;4,834;32;54%;46%;3,941;21.4%;4,076;362;9%;30;0.62%
2021;26;4,362;32;53%;47%;3,662;17.1%;3,731;317;8%;23;0.53%
2021;27;5,575;32;53%;47%;4,780;13.3%;4,690;362;8%;24;0.43%
2021;28;9,102;30;54%;46%;7,963;12.5%;7,627;413;5%;29;0.32%
2021;29;12,625;30;52%;48%;11,117;12.1%;10,379;586;6%;39;0.31%
2021;30;15,505;31;52%;48%;13,653;12.2%;12,625;786;6%;69;0.45%
2021;31;20,414;30;52%;48%;17,720;12.6%;16,161;1010;6%;86;0.42%
2021;32;32,062;30;51%;49%;27,451;12.3%;24,864;1665;7%;142;0.44%
2021;33;49,622;29;51%;49%;41,038;14.9%;38,346;2352;6%;220;0.44%
2021;34;66,350;29;51%;49%;53,307;15.8%;50,858;3186;6%;342;0.52%
2021;35;74,680;30;50%;50%;58,332;16.4%;56,271;3250;6%;417;0.56%
2021;36;71,666;30;50%;50%;56,164;15.3%;53,904;3269;6%;436;0.61%
2021;37;61,451;31;51%;49%;48,953;15.4%;46,556;2758;6%;371;0.60%
2021;38;53,605;31;50%;50%;42,818;14.6%;40,658;2462;6%;343;0.64%
2021;39;56,468;32;50%;50%;46,050;12.8%;43,366;2529;6%;406;0.72%
2021;40;57,991;34;50%;50%;48,158;12.4%;44,411;2591;6%;475;0.82%
2021;41;65,337;34;49%;51%;53,747;10.6%;49,491;3042;6%;556;0.85%
2021;42;97,699;36;49%;51%;79,314;10.0%;72,516;4703;6%;1004;1.03%
2021;43;137,023;36;49%;51%;107,303;10.9%;98,547;5863;6%;1224;0.89%
2021;44;177,925;37;49%;51%;127,154;10.4%;117,763;6915;6%;1593;0.90%
2021;45;271,363;36;49%;51%;166,825;11.0%;166,489;8632;5%;2145;0.79%
2021;46;351,746;36;49%;51%;186,161;11.9%;201,490;10122;5%;2516;0.72%
2021;47;403,397;36;49%;51%;193,567;12.2%;215,271;10638;5%;2814;0.70%
2021;48;388,291;36;50%;50%;178,250;12.5%;202,007;10238;5%;2577;0.66%
2021;49;338,198;35;49%;51%;157,239;13.2%;178,899;9374;5%;2188;0.65%
2021;50;273,620;34;49%;51%;128,810;14.0%;148,298;7572;5%;1669;0.61%
2021;51;193,977;34;49%;51%;91,993;15.1%;105,233;5173;5%;997;0.51%
2021;52;208,569;35;49%;51%;96,850;12.7%;112,232;4869;4%;653;0.31%
