Stand: 23.03.2022 08:58:15;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;901;43;53%;47%;835;8.4%;796;160;20%;12;1.33%
2020;11;6,432;45;56%;44%;5,753;5.4%;5,529;524;9%;84;1.31%
2020;12;22,389;45;55%;45%;20,043;3.9%;18,953;2,229;12%;476;2.13%
2020;13;33,961;48;49%;51%;30,688;3.3%;29,019;5,145;18%;1,461;4.30%
2020;14;36,047;51;45%;55%;31,906;5.4%;31,290;6,105;20%;2,270;6.30%
2020;15;27,125;52;43%;57%;23,473;8.4%;23,870;4,733;20%;1,877;6.92%
2020;16;17,330;51;45%;55%;14,776;11.3%;15,296;3,380;22%;1,222;7.05%
2020;17;12,349;50;45%;55%;10,190;13.5%;10,756;2,236;21%;727;5.89%
2020;18;7,434;48;48%;52%;6,149;16.4%;6,518;1,363;21%;387;5.21%
2020;19;6,231;47;48%;52%;5,211;19.0%;5,548;1,082;20%;257;4.12%
2020;20;4,760;45;50%;50%;3,905;22.4%;4,142;758;18%;164;3.45%
2020;21;3,601;44;50%;50%;2,807;25.8%;3,084;512;17%;112;3.11%
2020;22;3,206;42;51%;49%;2,578;23.9%;2,727;421;15%;64;2.00%
2020;23;2,352;39;51%;49%;1,860;23.9%;2,078;307;15%;45;1.91%
2020;24;2,344;37;53%;47%;1,790;25.6%;2,088;290;14%;33;1.41%
2020;25;4,185;36;59%;41%;2,949;24.9%;3,813;324;8%;41;0.98%
2020;26;3,163;37;55%;45%;2,347;23.8%;2,814;296;11%;24;0.76%
2020;27;2,689;36;52%;48%;2,065;26.6%;2,431;263;11%;26;0.97%
2020;28;2,421;36;56%;44%;1,906;23.6%;2,156;257;12%;25;1.03%
2020;29;3,040;36;52%;48%;2,371;22.8%;2,628;322;12%;30;0.99%
2020;30;3,933;36;52%;48%;3,153;26.5%;3,413;335;10%;33;0.84%
2020;31;4,836;36;50%;50%;3,795;24.9%;4,204;386;9%;37;0.77%
2020;32;6,063;34;54%;46%;4,582;30.1%;5,284;405;8%;33;0.54%
2020;33;7,956;32;53%;47%;5,861;33.1%;6,929;446;6%;31;0.39%
2020;34;9,595;32;55%;45%;7,195;34.4%;8,210;438;5%;31;0.32%
2020;35;8,834;32;53%;47%;6,864;30.4%;7,337;373;5%;18;0.20%
2020;36;8,614;33;54%;46%;6,664;26.6%;7,026;407;6%;36;0.42%
2020;37;9,762;35;52%;48%;7,685;20.0%;7,922;476;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,936;18.1%;10,106;686;7%;82;0.67%
2020;39;13,069;37;52%;48%;10,477;17.9%;10,825;782;7%;110;0.84%
2020;40;15,928;38;52%;48%;12,703;17.0%;13,386;890;7%;122;0.77%
2020;41;26,122;39;51%;49%;20,207;16.0%;21,369;1616;8%;246;0.94%
2020;42;42,057;39;51%;49%;31,309;15.6%;33,815;2358;7%;463;1.10%
2020;43;74,867;40;50%;50%;53,242;15.1%;58,295;4170;7%;1015;1.36%
2020;44;111,000;41;50%;50%;76,973;15.3%;84,508;6002;7%;1620;1.46%
2020;45;125,718;41;49%;51%;87,204;15.0%;94,158;6919;7%;1898;1.51%
2020;46;127,810;42;48%;52%;87,615;14.6%;96,477;7620;8%;2530;1.98%
2020;47;128,395;43;47%;53%;88,551;14.7%;96,474;8173;8%;3216;2.50%
2020;48;123,143;44;47%;53%;84,474;15.4%;92,278;8398;9%;3585;2.91%
2020;49;128,364;45;46%;54%;89,650;14.1%;96,397;9255;10%;4466;3.48%
2020;50;156,306;46;45%;55%;110,390;14.5%;117,346;11344;10%;5740;3.67%
2020;51;174,685;46;45%;55%;122,325;14.4%;129,992;12651;10%;6434;3.68%
2020;52;138,928;48;44%;56%;95,492;15.8%;103,161;11112;11%;5697;4.10%
2020;53;123,078;49;44%;56%;87,502;13.4%;93,470;11056;12%;5706;4.64%
2021;1;145,491;48;45%;55%;106,576;13.1%;111,548;11255;10%;5716;3.93%
2021;2;118,905;48;45%;55%;86,009;15.9%;91,546;9981;11%;5076;4.27%
2021;3;95,545;48;46%;54%;70,995;16.0%;75,883;8926;12%;4079;4.27%
2021;4;78,177;48;46%;54%;58,786;16.1%;63,999;7571;12%;3078;3.94%
2021;5;64,585;46;47%;53%;49,665;16.2%;53,376;6512;12%;2246;3.48%
2021;6;50,814;45;48%;52%;40,046;16.6%;42,414;5240;12%;1675;3.30%
2021;7;52,428;44;49%;51%;41,715;16.3%;43,961;5155;12%;1471;2.81%
2021;8;56,383;42;50%;50%;44,944;16.1%;47,172;4854;10%;1217;2.16%
2021;9;58,427;40;51%;49%;47,204;16.0%;48,717;4446;9%;1045;1.79%
2021;10;71,381;39;50%;50%;57,771;16.1%;58,700;4919;8%;1095;1.53%
2021;11;92,640;39;50%;50%;74,493;15.5%;75,483;5797;8%;1276;1.38%
2021;12;116,305;38;51%;49%;91,850;16.2%;94,286;6901;7%;1520;1.31%
2021;13;110,107;39;51%;49%;86,384;15.7%;89,021;6958;8%;1581;1.44%
2021;14;118,255;39;51%;49%;94,360;14.1%;95,111;7616;8%;1578;1.33%
2021;15;142,081;38;51%;49%;111,840;16.1%;114,731;7847;7%;1616;1.14%
2021;16;144,786;37;52%;48%;113,784;17.3%;116,953;8021;7%;1608;1.11%
2021;17;124,807;37;52%;48%;99,077;17.5%;100,368;6774;7%;1294;1.04%
2021;18;100,984;37;51%;49%;81,632;17.1%;82,330;5530;7%;1003;0.99%
2021;19;70,810;37;51%;49%;57,423;17.5%;58,127;4066;7%;665;0.94%
2021;20;52,700;36;51%;49%;42,845;18.0%;43,593;2795;6%;441;0.84%
2021;21;29,897;35;52%;48%;24,296;18.7%;24,647;1721;7%;259;0.87%
2021;22;20,691;34;51%;49%;16,663;20.0%;17,103;1142;7%;141;0.68%
2021;23;14,055;33;51%;49%;11,356;22.2%;11,854;812;7%;66;0.47%
2021;24;7,278;32;51%;49%;5,849;22.6%;6,146;526;9%;46;0.63%
2021;25;4,845;32;54%;46%;3,946;21.4%;4,075;362;9%;30;0.62%
