Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche, Altersgruppe und Angabe, dass eine Hospitalisierung vorlag für die Meldewochen KW 10 – 53/2020 und KW 01 - 35/2021;;;;;;;;
Stand: 08.09.2021 07:09:22;;;;;;;;
;;;;;;;;
;;0 - 4 Jährige;5 - 14 Jährige;15 - 34 Jährige;35 - 59 Jährige;60 - 79 Jährige;80+ Jährige;
Meldejahr;Meldewoche;Fälle A00..04;Fälle A05..14;Fälle A15..34;Fälle A35..59;Fälle A60..79;Fälle A80+;
2020;10;2;3;23;86;37;11;2020-KW10
2020;11;2;2;55;238;155;78;2020-KW11
2020;12;14;6;152;729;861;473;2020-KW12
2020;13;32;16;259;1366;2221;1260;2020-KW13
2020;14;27;17;311;1349;2490;1922;2020-KW14
2020;15;23;9;227;987;1766;1738;2020-KW15
2020;16;9;12;192;636;1282;1257;2020-KW16
2020;17;20;15;184;418;773;835;2020-KW17
2020;18;19;8;109;288;514;429;2020-KW18
2020;19;10;7;92;239;383;350;2020-KW19
2020;20;7;18;75;182;232;250;2020-KW20
2020;21;4;2;51;121;170;167;2020-KW21
2020;22;4;;38;123;139;117;2020-KW22
2020;23;3;5;40;94;90;75;2020-KW23
2020;24;11;5;47;83;70;73;2020-KW24
2020;25;5;3;52;121;81;62;2020-KW25
2020;26;3;7;46;104;79;57;2020-KW26
2020;27;3;4;55;93;55;53;2020-KW27
2020;28;7;6;36;97;80;32;2020-KW28
2020;29;9;5;62;107;91;48;2020-KW29
2020;30;10;8;53;112;105;46;2020-KW30
2020;31;2;5;50;148;107;77;2020-KW31
2020;32;4;3;70;148;114;65;2020-KW32
2020;33;11;13;76;152;115;77;2020-KW33
2020;34;9;11;95;171;106;45;2020-KW34
2020;35;6;8;68;150;101;40;2020-KW35
2020;36;4;8;78;146;122;51;2020-KW36
2020;37;12;12;54;163;143;98;2020-KW37
2020;38;8;10;82;238;211;139;2020-KW38
2020;39;9;7;111;242;258;153;2020-KW39
2020;40;15;9;119;282;288;176;2020-KW40
2020;41;21;17;212;496;509;358;2020-KW41
2020;42;24;26;277;680;788;563;2020-KW42
2020;43;51;32;445;1071;1438;1151;2020-KW43
2020;44;63;52;558;1521;2114;1699;2020-KW44
2020;45;65;61;612;1709;2412;2073;2020-KW45
2020;46;65;72;590;1744;2625;2528;2020-KW46
2020;47;55;60;614;1693;2892;2845;2020-KW47
2020;48;63;68;574;1720;2880;3099;2020-KW48
2020;49;60;61;611;1686;3198;3623;2020-KW49
2020;50;70;69;680;1988;3969;4574;2020-KW50
2020;51;76;86;713;2199;4425;5122;2020-KW51
2020;52;52;49;587;1868;3930;4619;2020-KW52
2020;53;73;51;616;1936;3879;4497;2020-KW53
2021;01;69;36;595;1842;4014;4705;2021-KW01
2021;02;60;49;539;1611;3446;4264;2021-KW02
2021;03;41;35;413;1500;3185;3734;2021-KW03
2021;04;35;35;412;1254;2819;3022;2021-KW04
2021;05;45;37;358;1154;2375;2545;2021-KW05
2021;06;42;24;306;991;1969;1911;2021-KW06
2021;07;37;23;312;1066;2022;1707;2021-KW07
2021;08;47;30;328;1115;1825;1508;2021-KW08
2021;09;51;29;351;1065;1678;1271;2021-KW09
2021;10;53;39;415;1369;1747;1294;2021-KW10
2021;11;85;70;491;1644;2175;1321;2021-KW11
2021;12;94;92;632;1993;2539;1542;2021-KW12
2021;13;95;87;629;2051;2641;1427;2021-KW13
2021;14;112;71;743;2376;2842;1440;2021-KW14
2021;15;95;85;768;2383;3041;1457;2021-KW15
2021;16;95;90;801;2570;3021;1426;2021-KW16
2021;17;77;102;654;2179;2555;1174;2021-KW17
2021;18;82;68;567;1742;2085;962;2021-KW18
2021;19;67;44;457;1268;1501;709;2021-KW19
2021;20;49;42;355;858;968;503;2021-KW20
2021;21;28;27;209;564;576;303;2021-KW21
2021;22;13;22;156;396;346;205;2021-KW22
2021;23;19;23;125;277;241;128;2021-KW23
2021;24;16;7;84;198;135;78;2021-KW24
2021;25;12;7;88;114;88;50;2021-KW25
2021;26;6;10;64;107;88;37;2021-KW26
2021;27;6;6;75;128;88;54;2021-KW27
2021;28;10;3;100;157;91;47;2021-KW28
2021;29;15;7;161;207;124;65;2021-KW29
2021;30;20;21;170;288;175;99;2021-KW30
2021;31;21;18;247;340;187;126;2021-KW31
2021;32;55;35;346;604;308;164;2021-KW32
2021;33;70;53;470;854;400;215;2021-KW33
2021;34;82;57;529;1058;499;300;2021-KW34
2021;35;55;51;407;685;425;279;2021-KW35
