Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche, Altersgruppe und Angabe, dass eine Hospitalisierung vorlag für die Meldewochen KW 10 – 53/2020 und KW 01 - 28/2021;;;;;;;;
;;;;;;;;
;;;;;;;;
Stand: 20.07.2021 07:53:47;;;;;;;;
;;;;;;;;
;;0 - 4 Jährige;5 - 14 Jährige;15 - 34 Jährige;35 - 59 Jährige;60 - 79 Jährige;80+ Jährige;
Meldejahr;Meldewoche;A00..04;A05..14;A15..34;A35..59;A60..79;A80+;
2020;10;2;3;23;88;37;11;2020-KW10
2020;11;2;2;55;238;155;78;2020-KW11
2020;12;14;6;153;729;861;472;2020-KW12
2020;13;32;16;260;1365;2221;1260;2020-KW13
2020;14;27;17;311;1347;2485;1920;2020-KW14
2020;15;23;8;226;984;1765;1734;2020-KW15
2020;16;9;12;192;635;1279;1258;2020-KW16
2020;17;20;15;185;419;773;836;2020-KW17
2020;18;19;8;109;288;514;429;2020-KW18
2020;19;10;7;92;239;383;350;2020-KW19
2020;20;7;18;75;181;232;250;2020-KW20
2020;21;4;2;51;121;170;166;2020-KW21
2020;22;4;;38;123;138;117;2020-KW22
2020;23;3;5;40;94;90;75;2020-KW23
2020;24;10;5;47;83;70;72;2020-KW24
2020;25;5;3;52;121;81;62;2020-KW25
2020;26;3;7;46;104;79;57;2020-KW26
2020;27;3;4;55;92;55;53;2020-KW27
2020;28;7;6;36;98;80;32;2020-KW28
2020;29;9;5;61;107;91;48;2020-KW29
2020;30;10;8;54;112;105;46;2020-KW30
2020;31;2;5;50;148;108;77;2020-KW31
2020;32;4;3;70;148;113;64;2020-KW32
2020;33;11;13;78;152;115;77;2020-KW33
2020;34;9;11;95;171;105;45;2020-KW34
2020;35;6;8;68;149;100;39;2020-KW35
2020;36;4;8;78;144;121;50;2020-KW36
2020;37;12;12;54;162;141;96;2020-KW37
2020;38;8;10;81;238;210;139;2020-KW38
2020;39;9;7;111;242;258;153;2020-KW39
2020;40;15;9;118;281;290;175;2020-KW40
2020;41;21;17;211;496;508;356;2020-KW41
2020;42;24;26;273;679;787;560;2020-KW42
2020;43;51;33;444;1065;1421;1134;2020-KW43
2020;44;63;53;555;1512;2112;1697;2020-KW44
2020;45;65;61;609;1704;2407;2072;2020-KW45
2020;46;65;72;589;1740;2618;2522;2020-KW46
2020;47;53;60;614;1690;2881;2842;2020-KW47
2020;48;64;68;574;1721;2880;3092;2020-KW48
2020;49;60;60;609;1678;3194;3613;2020-KW49
2020;50;70;69;677;1987;3956;4560;2020-KW50
2020;51;77;86;717;2212;4418;5122;2020-KW51
2020;52;53;51;602;1874;3926;4610;2020-KW52
2020;53;73;51;619;1932;3858;4478;2020-KW53
2021;01;68;36;593;1833;3987;4688;2021-KW01
2021;02;61;50;539;1610;3433;4254;2021-KW02
2021;03;41;35;409;1492;3180;3719;2021-KW03
2021;04;35;34;409;1244;2811;3022;2021-KW04
2021;05;45;37;356;1143;2371;2537;2021-KW05
2021;06;42;23;302;988;1965;1909;2021-KW06
2021;07;36;23;311;1062;2014;1706;2021-KW07
2021;08;47;31;327;1102;1811;1507;2021-KW08
2021;09;50;30;345;1054;1661;1258;2021-KW09
2021;10;54;39;413;1365;1745;1293;2021-KW10
2021;11;85;71;486;1634;2166;1317;2021-KW11
2021;12;94;92;630;1985;2520;1535;2021-KW12
2021;13;95;90;626;2025;2631;1421;2021-KW13
2021;14;112;72;743;2358;2819;1429;2021-KW14
2021;15;93;87;773;2373;3020;1443;2021-KW15
2021;16;93;91;799;2559;2998;1417;2021-KW16
2021;17;76;102;651;2149;2538;1168;2021-KW17
2021;18;82;71;562;1733;2063;953;2021-KW18
2021;19;68;41;452;1247;1473;697;2021-KW19
2021;20;49;41;354;847;961;498;2021-KW20
2021;21;28;25;197;537;568;297;2021-KW21
2021;22;13;22;152;377;335;194;2021-KW22
2021;23;16;22;122;266;231;123;2021-KW23
2021;24;16;6;78;191;130;79;2021-KW24
2021;25;12;7;85;110;83;46;2021-KW25
2021;26;6;8;57;96;84;35;2021-KW26
2021;27;5;4;66;106;80;49;2021-KW27
2021;28;7;4;69;103;58;39;2021-KW28
