Die dem RKI übermittelte COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 09/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil hospitalisiert;Anzahl Verstorben;Anteil Verstorben
2020;10;895;42;53%;47%;835;8.1%;805;162;20%;12;1.34%
2020;11;6,424;45;56%;44%;5,771;5.3%;5,625;523;9%;85;1.32%
2020;12;22,431;45;55%;45%;20,201;3.9%;19,386;2,210;11%;478;2.13%
2020;13;34,006;48;49%;51%;30,869;3.3%;29,549;5,132;17%;1,465;4.31%
2020;14;36,086;51;45%;55%;32,071;5.5%;31,637;6,080;19%;2,259;6.26%
2020;15;27,187;52;43%;57%;23,609;8.4%;24,164;4,719;20%;1,876;6.90%
2020;16;17,369;51;45%;55%;14,883;11.4%;15,543;3,371;22%;1,218;7.01%
2020;17;12,376;50;45%;55%;10,284;13.9%;10,992;2,234;20%;720;5.82%
2020;18;7,445;48;48%;52%;6,257;17.5%;6,612;1,360;21%;385;5.17%
2020;19;6,241;47;48%;52%;5,249;19.6%;5,633;1,081;19%;255;4.09%
2020;20;4,753;45;49%;51%;3,955;23.1%;4,228;742;18%;163;3.43%
2020;21;3,621;43;50%;50%;2,836;26.3%;3,123;513;16%;113;3.12%
2020;22;3,208;42;52%;48%;2,549;23.2%;2,771;419;15%;65;2.03%
2020;23;2,358;39;51%;49%;1,839;23.2%;2,081;308;15%;45;1.91%
2020;24;2,344;37;54%;46%;1,743;24.4%;2,087;287;14%;32;1.37%
2020;25;4,129;36;59%;41%;2,936;25.1%;3,775;319;8%;41;0.99%
2020;26;3,216;37;55%;45%;2,327;23.3%;2,869;295;10%;23;0.72%
2020;27;2,697;36;52%;48%;2,065;26.7%;2,472;259;10%;26;0.96%
2020;28;2,428;36;56%;44%;1,926;24.0%;2,194;256;12%;25;1.03%
2020;29;3,016;36;52%;48%;2,358;22.9%;2,647;318;12%;30;0.99%
2020;30;3,933;36;52%;48%;3,185;27.4%;3,481;334;10%;33;0.84%
2020;31;4,820;36;50%;50%;3,704;24.5%;4,166;390;9%;32;0.66%
2020;32;6,055;34;54%;46%;4,546;30.0%;5,276;399;8%;31;0.51%
2020;33;7,950;32;53%;47%;5,850;33.2%;7,004;438;6%;30;0.38%
2020;34;9,595;32;55%;45%;7,203;34.6%;8,304;434;5%;30;0.31%
2020;35;8,819;32;53%;47%;6,871;30.7%;7,416;366;5%;19;0.22%
2020;36;8,623;33;54%;46%;6,657;27.2%;7,080;397;6%;36;0.42%
2020;37;9,772;35;52%;48%;7,601;20.4%;8,022;464;6%;65;0.67%
2020;38;12,293;36;51%;49%;9,752;18.7%;10,042;674;7%;79;0.64%
2020;39;13,071;37;52%;48%;10,353;18.2%;10,829;770;7%;108;0.83%
2020;40;15,930;38;52%;48%;12,595;17.5%;13,447;872;6%;120;0.75%
2020;41;26,128;39;51%;49%;20,061;16.6%;21,518;1583;7%;239;0.91%
2020;42;42,084;39;51%;49%;30,810;16.0%;33,620;2320;7%;456;1.08%
2020;43;74,859;40;50%;50%;51,935;15.6%;57,866;4081;7%;981;1.31%
2020;44;111,133;41;50%;50%;74,910;15.9%;83,601;5876;7%;1573;1.42%
2020;45;125,836;41;49%;51%;84,220;15.3%;92,074;6754;7%;1840;1.46%
2020;46;127,918;42;48%;52%;84,753;14.9%;94,053;7423;8%;2434;1.90%
2020;47;128,506;43;47%;53%;85,272;14.9%;93,387;7935;8%;3103;2.41%
2020;48;123,313;44;47%;53%;81,347;15.5%;89,277;8186;9%;3461;2.81%
2020;49;128,513;45;46%;54%;86,022;14.1%;93,047;8983;10%;4307;3.35%
2020;50;156,556;46;45%;55%;105,155;14.4%;113,024;11007;10%;5525;3.53%
2020;51;174,967;46;45%;55%;116,022;14.3%;124,670;12237;10%;6169;3.53%
2020;52;139,293;48;44%;56%;89,044;15.6%;97,571;10702;11%;5466;3.92%
2020;53;123,231;49;44%;56%;82,218;13.3%;88,307;10554;12%;5430;4.41%
2021;1;145,545;48;45%;55%;98,263;13.3%;104,134;10627;10%;5382;3.70%
2021;2;119,016;48;45%;55%;78,774;15.9%;85,383;9390;11%;4761;4.00%
2021;3;95,606;48;46%;54%;64,673;15.8%;70,930;8318;12%;3734;3.91%
2021;4;78,311;48;46%;54%;53,548;15.9%;59,699;7024;12%;2738;3.50%
2021;5;64,655;46;47%;53%;45,038;15.9%;49,881;5973;12%;1903;2.94%
2021;6;50,888;45;48%;52%;36,043;16.5%;39,464;4705;12%;1274;2.50%
2021;7;52,504;44;49%;51%;36,962;16.4%;40,759;4519;11%;911;1.74%
2021;8;56,471;42;50%;50%;37,925;15.7%;42,179;3841;9%;471;0.83%
2021;9;57,979;40;51%;49%;34,350;15.9%;39,540;2597;7%;126;0.22%
