Stand: 09.03.2022 07:57:14;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;796;160;20%;12;1.33%
2020;11;6,433;45;56%;44%;5,756;5.4%;5,536;524;9%;84;1.31%
2020;12;22,387;45;55%;45%;20,044;3.9%;18,963;2,229;12%;476;2.13%
2020;13;33,963;48;49%;51%;30,689;3.3%;29,029;5,144;18%;1,461;4.30%
2020;14;36,048;51;45%;55%;31,909;5.4%;31,307;6,105;20%;2,270;6.30%
2020;15;27,126;52;43%;57%;23,476;8.4%;23,884;4,733;20%;1,876;6.92%
2020;16;17,328;51;45%;55%;14,776;11.3%;15,299;3,380;22%;1,220;7.04%
2020;17;12,349;50;45%;55%;10,191;13.5%;10,758;2,236;21%;726;5.88%
2020;18;7,434;48;48%;52%;6,148;16.4%;6,520;1,362;21%;387;5.21%
2020;19;6,231;47;48%;52%;5,212;19.0%;5,550;1,080;19%;257;4.12%
2020;20;4,758;45;50%;50%;3,905;22.4%;4,142;758;18%;164;3.45%
2020;21;3,600;44;50%;50%;2,807;25.8%;3,084;512;17%;112;3.11%
2020;22;3,206;42;51%;49%;2,578;23.9%;2,729;421;15%;64;2.00%
2020;23;2,352;39;51%;49%;1,860;23.9%;2,079;307;15%;45;1.91%
2020;24;2,344;37;53%;47%;1,790;25.6%;2,088;290;14%;33;1.41%
2020;25;4,187;36;59%;41%;2,952;24.8%;3,819;324;8%;41;0.98%
2020;26;3,159;37;55%;45%;2,345;23.8%;2,811;296;11%;24;0.76%
2020;27;2,689;36;52%;48%;2,067;26.7%;2,433;263;11%;26;0.97%
2020;28;2,422;36;56%;44%;1,906;23.6%;2,157;257;12%;25;1.03%
2020;29;3,034;36;52%;48%;2,369;22.8%;2,626;322;12%;30;0.99%
2020;30;3,932;36;52%;48%;3,154;26.5%;3,416;335;10%;33;0.84%
2020;31;4,835;36;50%;50%;3,795;24.9%;4,207;386;9%;37;0.77%
2020;32;6,062;34;54%;46%;4,584;30.1%;5,289;404;8%;33;0.54%
2020;33;7,953;32;53%;47%;5,859;33.1%;6,930;446;6%;31;0.39%
2020;34;9,595;32;55%;45%;7,194;34.4%;8,221;438;5%;31;0.32%
2020;35;8,834;32;53%;47%;6,862;30.4%;7,340;373;5%;18;0.20%
2020;36;8,612;33;54%;46%;6,663;26.6%;7,026;407;6%;36;0.42%
2020;37;9,762;35;52%;48%;7,683;20.0%;7,926;476;6%;68;0.70%
2020;38;12,287;36;51%;49%;9,937;18.1%;10,113;686;7%;82;0.67%
2020;39;13,067;37;52%;48%;10,483;17.9%;10,834;782;7%;110;0.84%
2020;40;15,926;38;52%;48%;12,718;17.1%;13,435;890;7%;122;0.77%
