Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 26/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;898;43;53%;47%;834;8.3%;810;165;20%;12;1.34%
2020;11;6,427;45;56%;44%;5,756;5.3%;5,681;530;9%;84;1.31%
2020;12;22,395;45;55%;45%;20,108;3.8%;19,541;2,230;11%;474;2.12%
2020;13;33,971;48;49%;51%;30,781;3.3%;29,825;5,152;17%;1,462;4.30%
2020;14;36,047;51;45%;55%;31,993;5.5%;32,025;6,105;19%;2,261;6.27%
2020;15;27,143;52;43%;57%;23,590;8.5%;24,365;4,741;19%;1,876;6.91%
2020;16;17,333;51;45%;55%;14,878;11.6%;15,644;3,383;22%;1,217;7.02%
2020;17;12,356;50;45%;55%;10,261;13.9%;11,073;2,248;20%;725;5.87%
2020;18;7,438;48;48%;52%;6,236;17.4%;6,676;1,367;20%;388;5.22%
2020;19;6,239;47;48%;52%;5,245;19.5%;5,668;1,081;19%;257;4.12%
2020;20;4,763;45;50%;50%;3,943;23.0%;4,269;763;18%;164;3.44%
2020;21;3,599;44;50%;50%;2,830;26.3%;3,141;514;16%;112;3.11%
2020;22;3,205;42;52%;48%;2,585;24.1%;2,795;421;15%;65;2.03%
2020;23;2,351;39;51%;49%;1,840;23.3%;2,089;307;15%;45;1.91%
2020;24;2,342;37;53%;47%;1,770;25.6%;2,090;287;14%;33;1.41%
2020;25;4,126;36;59%;41%;2,943;25.2%;3,776;319;8%;41;0.99%
2020;26;3,216;37;55%;45%;2,339;23.9%;2,882;298;10%;23;0.72%
2020;27;2,688;36;52%;48%;2,060;26.7%;2,470;262;11%;26;0.97%
2020;28;2,427;36;56%;44%;1,918;23.8%;2,197;259;12%;25;1.03%
2020;29;3,021;36;52%;48%;2,363;22.8%;2,666;321;12%;30;0.99%
2020;30;3,928;36;52%;48%;3,169;27.1%;3,485;334;10%;33;0.84%
2020;31;4,829;36;50%;50%;3,775;25.2%;4,230;390;9%;35;0.72%
2020;32;6,055;34;54%;46%;4,570;30.2%;5,315;400;8%;31;0.51%
2020;33;7,951;32;53%;47%;5,854;33.3%;7,043;444;6%;31;0.39%
2020;34;9,598;32;55%;45%;7,187;34.5%;8,374;436;5%;31;0.32%
2020;35;8,823;32;53%;47%;6,853;30.5%;7,510;371;5%;18;0.20%
2020;36;8,620;33;54%;46%;6,651;26.9%;7,186;404;6%;36;0.42%
2020;37;9,766;35;52%;48%;7,638;20.1%;8,143;476;6%;68;0.70%
2020;38;12,288;36;51%;49%;9,858;18.4%;10,261;685;7%;81;0.66%
2020;39;13,059;37;52%;48%;10,454;18.1%;11,010;777;7%;109;0.83%
2020;40;15,921;38;52%;48%;12,652;17.4%;13,630;886;7%;122;0.77%
2020;41;26,111;39;51%;49%;20,109;16.4%;21,692;1609;7%;243;0.93%
2020;42;42,055;39;51%;49%;31,045;15.9%;34,125;2350;7%;464;1.10%
2020;43;74,848;40;50%;50%;52,692;15.4%;58,643;4150;7%;1004;1.34%
2020;44;111,030;41;50%;50%;76,202;15.5%;85,119;5987;7%;1616;1.46%
2020;45;125,762;41;49%;51%;86,469;15.1%;94,884;6905;7%;1880;1.49%
2020;46;127,758;42;48%;52%;87,137;14.7%;96,993;7610;8%;2504;1.96%
2020;47;128,367;43;47%;53%;87,898;14.7%;96,752;8132;8%;3189;2.48%
2020;48;123,215;44;47%;53%;83,836;15.4%;92,500;8378;9%;3565;2.89%
2020;49;128,431;45;46%;54%;88,809;14.2%;96,834;9196;9%;4430;3.45%
2020;50;156,346;46;45%;55%;109,170;14.5%;117,781;11300;10%;5709;3.65%
2020;51;174,772;46;45%;55%;120,789;14.4%;130,307;12614;10%;6382;3.65%
2020;52;138,998;48;44%;56%;94,075;15.8%;103,306;11102;11%;5660;4.07%
2020;53;123,099;49;44%;56%;86,114;13.5%;93,460;10951;12%;5649;4.59%
2021;1;145,551;48;45%;55%;104,809;13.0%;111,192;11166;10%;5659;3.89%
2021;2;118,980;48;45%;55%;84,810;15.8%;91,778;9927;11%;5020;4.22%
2021;3;95,575;48;46%;54%;69,623;15.8%;75,652;8801;12%;4025;4.21%
