Stand: 16.03.2022 08:59:21;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;901;43;53%;47%;835;8.4%;796;160;20%;12;1.33%
2020;11;6,432;45;56%;44%;5,754;5.4%;5,531;524;9%;84;1.31%
2020;12;22,388;45;55%;45%;20,045;3.9%;18,958;2,229;12%;476;2.13%
2020;13;33,962;48;49%;51%;30,688;3.3%;29,019;5,145;18%;1,461;4.30%
2020;14;36,047;51;45%;55%;31,906;5.4%;31,291;6,105;20%;2,270;6.30%
2020;15;27,126;52;43%;57%;23,474;8.4%;23,873;4,733;20%;1,877;6.92%
2020;16;17,328;51;45%;55%;14,776;11.3%;15,296;3,380;22%;1,222;7.05%
2020;17;12,349;50;45%;55%;10,190;13.5%;10,758;2,236;21%;727;5.89%
2020;18;7,433;48;48%;52%;6,148;16.4%;6,517;1,362;21%;387;5.21%
2020;19;6,231;47;48%;52%;5,211;19.0%;5,548;1,081;19%;257;4.12%
2020;20;4,759;45;50%;50%;3,904;22.4%;4,141;758;18%;164;3.45%
2020;21;3,600;44;50%;50%;2,807;25.8%;3,084;512;17%;112;3.11%
2020;22;3,206;42;51%;49%;2,578;23.9%;2,727;421;15%;64;2.00%
2020;23;2,352;39;51%;49%;1,860;23.9%;2,078;307;15%;45;1.91%
2020;24;2,344;37;53%;47%;1,790;25.6%;2,088;290;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,954;24.8%;3,818;324;8%;41;0.98%
2020;26;3,162;37;55%;45%;2,347;23.8%;2,813;296;11%;24;0.76%
2020;27;2,689;36;52%;48%;2,065;26.6%;2,431;263;11%;26;0.97%
2020;28;2,421;36;56%;44%;1,906;23.6%;2,156;257;12%;25;1.03%
2020;29;3,034;36;52%;48%;2,369;22.8%;2,626;322;12%;30;0.99%
2020;30;3,933;36;52%;48%;3,152;26.5%;3,413;335;10%;33;0.84%
2020;31;4,836;36;50%;50%;3,795;24.9%;4,204;386;9%;37;0.77%
2020;32;6,064;34;54%;46%;4,582;30.1%;5,285;405;8%;33;0.54%
2020;33;7,954;32;53%;47%;5,860;33.1%;6,927;446;6%;31;0.39%
2020;34;9,595;32;55%;45%;7,194;34.4%;8,210;438;5%;31;0.32%
2020;35;8,834;32;53%;47%;6,863;30.4%;7,339;373;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,664;26.6%;7,025;407;6%;36;0.42%
2020;37;9,761;35;52%;48%;7,684;20.0%;7,922;476;6%;68;0.70%
2020;38;12,288;36;51%;49%;9,936;18.1%;10,106;686;7%;82;0.67%
2020;39;13,067;37;52%;48%;10,477;17.9%;10,823;782;7%;110;0.84%
2020;40;15,927;38;52%;48%;12,699;17.0%;13,383;890;7%;122;0.77%
2020;41;26,120;39;51%;49%;20,206;16.0%;21,368;1616;8%;246;0.94%
2020;42;42,056;39;51%;49%;31,306;15.6%;33,814;2358;7%;463;1.10%
2020;43;74,867;40;50%;50%;53,242;15.1%;58,298;4170;7%;1016;1.36%
2020;44;111,002;41;50%;50%;76,975;15.3%;84,510;6003;7%;1620;1.46%
2020;45;125,722;41;49%;51%;87,206;15.0%;94,159;6920;7%;1898;1.51%
2020;46;127,803;42;48%;52%;87,610;14.6%;96,474;7619;8%;2530;1.98%
2020;47;128,395;43;47%;53%;88,553;14.7%;96,475;8173;8%;3216;2.50%
2020;48;123,140;44;47%;53%;84,472;15.4%;92,279;8396;9%;3585;2.91%
2020;49;128,362;45;46%;54%;89,651;14.1%;96,398;9255;10%;4466;3.48%
2020;50;156,299;46;45%;55%;110,389;14.5%;117,346;11345;10%;5740;3.67%
2020;51;174,686;46;45%;55%;122,327;14.4%;129,992;12649;10%;6434;3.68%
2020;52;138,927;48;44%;56%;95,490;15.8%;103,165;11112;11%;5697;4.10%
2020;53;123,080;49;44%;56%;87,503;13.4%;93,472;11056;12%;5704;4.63%
2021;1;145,487;48;45%;55%;106,568;13.1%;111,543;11254;10%;5716;3.93%
2021;2;118,900;48;45%;55%;85,997;15.9%;91,549;9981;11%;5076;4.27%
2021;3;95,547;48;46%;54%;70,996;16.0%;75,882;8926;12%;4079;4.27%
2021;4;78,177;48;46%;54%;58,785;16.1%;63,997;7571;12%;3078;3.94%
2021;5;64,582;46;47%;53%;49,665;16.2%;53,376;6511;12%;2245;3.48%
2021;6;50,817;45;48%;52%;40,045;16.6%;42,413;5238;12%;1675;3.30%
2021;7;52,428;44;49%;51%;41,713;16.3%;43,961;5153;12%;1471;2.81%
2021;8;56,375;42;50%;50%;44,943;16.1%;47,174;4853;10%;1217;2.16%
2021;9;58,418;40;51%;49%;47,203;16.0%;48,718;4445;9%;1045;1.79%
2021;10;71,365;39;50%;50%;57,766;16.1%;58,702;4918;8%;1095;1.53%
2021;11;92,622;39;50%;50%;74,491;15.5%;75,484;5796;8%;1276;1.38%
2021;12;116,294;38;51%;49%;91,849;16.2%;94,285;6900;7%;1520;1.31%
2021;13;110,103;39;51%;49%;86,381;15.7%;89,021;6958;8%;1581;1.44%
2021;14;118,264;39;51%;49%;94,364;14.1%;95,114;7616;8%;1578;1.33%
2021;15;142,079;38;51%;49%;111,839;16.1%;114,731;7847;7%;1616;1.14%
2021;16;144,777;37;52%;48%;113,781;17.3%;116,953;8021;7%;1608;1.11%
2021;17;124,804;37;52%;48%;99,077;17.5%;100,369;6774;7%;1294;1.04%
2021;18;100,984;37;51%;49%;81,632;17.1%;82,332;5530;7%;1003;0.99%
2021;19;70,810;37;51%;49%;57,423;17.5%;58,129;4066;7%;665;0.94%
2021;20;52,698;36;51%;49%;42,844;18.0%;43,590;2795;6%;441;0.84%
2021;21;29,894;35;52%;48%;24,296;18.7%;24,649;1721;7%;259;0.87%
2021;22;20,685;34;51%;49%;16,663;20.0%;17,100;1142;7%;141;0.68%
2021;23;14,055;33;51%;49%;11,355;22.2%;11,856;812;7%;66;0.47%
2021;24;7,278;32;51%;49%;5,849;22.6%;6,146;526;9%;46;0.63%
2021;25;4,844;32;54%;46%;3,946;21.4%;4,074;362;9%;30;0.62%
2021;26;4,376;32;53%;47%;3,667;17.2%;3,729;318;9%;24;0.55%
2021;27;5,580;32;53%;47%;4,781;13.3%;4,685;363;8%;24;0.43%
2021;28;9,104;30;54%;46%;7,964;12.5%;7,609;413;5%;29;0.32%
2021;29;12,636;30;52%;48%;11,123;12.1%;10,383;586;6%;40;0.32%
2021;30;15,511;31;52%;48%;13,658;12.1%;12,620;786;6%;70;0.45%
2021;31;20,417;30;52%;48%;17,730;12.6%;16,160;1010;6%;87;0.43%
2021;32;32,070;30;51%;49%;27,485;12.3%;24,872;1669;7%;143;0.45%
2021;33;49,645;29;51%;49%;41,105;14.9%;38,365;2354;6%;222;0.45%
2021;34;66,382;29;51%;49%;53,342;15.8%;50,866;3189;6%;345;0.52%
2021;35;74,742;30;50%;50%;58,446;16.4%;56,299;3265;6%;427;0.57%
2021;36;71,675;30;50%;50%;56,363;15.3%;53,945;3284;6%;445;0.62%
2021;37;61,468;31;51%;49%;49,169;15.4%;46,607;2776;6%;383;0.62%
2021;38;53,609;31;50%;50%;42,999;14.6%;40,693;2471;6%;350;0.65%
2021;39;56,491;32;50%;50%;46,281;12.8%;43,418;2542;6%;417;0.74%
2021;40;58,002;34;50%;50%;48,378;12.4%;44,488;2613;6%;482;0.83%
2021;41;65,352;34;49%;51%;54,101;10.6%;49,678;3055;6%;572;0.88%
