Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 25/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;898;43;53%;47%;834;8.2%;810;165;20%;12;1.34%
2020;11;6,427;45;56%;44%;5,755;5.3%;5,681;530;9%;84;1.31%
2020;12;22,394;45;55%;45%;20,107;3.8%;19,539;2,230;11%;474;2.12%
2020;13;33,969;48;49%;51%;30,779;3.3%;29,820;5,151;17%;1,461;4.30%
2020;14;36,047;51;45%;55%;31,994;5.5%;32,022;6,106;19%;2,261;6.27%
2020;15;27,143;52;43%;57%;23,592;8.5%;24,363;4,741;19%;1,877;6.92%
2020;16;17,331;51;45%;55%;14,858;11.5%;15,640;3,383;22%;1,216;7.02%
2020;17;12,355;50;45%;55%;10,264;13.9%;11,067;2,246;20%;724;5.86%
2020;18;7,438;48;48%;52%;6,237;17.4%;6,675;1,367;20%;388;5.22%
2020;19;6,238;47;48%;52%;5,244;19.5%;5,666;1,081;19%;257;4.12%
2020;20;4,763;45;50%;50%;3,943;23.0%;4,267;765;18%;163;3.42%
2020;21;3,600;44;50%;50%;2,829;26.3%;3,142;514;16%;112;3.11%
2020;22;3,205;42;52%;48%;2,584;24.0%;2,795;421;15%;65;2.03%
2020;23;2,351;39;51%;49%;1,841;23.3%;2,089;307;15%;45;1.91%
2020;24;2,343;37;53%;47%;1,771;25.6%;2,091;288;14%;33;1.41%
2020;25;4,126;36;59%;41%;2,943;25.2%;3,776;319;8%;41;0.99%
2020;26;3,216;37;55%;45%;2,338;23.9%;2,882;298;10%;23;0.72%
2020;27;2,688;36;52%;48%;2,061;26.6%;2,470;262;11%;26;0.97%
2020;28;2,427;36;56%;44%;1,918;23.8%;2,197;259;12%;25;1.03%
2020;29;3,021;36;52%;48%;2,362;22.8%;2,666;321;12%;30;0.99%
2020;30;3,928;36;52%;48%;3,169;27.1%;3,485;334;10%;33;0.84%
2020;31;4,829;36;50%;50%;3,770;25.2%;4,229;390;9%;35;0.72%
2020;32;6,055;34;54%;46%;4,570;30.2%;5,315;400;8%;31;0.51%
2020;33;7,951;32;53%;47%;5,854;33.3%;7,042;443;6%;31;0.39%
2020;34;9,597;32;55%;45%;7,187;34.6%;8,371;437;5%;31;0.32%
2020;35;8,823;32;53%;47%;6,861;30.5%;7,504;371;5%;18;0.20%
2020;36;8,619;33;54%;46%;6,654;26.9%;7,179;404;6%;36;0.42%
2020;37;9,766;35;52%;48%;7,619;20.2%;8,120;477;6%;68;0.70%
2020;38;12,289;36;51%;49%;9,760;18.5%;10,164;684;7%;81;0.66%
2020;39;13,059;37;52%;48%;10,383;18.2%;10,943;776;7%;109;0.83%
2020;40;15,921;38;52%;48%;12,634;17.3%;13,609;885;7%;121;0.76%
