Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 29/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;898;43;53%;47%;834;8.4%;812;164;20%;12;1.34%
2020;11;6,431;45;56%;44%;5,759;5.3%;5,685;530;9%;84;1.31%
2020;12;22,393;45;55%;45%;20,111;3.9%;19,541;2,235;11%;475;2.12%
2020;13;33,972;48;49%;51%;30,789;3.3%;29,829;5,153;17%;1,464;4.31%
2020;14;36,054;51;45%;55%;32,015;5.5%;32,032;6,112;19%;2,267;6.29%
2020;15;27,138;52;43%;57%;23,586;8.5%;24,363;4,741;19%;1,873;6.90%
2020;16;17,335;51;45%;55%;14,879;11.6%;15,650;3,385;22%;1,221;7.04%
2020;17;12,345;50;45%;55%;10,254;13.9%;11,067;2,248;20%;725;5.87%
2020;18;7,435;48;48%;52%;6,238;17.4%;6,675;1,367;20%;387;5.21%
2020;19;6,238;47;48%;52%;5,245;19.5%;5,670;1,081;19%;257;4.12%
2020;20;4,764;45;50%;50%;3,944;23.0%;4,271;764;18%;164;3.44%
2020;21;3,598;44;50%;50%;2,830;26.3%;3,140;514;16%;112;3.11%
2020;22;3,201;42;52%;48%;2,584;24.2%;2,797;420;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,853;23.8%;2,094;307;15%;45;1.91%
2020;24;2,341;37;53%;47%;1,778;25.9%;2,098;289;14%;33;1.41%
2020;25;4,191;36;59%;41%;2,952;25.3%;3,842;324;8%;41;0.98%
2020;26;3,153;37;55%;45%;2,340;23.9%;2,823;297;11%;23;0.73%
2020;27;2,687;36;52%;48%;2,061;26.6%;2,469;262;11%;26;0.97%
2020;28;2,427;36;56%;44%;1,910;23.7%;2,201;259;12%;25;1.03%
2020;29;3,021;36;52%;48%;2,370;22.9%;2,671;322;12%;30;0.99%
2020;30;3,926;36;52%;48%;3,172;27.2%;3,488;335;10%;33;0.84%
2020;31;4,830;36;50%;50%;3,784;25.2%;4,243;390;9%;36;0.75%
2020;32;6,057;34;54%;46%;4,578;30.2%;5,327;402;8%;32;0.53%
2020;33;7,951;32;53%;47%;5,857;33.3%;7,045;448;6%;31;0.39%
2020;34;9,598;32;55%;45%;7,199;34.6%;8,374;436;5%;31;0.32%
2020;35;8,823;32;53%;47%;6,861;30.5%;7,515;370;5%;18;0.20%
2020;36;8,619;33;54%;46%;6,662;26.9%;7,194;405;6%;36;0.42%
