Stand: 17.11.2021 07:44:02;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;800;160;20%;12;1.33%
2020;11;6,431;45;56%;44%;5,757;5.4%;5,590;525;9%;84;1.31%
2020;12;22,388;45;55%;45%;20,051;3.9%;19,157;2,231;12%;476;2.13%
2020;13;33,965;48;49%;51%;30,694;3.3%;29,284;5,145;18%;1,461;4.30%
2020;14;36,049;51;45%;55%;31,919;5.4%;31,577;6,101;19%;2,268;6.29%
2020;15;27,131;52;43%;57%;23,492;8.4%;24,044;4,734;20%;1,875;6.91%
2020;16;17,326;51;45%;55%;14,781;11.3%;15,384;3,385;22%;1,220;7.04%
2020;17;12,348;50;45%;55%;10,194;13.5%;10,816;2,239;21%;726;5.88%
2020;18;7,427;48;48%;52%;6,151;16.4%;6,581;1,361;21%;387;5.21%
2020;19;6,235;47;48%;52%;5,216;19.0%;5,585;1,081;19%;257;4.12%
2020;20;4,758;45;50%;50%;3,905;22.4%;4,160;761;18%;164;3.45%
2020;21;3,597;44;50%;50%;2,806;25.8%;3,101;513;17%;112;3.11%
2020;22;3,204;42;52%;48%;2,576;23.8%;2,752;421;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,857;23.8%;2,084;307;15%;45;1.91%
2020;24;2,342;37;53%;47%;1,790;25.7%;2,090;290;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,955;24.8%;3,831;324;8%;41;0.98%
2020;26;3,155;37;55%;45%;2,340;23.8%;2,816;297;11%;24;0.76%
2020;27;2,686;36;52%;48%;2,066;26.7%;2,454;263;11%;26;0.97%
2020;28;2,422;36;56%;44%;1,908;23.6%;2,174;258;12%;25;1.03%
2020;29;3,025;36;52%;48%;2,369;22.8%;2,641;321;12%;30;0.99%
2020;30;3,926;36;52%;48%;3,151;26.6%;3,425;335;10%;33;0.84%
2020;31;4,833;36;50%;50%;3,792;24.9%;4,222;386;9%;37;0.77%
2020;32;6,058;34;54%;46%;4,585;30.1%;5,295;404;8%;33;0.54%
2020;33;7,952;32;53%;47%;5,860;33.1%;6,947;446;6%;31;0.39%
2020;34;9,594;32;55%;45%;7,196;34.4%;8,261;438;5%;31;0.32%
