Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche, Altersgruppe und Angabe, dass eine Hospitalisierung vorlag für die Meldewochen KW 10 – 53/2020 und KW 01 - 24/2021;;;;;;;;
;;;;;;;;
;;;;;;;;
Stand: 22.06.2021 05:53:59;;;;;;;;
;;;;;;;;
;;0 - 4 Jährige;5 - 14 Jährige;15 - 34 Jährige;35 - 59 Jährige;60 - 79 Jährige;80+ Jährige;
Meldejahr;Meldewoche;A00..04;A05..14;A15..34;A35..59;A60..79;A80+;
2020;10;2;3;23;89;37;11;2020-KW10
2020;11;2;2;55;238;155;78;2020-KW11
2020;12;14;5;154;726;860;471;2020-KW12
2020;13;32;16;263;1360;2221;1259;2020-KW13
2020;14;27;17;313;1346;2484;1915;2020-KW14
2020;15;23;8;227;981;1764;1734;2020-KW15
2020;16;9;13;192;634;1276;1259;2020-KW16
2020;17;20;15;184;419;771;836;2020-KW17
2020;18;19;8;109;288;513;430;2020-KW18
2020;19;10;7;92;239;382;351;2020-KW19
2020;20;7;18;77;181;233;251;2020-KW20
2020;21;4;2;51;121;170;166;2020-KW21
2020;22;4;;38;123;139;117;2020-KW22
2020;23;3;5;39;94;91;76;2020-KW23
2020;24;10;5;48;83;70;72;2020-KW24
2020;25;5;3;50;117;81;62;2020-KW25
2020;26;3;7;46;105;79;57;2020-KW26
2020;27;3;4;55;92;55;53;2020-KW27
2020;28;7;6;36;98;80;32;2020-KW28
2020;29;9;5;61;107;91;48;2020-KW29
2020;30;10;8;54;112;105;45;2020-KW30
2020;31;2;5;50;148;108;77;2020-KW31
2020;32;4;3;68;148;113;64;2020-KW32
2020;33;11;13;76;151;114;76;2020-KW33
2020;34;9;11;95;172;105;45;2020-KW34
2020;35;6;8;69;149;100;39;2020-KW35
2020;36;4;8;75;144;121;50;2020-KW36
2020;37;12;12;54;161;140;96;2020-KW37
2020;38;8;10;79;237;210;139;2020-KW38
2020;39;9;7;110;241;256;153;2020-KW39
2020;40;15;9;117;280;290;174;2020-KW40
2020;41;21;17;212;495;507;355;2020-KW41
2020;42;24;25;271;678;785;561;2020-KW42
2020;43;51;32;443;1065;1420;1130;2020-KW43
2020;44;64;54;558;1512;2102;1692;2020-KW44
2020;45;66;61;607;1695;2396;2063;2020-KW45
2020;46;64;72;587;1736;2603;2519;2020-KW46
2020;47;53;58;614;1682;2873;2831;2020-KW47
2020;48;64;68;570;1708;2877;3082;2020-KW48
2020;49;59;59;604;1677;3179;3608;2020-KW49
2020;50;70;69;681;1984;3942;4549;2020-KW50
2020;51;79;91;718;2205;4401;5096;2020-KW51
2020;52;54;51;602;1864;3914;4587;2020-KW52
2020;53;74;51;614;1908;3824;4453;2020-KW53
2021;01;66;34;589;1828;3967;4674;2021-KW01
2021;02;61;51;539;1600;3401;4225;2021-KW02
2021;03;40;36;402;1458;3128;3674;2021-KW03
2021;04;35;31;402;1207;2748;2962;2021-KW04
2021;05;46;38;356;1136;2349;2525;2021-KW05
2021;06;42;23;299;974;1945;1893;2021-KW06
2021;07;36;22;308;1038;1982;1670;2021-KW07
2021;08;46;31;322;1080;1786;1491;2021-KW08
2021;09;49;30;323;1013;1601;1227;2021-KW09
2021;10;52;38;390;1307;1681;1244;2021-KW10
2021;11;81;70;458;1551;2079;1265;2021-KW11
2021;12;86;86;602;1895;2434;1487;2021-KW12
2021;13;92;88;602;1968;2572;1390;2021-KW13
2021;14;105;70;707;2244;2704;1388;2021-KW14
2021;15;90;84;740;2237;2896;1383;2021-KW15
2021;16;87;84;737;2366;2817;1335;2021-KW16
2021;17;70;92;606;1967;2364;1103;2021-KW17
2021;18;79;66;528;1577;1916;907;2021-KW18
2021;19;64;42;417;1141;1370;656;2021-KW19
2021;20;45;36;326;770;888;464;2021-KW20
2021;21;26;23;187;496;531;283;2021-KW21
2021;22;11;20;140;341;318;175;2021-KW22
2021;23;14;21;103;227;207;121;2021-KW23
2021;24;14;5;52;132;96;66;2021-KW24
