Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 21/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;836;8.1%;811;165;20%;12;1.33%
2020;11;6,425;45;56%;44%;5,763;5.3%;5,628;531;9%;84;1.31%
2020;12;22,404;45;55%;45%;20,154;3.9%;19,373;2,231;12%;473;2.11%
2020;13;33,972;48;49%;51%;30,825;3.3%;29,537;5,146;17%;1,459;4.29%
2020;14;36,044;51;45%;55%;32,029;5.6%;31,616;6,094;19%;2,260;6.27%
2020;15;27,157;52;43%;57%;23,613;8.5%;24,161;4,737;20%;1,878;6.92%
2020;16;17,338;51;45%;55%;14,877;11.5%;15,526;3,380;22%;1,216;7.01%
2020;17;12,359;50;45%;55%;10,282;14.0%;10,990;2,246;20%;725;5.87%
2020;18;7,439;48;48%;52%;6,263;17.5%;6,612;1,366;21%;387;5.20%
2020;19;6,239;47;48%;52%;5,254;19.6%;5,629;1,080;19%;257;4.12%
2020;20;4,763;45;50%;50%;3,947;23.0%;4,246;766;18%;164;3.44%
2020;21;3,598;44;50%;50%;2,840;26.6%;3,118;513;16%;112;3.11%
2020;22;3,204;42;52%;48%;2,585;24.3%;2,781;421;15%;65;2.03%
2020;23;2,351;39;51%;49%;1,843;23.3%;2,083;308;15%;45;1.91%
2020;24;2,339;37;53%;47%;1,768;25.6%;2,088;288;14%;33;1.41%
2020;25;4,122;36;59%;41%;2,942;25.2%;3,772;319;8%;41;0.99%
2020;26;3,211;37;55%;45%;2,334;23.8%;2,875;296;10%;23;0.72%
2020;27;2,689;36;52%;48%;2,066;26.6%;2,464;261;11%;26;0.97%
2020;28;2,426;35;56%;44%;1,933;24.0%;2,193;256;12%;25;1.03%
2020;29;3,018;36;52%;48%;2,363;22.9%;2,650;320;12%;30;0.99%
2020;30;3,927;36;52%;48%;3,174;27.2%;3,476;333;10%;33;0.84%
2020;31;4,828;36;50%;50%;3,770;25.2%;4,216;390;9%;32;0.66%
2020;32;6,056;34;54%;46%;4,570;30.2%;5,299;398;8%;31;0.51%
