Altersmedian/-mittelwert für Hospitalisierte, Patienten auf Intensivstation und Verstorbene von an das RKI übermittelten COVID-19-Fällen für die Meldewochen KW 10 – 53/2020 und KW 01 - 50/2021;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Stand: 22.12.2021 08:23:24;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Meldejahr;Meldewoche;Alle_Altersmedian;Hosp_Altersmedian;ITS_Altersmedian;Verstorben_Altersmedian;;;Meldejahr;Meldewoche;Fälle gesamt;Alle_MW_Alter;Hosp_MW_Alter;ITS_MW_Alter;Verst_MW_Alter
2020;10;45;51;70;79;;;2020;10;899;43;50;66;77
2020;11;47;58;67;80;;;2020;11;6,431;45;57;66;76
2020;12;47;64;69;80;;;2020;12;22,388;45;63;67;77
2020;13;49;69;70;80;;;2020;13;33,968;48;65;68;78
2020;14;52;72;71;83;;;2020;14;36,051;51;68;68;81
2020;15;52;74;71;83;;;2020;15;27,130;52;69;69;81
2020;16;52;75;71;83;;;2020;16;17,325;51;69;68;81
2020;17;50;75;71;84;;;2020;17;12,349;50;67;68;81
2020;18;48;72;70;82;;;2020;18;7,427;48;66;68;80
2020;19;46;71;71;82;;;2020;19;6,234;47;66;69;81
2020;20;44;71;74;84;;;2020;20;4,757;45;64;70;81
2020;21;41;69;72;84;;;2020;21;3,598;44;65;72;81
2020;22;40;67;70;80;;;2020;22;3,205;42;63;65;78
2020;23;36;63;60;80;;;2020;23;2,353;39;59;58;77
2020;24;34;59;62;83;;;2020;24;2,342;37;56;60;77
2020;25;36;54;63;76;;;2020;25;4,190;36;56;65;75
2020;26;36;57;66;79;;;2020;26;3,154;37;56;63;76
2020;27;35;53;66;78;;;2020;27;2,686;36;54;63;72
2020;28;34;54;63;79;;;2020;28;2,421;36;53;60;75
2020;29;34;53;64;81;;;2020;29;3,025;36;53;63;77
2020;30;35;56;64;79;;;2020;30;3,927;36;54;60;77
2020;31;34;58;59;83;;;2020;31;4,833;36;57;60;79
2020;32;32;56;72;85;;;2020;32;6,056;34;54;68;81
2020;33;30;56;63;83;;;2020;33;7,952;32;54;61;81
2020;34;29;51;63;75;;;2020;34;9,596;32;50;62;70
2020;35;29;52;57;77;;;2020;35;8,827;32;51;58;74
2020;36;30;55;64;79;;;2020;36;8,612;33;53;63;75
2020;37;32;60;71;81;;;2020;37;9,759;35;57;65;79
2020;38;33;60;61;81;;;2020;38;12,290;36;59;60;79
2020;39;34;61;69;83;;;2020;39;13,064;37;59;65;80
2020;40;35;61;70;82;;;2020;40;15,925;38;58;67;78
2020;41;37;62;69;82;;;2020;41;26,119;39;59;67;80
2020;42;37;64;68;83;;;2020;42;42,060;39;61;66;81
2020;43;39;67;72;83;;;2020;43;74,864;40;63;68;81
2020;44;40;68;71;83;;;2020;44;111,009;41;63;68;80
2020;45;40;70;73;83;;;2020;45;125,728;41;64;69;81
2020;46;41;72;73;84;;;2020;46;127,796;42;66;70;82
2020;47;42;73;72;84;;;2020;47;128,373;43;67;69;82
2020;48;43;73;71;84;;;2020;48;123,157;44;67;69;82
2020;49;44;75;73;84;;;2020;49;128,361;45;69;70;82
2020;50;45;76;73;84;;;2020;50;156,291;46;69;70;82
2020;51;47;76;74;84;;;2020;51;174,710;46;69;71;82
2020;52;48;77;73;84;;;2020;52;138,937;48;70;71;82
2020;53;49;76;73;84;;;2020;53;123,050;49;70;70;82
2021;1;48;76;73;84;;;2021;1;145,436;48;70;71;82
2021;2;48;77;75;84;;;2021;2;118,873;48;70;72;83
2021;3;49;76;74;84;;;2021;3;95,511;48;70;72;82
2021;4;48;76;74;83;;;2021;4;78,124;48;70;70;82
2021;5;47;75;73;84;;;2021;5;64,553;46;69;70;81
2021;6;45;74;73;82;;;2021;6;50,802;45;68;70;80
2021;7;44;73;73;82;;;2021;7;52,384;44;67;69;80
2021;8;42;70;70;82;;;2021;8;56,341;42;66;67;79
2021;9;40;69;67;81;;;2021;9;58,369;40;64;65;78
2021;10;39;67;67;80;;;2021;10;71,321;39;63;65;77
2021;11;38;65;66;79;;;2021;11;92,579;39;62;65;76
2021;12;38;65;67;79;;;2021;12;116,267;38;61;64;76
2021;13;39;64;67;78;;;2021;13;110,101;39;61;64;76
2021;14;39;63;66;78;;;2021;14;118,270;39;60;64;75
2021;15;37;64;66;78;;;2021;15;142,052;38;60;64;75
2021;16;37;62;66;77;;;2021;16;144,737;37;60;63;74
2021;17;37;62;65;78;;;2021;17;124,785;37;59;63;75
2021;18;37;62;66;78;;;2021;18;100,976;37;59;64;75
2021;19;36;62;64;78;;;2021;19;70,795;37;59;62;75
2021;20;35;61;65;79;;;2021;20;52,683;36;58;63;76
2021;21;34;60;65;78;;;2021;21;29,881;35;58;61;76
2021;22;33;59;63;79;;;2021;22;20,681;34;57;63;75
2021;23;31;57;61;79;;;2021;23;14,036;33;55;59;74
2021;24;30;55;58;76;;;2021;24;7,273;32;53;57;72
2021;25;30;53;61;72;;;2021;25;4,827;32;51;58;73
2021;26;29;54;61;76;;;2021;26;4,358;32;51;62;73
2021;27;28;53;59;80;;;2021;27;5,574;32;52;59;75
2021;28;27;47;54;79;;;2021;28;9,100;30;49;54;75
2021;29;27;48;56;74;;;2021;29;12,624;30;48;57;72
2021;30;28;50;58;75;;;2021;30;15,504;31;49;57;72
