Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche, Altersgruppe und Angabe, dass eine Hospitalisierung vorlag für die Meldewochen KW 10 – 53/2020,  KW 01 – 52/2021 und KW 01 - 14/2022;;;;;;;
;;;;;;;
Stand: 06.04.2022 07:14:13;;;;;;;
;;;;;;;
;;;;;;;
;;Fälle 0 - 4-Jährige;Fälle 5 - 14-Jährige;Fälle 15 - 34-Jährige;Fälle 35 - 59-Jährige;Fälle 60 - 79-Jährige;Fälle 80+ -Jährige
Meldejahr;Meldewoche;Fälle A00..04;Fälle A05..14;Fälle A15..34;Fälle A35..59;Fälle A60..79;Fälle A80+
2020;10;2;3;23;84;37;11
2020;11;2;2;54;237;152;77
2020;12;14;6;152;724;861;472
2020;13;33;16;260;1359;2218;1258
2020;14;27;17;305;1348;2484;1924
2020;15;22;8;226;984;1761;1731
2020;16;9;12;192;636;1280;1251
2020;17;20;15;183;418;768;832
2020;18;19;8;107;287;513;429
2020;19;10;7;91;241;383;350
2020;20;7;18;74;180;231;248
2020;21;4;2;50;120;170;166
2020;22;4;;38;124;138;118
2020;23;3;5;40;94;90;75
2020;24;11;5;48;83;70;73
2020;25;5;3;52;121;81;62
2020;26;3;7;46;103;79;57
2020;27;3;4;54;93;57;52
2020;28;7;6;36;97;79;32
2020;29;9;5;61;106;92;49
2020;30;10;8;54;112;105;46
2020;31;2;5;50;147;107;76
2020;32;4;3;70;148;114;66
2020;33;11;13;75;151;116;78
2020;34;9;11;95;171;107;45
2020;35;6;8;67;151;101;40
2020;36;4;7;76;147;122;50
2020;37;12;12;50;162;141;98
2020;38;8;11;81;238;211;136
2020;39;9;7;111;242;260;154
2020;40;15;10;118;283;288;176
2020;41;21;17;205;497;515;361
2020;42;24;26;275;685;788;558
2020;43;50;30;433;1074;1432;1143
2020;44;63;52;556;1519;2111;1696
2020;45;65;58;603;1706;2417;2068
2020;46;66;70;583;1744;2629;2519
2020;47;54;60;611;1699;2901;2847
2020;48;60;67;573;1723;2876;3096
2020;49;58;62;610;1690;3204;3628
2020;50;69;67;681;1986;3977;4563
2020;51;77;84;721;2209;4429;5136
2020;52;52;50;585;1869;3936;4610
2020;53;73;51;614;1929;3876;4498
2021;1;68;34;596;1846;4009;4705
2021;2;60;47;533;1615;3459;4266
2021;3;41;35;414;1510;3194;3734
2021;4;34;34;408;1261;2816;3021
2021;5;45;36;358;1153;2380;2544
2021;6;42;25;308;987;1972;1906
2021;7;37;23;311;1064;2012;1707
2021;8;48;30;327;1121;1823;1505
2021;9;53;28;354;1068;1674;1270
2021;10;52;37;411;1375;1747;1297
2021;11;85;71;493;1648;2183;1319
2021;12;94;91;626;1997;2552;1541
2021;13;95;87;627;2072;2649;1428
2021;14;112;71;756;2382;2854;1439
2021;15;93;85;768;2396;3048;1459
2021;16;96;89;806;2571;3031;1428
2021;17;79;103;659;2186;2567;1182
2021;18;81;69;567;1749;2095;965
2021;19;67;44;459;1274;1509;712
2021;20;49;42;360;864;972;507
2021;21;28;25;213;570;580;303
2021;22;13;23;156;397;349;203
2021;23;19;22;125;277;241;128
2021;24;16;7;86;203;135;79
2021;25;12;7;88;117;88;50
2021;26;6;10;65;111;89;37
2021;27;6;6;76;130;91;54
2021;28;11;3;101;159;91;48
2021;29;16;7;164;209;125;65
2021;30;20;21;174;297;176;98
2021;31;22;22;258;386;195;128
2021;32;57;39;380;678;341;174
2021;33;75;60;535;985;454;245
2021;34;86;76;651;1349;650;377
2021;35;78;71;623;1294;724;475
2021;36;96;84;581;1179;793;553
2021;37;79;56;468;984;659;530
2021;38;71;55;392;822;663;467
2021;39;67;54;383;799;654;585
2021;40;50;47;304;781;777;653
2021;41;47;54;381;859;937;778
2021;42;83;58;507;1201;1506;1371
2021;43;87;73;544;1542;1864;1789
2021;44;95;107;576;1690;2254;2272
2021;45;106;152;700;2106;3005;2658
2021;46;142;219;777;2490;3512;3153
2021;47;148;187;783;2657;3858;3251
2021;48;158;214;795;2636;3715;2970
2021;49;143;182;780;2360;3449;2739
2021;50;130;153;675;1847;2816;2224
2021;51;104;112;494;1364;1871;1472
2021;52;110;67;624;1366;1736;1323
2022;1;167;116;894;1274;1522;1194
2022;2;237;196;918;1349;1250;1071
2022;3;321;313;1247;1671;1608;1474
2022;4;375;398;1343;1893;1977;1926
2022;5;389;418;1437;2076;2609;2646
2022;6;384;371;1322;2074;2672;3029
2022;7;401;319;1181;1931;2811;3259
2022;8;362;258;1080;1778;2791;3181
2022;9;359;232;1077;1675;2637;3047
2022;10;426;260;1191;1747;2985;3662
2022;11;426;291;1071;1785;3284;3843
2022;12;357;208;1020;1658;3007;3497
2022;13;300;173;731;1230;2216;2578
2022;14;57;47;160;254;461;568
