Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 23/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;836;8.1%;811;165;20%;12;1.33%
2020;11;6,427;45;56%;44%;5,754;5.3%;5,677;531;9%;84;1.31%
2020;12;22,398;45;55%;45%;20,124;3.8%;19,506;2,230;11%;473;2.11%
2020;13;33,973;48;49%;51%;30,792;3.3%;29,779;5,151;17%;1,459;4.29%
2020;14;36,047;51;45%;55%;32,003;5.5%;31,932;6,100;19%;2,260;6.27%
2020;15;27,153;52;43%;57%;23,604;8.5%;24,334;4,739;19%;1,877;6.91%
2020;16;17,334;51;45%;55%;14,865;11.5%;15,618;3,382;22%;1,216;7.02%
2020;17;12,356;50;45%;55%;10,261;13.9%;11,044;2,245;20%;723;5.85%
2020;18;7,438;48;48%;52%;6,240;17.4%;6,672;1,367;20%;387;5.20%
2020;19;6,239;47;48%;52%;5,244;19.5%;5,664;1,082;19%;257;4.12%
2020;20;4,763;45;50%;50%;3,943;23.0%;4,265;766;18%;163;3.42%
2020;21;3,598;44;50%;50%;2,828;26.4%;3,138;513;16%;112;3.11%
2020;22;3,204;42;52%;48%;2,580;24.1%;2,794;421;15%;65;2.03%
2020;23;2,352;39;51%;49%;1,841;23.3%;2,088;308;15%;45;1.91%
2020;24;2,344;37;53%;47%;1,770;25.5%;2,093;288;14%;33;1.41%
2020;25;4,122;36;59%;41%;2,942;25.2%;3,774;319;8%;41;0.99%
2020;26;3,214;37;55%;45%;2,335;23.8%;2,879;298;10%;23;0.72%
2020;27;2,689;36;52%;48%;2,061;26.6%;2,469;262;11%;26;0.97%
2020;28;2,426;35;56%;44%;1,920;23.9%;2,196;258;12%;25;1.03%
2020;29;3,020;36;52%;48%;2,359;22.8%;2,654;320;12%;30;0.99%
2020;30;3,926;36;52%;48%;3,169;27.1%;3,478;333;10%;33;0.84%
2020;31;4,827;36;50%;50%;3,770;25.2%;4,225;390;9%;34;0.70%
2020;32;6,057;34;54%;46%;4,568;30.2%;5,307;400;8%;31;0.51%
2020;33;7,949;32;53%;47%;5,845;33.2%;7,013;440;6%;30;0.38%
2020;34;9,598;32;55%;45%;7,197;34.6%;8,334;437;5%;30;0.31%
2020;35;8,820;32;53%;47%;6,863;30.6%;7,460;368;5%;18;0.20%
2020;36;8,622;33;54%;46%;6,617;27.1%;7,129;402;6%;36;0.42%
2020;37;9,767;35;52%;48%;7,614;20.3%;8,082;475;6%;66;0.68%
2020;38;12,290;36;51%;49%;9,759;18.6%;10,125;681;7%;80;0.65%
2020;39;13,060;37;52%;48%;10,377;18.2%;10,921;776;7%;108;0.83%
2020;40;15,924;38;52%;48%;12,616;17.4%;13,572;884;7%;121;0.76%
2020;41;26,119;39;51%;49%;20,127;16.5%;21,651;1608;7%;243;0.93%
2020;42;42,062;39;51%;49%;31,046;16.0%;34,013;2344;7%;462;1.10%
2020;43;74,826;40;50%;50%;52,675;15.4%;58,454;4150;7%;1000;1.34%
2020;44;111,040;41;50%;50%;75,989;15.5%;84,697;5988;7%;1610;1.45%
2020;45;125,773;41;49%;51%;85,930;15.2%;93,887;6869;7%;1874;1.49%
2020;46;127,783;42;48%;52%;86,623;14.8%;95,699;7557;8%;2497;1.95%
2020;47;128,392;43;47%;53%;87,183;14.7%;95,345;8091;8%;3179;2.48%
2020;48;123,234;44;47%;53%;83,189;15.4%;91,303;8348;9%;3552;2.88%
2020;49;128,461;45;46%;54%;88,278;14.2%;95,852;9174;10%;4411;3.43%
2020;50;156,387;46;45%;55%;108,847;14.6%;116,462;11262;10%;5683;3.63%
2020;51;174,809;46;45%;55%;120,084;14.5%;128,642;12528;10%;6354;3.63%
2020;52;139,057;48;44%;56%;93,439;15.9%;102,111;11071;11%;5641;4.06%
2020;53;123,110;49;44%;56%;85,596;13.5%;92,133;10930;12%;5625;4.57%
2021;1;145,541;48;45%;55%;104,029;13.1%;109,796;11114;10%;5629;3.87%
2021;2;119,037;48;45%;55%;83,650;15.8%;90,340;9840;11%;5000;4.20%
2021;3;95,593;48;46%;54%;68,473;15.6%;74,393;8694;12%;3993;4.18%
2021;4;78,171;48;46%;54%;56,419;16.0%;62,385;7356;12%;3040;3.89%
2021;5;64,609;46;47%;53%;48,309;16.0%;53,355;6419;12%;2199;3.40%
