Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 32/2021;;;;;;;;;;;;
Stand: 17.08.2021 08:32:37;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;898;43;53%;47%;834;8.4%;810;162;20%;12;1.34%
2020;11;6,431;45;56%;44%;5,757;5.4%;5,679;530;9%;84;1.31%
2020;12;22,393;45;55%;45%;20,092;3.9%;19,487;2,236;11%;476;2.13%
2020;13;33,969;48;50%;50%;30,758;3.3%;29,746;5,154;17%;1,463;4.31%
2020;14;36,052;51;45%;55%;32,000;5.5%;32,013;6,116;19%;2,267;6.29%
2020;15;27,136;52;43%;57%;23,563;8.4%;24,360;4,752;20%;1,875;6.91%
2020;16;17,334;51;45%;55%;14,838;11.5%;15,635;3,389;22%;1,220;7.04%
2020;17;12,346;50;45%;55%;10,244;13.9%;11,053;2,248;20%;725;5.87%
2020;18;7,434;48;48%;52%;6,174;16.6%;6,667;1,367;21%;387;5.21%
2020;19;6,237;47;48%;52%;5,241;19.4%;5,666;1,081;19%;257;4.12%
2020;20;4,764;45;50%;50%;3,946;23.1%;4,271;764;18%;164;3.44%
2020;21;3,598;44;50%;50%;2,832;26.4%;3,141;515;16%;112;3.11%
2020;22;3,204;42;52%;48%;2,593;24.3%;2,799;421;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,860;24.0%;2,095;307;15%;45;1.91%
2020;24;2,341;37;53%;47%;1,793;25.9%;2,099;289;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,966;25.1%;3,846;324;8%;41;0.98%
2020;26;3,153;37;55%;45%;2,342;23.8%;2,823;297;11%;23;0.73%
2020;27;2,688;36;52%;48%;2,067;26.7%;2,469;263;11%;26;0.97%
2020;28;2,427;36;56%;44%;1,916;23.9%;2,200;259;12%;25;1.03%
2020;29;3,022;36;52%;48%;2,376;23.0%;2,669;322;12%;30;0.99%
2020;30;3,926;36;52%;48%;3,168;27.1%;3,481;335;10%;33;0.84%
2020;31;4,831;36;50%;50%;3,788;25.1%;4,236;390;9%;36;0.75%
2020;32;6,058;34;54%;46%;4,581;30.1%;5,315;404;8%;32;0.53%
2020;33;7,951;32;53%;47%;5,871;33.2%;7,029;448;6%;31;0.39%
2020;34;9,600;32;55%;45%;7,209;34.6%;8,365;438;5%;31;0.32%
2020;35;8,821;32;53%;47%;6,865;30.5%;7,497;373;5%;18;0.20%
2020;36;8,617;33;54%;46%;6,682;26.9%;7,192;409;6%;36;0.42%
2020;37;9,763;35;52%;48%;7,692;20.2%;8,168;483;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,923;18.1%;10,326;689;7%;81;0.66%
2020;39;13,062;37;52%;48%;10,484;18.1%;11,022;780;7%;109;0.83%
2020;40;15,924;38;52%;48%;12,687;17.3%;13,642;891;7%;122;0.77%
2020;41;26,111;39;51%;49%;20,157;16.3%;21,712;1614;7%;245;0.94%
2020;42;42,064;39;51%;49%;31,167;15.8%;34,234;2358;7%;464;1.10%
2020;43;74,871;40;50%;50%;52,957;15.2%;58,955;4187;7%;1010;1.35%
2020;44;111,027;41;50%;50%;76,545;15.4%;85,362;6013;7%;1619;1.46%
2020;45;125,764;41;49%;51%;86,821;15.1%;95,234;6933;7%;1887;1.50%
2020;46;127,793;42;48%;52%;87,379;14.7%;97,421;7632;8%;2519;1.97%
2020;47;128,378;43;47%;53%;88,202;14.7%;97,370;8157;8%;3203;2.49%
2020;48;123,214;44;47%;53%;84,238;15.4%;93,129;8409;9%;3576;2.90%
2020;49;128,395;45;46%;54%;89,159;14.2%;97,313;9228;9%;4448;3.46%
2020;50;156,307;46;45%;55%;109,802;14.6%;118,522;11354;10%;5729;3.67%
2020;51;174,728;46;45%;55%;121,798;14.5%;131,339;12655;10%;6410;3.67%
2020;52;138,992;48;44%;56%;94,842;15.8%;104,071;11164;11%;5675;4.08%
2020;53;123,083;49;44%;56%;87,137;13.4%;94,760;11078;12%;5670;4.61%
2021;1;145,464;48;45%;55%;105,867;13.2%;112,559;11277;10%;5677;3.90%
2021;2;118,932;48;45%;55%;85,552;15.9%;92,372;9990;11%;5031;4.23%
2021;3;95,530;48;46%;54%;70,669;16.1%;76,692;8904;12%;4034;4.22%
2021;4;78,114;48;46%;54%;58,481;16.1%;64,621;7583;12%;3054;3.91%
2021;5;64,567;46;47%;53%;49,452;16.2%;54,259;6517;12%;2227;3.45%
2021;6;50,802;45;48%;52%;39,865;16.5%;43,096;5244;12%;1669;3.29%
2021;7;52,405;44;49%;51%;41,585;16.3%;44,676;5170;12%;1465;2.80%
2021;8;56,358;42;50%;50%;44,744;16.1%;47,832;4855;10%;1204;2.14%
2021;9;58,369;40;51%;49%;47,007;16.0%;49,602;4440;9%;1041;1.78%
2021;10;71,306;39;50%;50%;57,477;16.1%;59,765;4920;8%;1085;1.52%
2021;11;92,594;39;50%;50%;74,132;15.6%;77,058;5784;8%;1260;1.36%
2021;12;116,273;38;51%;49%;91,528;16.2%;96,610;6891;7%;1496;1.29%
2021;13;110,099;39;51%;49%;86,073;15.7%;90,971;6932;8%;1556;1.41%
2021;14;118,249;39;51%;49%;93,572;14.1%;97,525;7571;8%;1550;1.31%
2021;15;142,021;38;51%;49%;110,781;16.2%;117,244;7823;7%;1598;1.13%
2021;16;144,751;37;52%;48%;113,034;17.4%;119,875;8000;7%;1577;1.09%
2021;17;124,839;37;52%;48%;98,101;17.5%;103,373;6718;6%;1264;1.01%
2021;18;101,009;37;51%;49%;80,555;17.0%;84,540;5491;6%;971;0.96%
2021;19;70,850;37;51%;49%;56,818;17.5%;60,146;4036;7%;644;0.91%
2021;20;52,747;36;51%;49%;42,176;18.0%;44,735;2769;6%;425;0.81%
2021;21;29,894;35;52%;48%;24,100;18.8%;25,713;1708;7%;252;0.84%
