;;;;;;;;;;;;
Stand: 03.11.2021 07:43:37;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;800;160;20%;12;1.33%
2020;11;6,432;45;56%;44%;5,758;5.4%;5,594;525;9%;84;1.31%
2020;12;22,389;45;55%;45%;20,052;3.9%;19,163;2,231;12%;476;2.13%
2020;13;33,964;48;49%;51%;30,692;3.3%;29,288;5,143;18%;1,461;4.30%
2020;14;36,052;51;45%;55%;31,920;5.4%;31,582;6,099;19%;2,268;6.29%
2020;15;27,130;52;43%;57%;23,491;8.4%;24,043;4,734;20%;1,875;6.91%
2020;16;17,326;51;45%;55%;14,781;11.3%;15,383;3,385;22%;1,220;7.04%
2020;17;12,349;50;45%;55%;10,193;13.5%;10,818;2,239;21%;726;5.88%
2020;18;7,427;48;48%;52%;6,151;16.4%;6,582;1,361;21%;387;5.21%
2020;19;6,235;47;48%;52%;5,216;19.0%;5,586;1,081;19%;257;4.12%
2020;20;4,759;45;50%;50%;3,905;22.4%;4,160;761;18%;164;3.45%
2020;21;3,597;44;50%;50%;2,806;25.8%;3,102;513;17%;112;3.11%
2020;22;3,204;42;52%;48%;2,577;23.8%;2,753;422;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,857;23.8%;2,084;307;15%;45;1.91%
2020;24;2,341;37;53%;47%;1,789;25.7%;2,089;290;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,955;24.8%;3,830;324;8%;41;0.98%
2020;26;3,155;37;55%;45%;2,340;23.8%;2,816;297;11%;24;0.76%
2020;27;2,686;36;52%;48%;2,066;26.7%;2,454;263;11%;26;0.97%
2020;28;2,422;36;56%;44%;1,908;23.6%;2,174;258;12%;25;1.03%
2020;29;3,025;36;52%;48%;2,369;22.8%;2,641;321;12%;30;0.99%
2020;30;3,924;36;52%;48%;3,152;26.6%;3,423;335;10%;33;0.84%
2020;31;4,832;36;50%;50%;3,792;24.9%;4,221;386;9%;37;0.77%
2020;32;6,059;34;54%;46%;4,586;30.1%;5,296;405;8%;33;0.54%
2020;33;7,953;32;53%;47%;5,861;33.1%;6,948;446;6%;31;0.39%
2020;34;9,595;32;55%;45%;7,197;34.4%;8,264;438;5%;31;0.32%
2020;35;8,827;32;53%;47%;6,855;30.4%;7,387;374;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,666;26.6%;7,089;407;6%;36;0.42%
2020;37;9,759;35;52%;48%;7,682;20.0%;8,003;476;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,935;18.1%;10,205;684;7%;82;0.67%
2020;39;13,062;37;52%;48%;10,483;18.0%;10,904;781;7%;110;0.84%
2020;40;15,924;38;52%;48%;12,717;17.2%;13,546;892;7%;122;0.77%
2020;41;26,110;39;51%;49%;20,222;16.1%;21,611;1621;8%;245;0.94%
2020;42;42,062;39;51%;49%;31,307;15.7%;34,131;2360;7%;463;1.10%
2020;43;74,873;40;50%;50%;53,172;15.1%;58,798;4190;7%;1011;1.35%
2020;44;111,022;41;50%;50%;76,794;15.4%;84,888;6011;7%;1618;1.46%
2020;45;125,726;41;49%;51%;87,121;15.0%;94,447;6919;7%;1891;1.50%
2020;46;127,782;42;48%;52%;87,679;14.7%;96,844;7617;8%;2520;1.97%
2020;47;128,358;43;47%;53%;88,534;14.7%;96,825;8159;8%;3205;2.50%
2020;48;123,158;44;47%;53%;84,535;15.4%;92,575;8406;9%;3575;2.90%
2020;49;128,359;45;46%;54%;89,730;14.1%;96,771;9254;10%;4455;3.47%
2020;50;156,292;46;45%;55%;110,432;14.5%;117,747;11359;10%;5734;3.67%
2020;51;174,700;46;45%;55%;122,310;14.4%;130,389;12644;10%;6422;3.68%
2020;52;138,950;48;44%;56%;95,458;15.8%;103,545;11118;11%;5687;4.09%
2020;53;123,069;49;44%;56%;87,433;13.4%;93,741;11058;12%;5681;4.62%
2021;1;145,439;48;45%;55%;106,489;13.1%;111,879;11249;10%;5695;3.92%
2021;2;118,887;48;45%;55%;85,989;15.9%;91,828;9966;11%;5057;4.25%
2021;3;95,519;48;46%;54%;71,001;16.0%;76,203;8924;12%;4054;4.24%
2021;4;78,123;48;46%;54%;58,776;16.1%;64,267;7572;12%;3063;3.92%
2021;5;64,552;46;47%;53%;49,702;16.3%;53,571;6489;12%;2236;3.46%
2021;6;50,802;45;48%;52%;40,031;16.6%;42,516;5225;12%;1673;3.29%
2021;7;52,382;44;49%;51%;41,708;16.3%;44,108;5153;12%;1467;2.80%
2021;8;56,347;42;50%;50%;44,914;16.1%;47,313;4849;10%;1209;2.15%
2021;9;58,371;40;51%;49%;47,196;16.0%;48,929;4441;9%;1044;1.79%
2021;10;71,309;39;50%;50%;57,738;16.1%;58,957;4920;8%;1089;1.53%
2021;11;92,581;39;50%;50%;74,450;15.6%;75,980;5797;8%;1274;1.38%
2021;12;116,267;38;51%;49%;91,777;16.2%;95,079;6893;7%;1511;1.30%
2021;13;110,096;39;51%;49%;86,334;15.7%;89,586;6943;8%;1571;1.43%
2021;14;118,267;39;51%;49%;94,278;14.1%;96,001;7602;8%;1569;1.33%
2021;15;142,060;38;51%;49%;111,796;16.1%;115,584;7846;7%;1612;1.13%
2021;16;144,758;37;52%;48%;113,713;17.3%;117,951;8010;7%;1599;1.10%
2021;17;124,791;37;52%;48%;99,033;17.5%;101,323;6762;7%;1284;1.03%
2021;18;100,982;37;51%;49%;81,439;17.1%;82,948;5519;7%;995;0.99%
2021;19;70,819;37;51%;49%;57,052;17.5%;58,250;4058;7%;658;0.93%
2021;20;52,697;36;51%;49%;42,492;18.0%;43,610;2790;6%;436;0.83%
2021;21;29,870;35;52%;48%;24,270;18.7%;24,963;1718;7%;257;0.86%
2021;22;20,673;34;51%;49%;16,638;20.0%;17,277;1143;7%;139;0.67%
2021;23;14,029;33;51%;49%;11,343;22.2%;12,008;811;7%;66;0.47%
2021;24;7,266;32;52%;48%;5,846;22.6%;6,228;524;8%;44;0.61%
2021;25;4,817;32;54%;46%;3,939;21.4%;4,121;360;9%;30;0.62%
2021;26;4,354;32;53%;47%;3,661;17.2%;3,753;317;8%;23;0.53%
2021;27;5,568;32;53%;47%;4,778;13.2%;4,737;362;8%;24;0.43%
2021;28;9,092;30;54%;46%;7,959;12.5%;7,696;412;5%;29;0.32%
2021;29;12,626;30;52%;48%;11,114;12.1%;10,399;585;6%;37;0.29%
2021;30;15,491;31;52%;48%;13,630;12.1%;12,606;782;6%;66;0.43%
2021;31;20,396;30;52%;48%;17,704;12.6%;15,998;1011;6%;84;0.41%
