Stand: 02.03.2022 07:18:05;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;796;160;20%;12;1.33%
2020;11;6,433;45;56%;44%;5,756;5.4%;5,537;524;9%;84;1.31%
2020;12;22,387;45;55%;45%;20,044;3.9%;18,966;2,229;12%;476;2.13%
2020;13;33,967;48;49%;51%;30,693;3.3%;29,033;5,145;18%;1,462;4.30%
2020;14;36,049;51;45%;55%;31,908;5.4%;31,307;6,103;19%;2,267;6.29%
2020;15;27,126;52;43%;57%;23,477;8.4%;23,889;4,733;20%;1,877;6.92%
2020;16;17,327;51;45%;55%;14,777;11.3%;15,298;3,379;22%;1,220;7.04%
2020;17;12,349;50;45%;55%;10,191;13.5%;10,759;2,236;21%;726;5.88%
2020;18;7,431;48;48%;52%;6,148;16.4%;6,521;1,361;21%;387;5.21%
2020;19;6,232;47;48%;52%;5,212;19.0%;5,550;1,080;19%;257;4.12%
2020;20;4,758;45;50%;50%;3,905;22.4%;4,142;758;18%;164;3.45%
2020;21;3,600;44;50%;50%;2,807;25.8%;3,084;512;17%;112;3.11%
2020;22;3,206;42;51%;49%;2,578;23.9%;2,730;421;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,859;23.8%;2,078;307;15%;45;1.91%
2020;24;2,344;37;53%;47%;1,790;25.6%;2,088;290;14%;33;1.41%
2020;25;4,187;36;59%;41%;2,952;24.8%;3,821;324;8%;41;0.98%
2020;26;3,159;37;55%;45%;2,346;23.7%;2,812;297;11%;24;0.76%
2020;27;2,688;36;52%;48%;2,067;26.7%;2,433;263;11%;26;0.97%
2020;28;2,421;36;56%;44%;1,906;23.6%;2,157;257;12%;25;1.03%
2020;29;3,034;36;52%;48%;2,369;22.8%;2,626;322;12%;30;0.99%
2020;30;3,932;36;52%;48%;3,154;26.5%;3,416;335;10%;33;0.84%
2020;31;4,834;36;50%;50%;3,794;24.9%;4,206;386;9%;37;0.77%
2020;32;6,062;34;54%;46%;4,584;30.1%;5,289;404;8%;33;0.54%
2020;33;7,952;32;53%;47%;5,860;33.1%;6,930;446;6%;31;0.39%
2020;34;9,595;32;55%;45%;7,194;34.4%;8,222;438;5%;31;0.32%
2020;35;8,833;32;53%;47%;6,862;30.4%;7,340;373;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,664;26.6%;7,027;407;6%;36;0.42%
2020;37;9,761;35;52%;48%;7,683;20.0%;7,925;476;6%;68;0.70%
2020;38;12,288;36;51%;49%;9,938;18.1%;10,113;686;7%;82;0.67%
2020;39;13,067;37;52%;48%;10,482;17.9%;10,834;782;7%;110;0.84%
2020;40;15,927;38;52%;48%;12,718;17.1%;13,435;891;7%;122;0.77%
2020;41;26,122;39;51%;49%;20,232;16.1%;21,477;1625;8%;246;0.94%
2020;42;42,059;39;51%;49%;31,329;15.7%;33,909;2364;7%;463;1.10%
2020;43;74,866;40;50%;50%;53,260;15.1%;58,378;4180;7%;1015;1.36%
2020;44;110,998;41;50%;50%;76,980;15.3%;84,574;6008;7%;1620;1.46%
2020;45;125,722;41;49%;51%;87,217;15.0%;94,223;6924;7%;1897;1.51%
2020;46;127,799;42;48%;52%;87,648;14.7%;96,566;7627;8%;2530;1.98%
2020;47;128,391;43;47%;53%;88,568;14.7%;96,546;8173;8%;3216;2.50%
2020;48;123,145;44;47%;53%;84,491;15.4%;92,354;8397;9%;3585;2.91%
2020;49;128,359;45;46%;54%;89,677;14.1%;96,505;9258;10%;4465;3.48%
2020;50;156,297;46;45%;55%;110,406;14.5%;117,448;11347;10%;5741;3.67%
2020;51;174,684;46;45%;55%;122,342;14.4%;130,083;12649;10%;6432;3.68%
2020;52;138,927;48;44%;56%;95,511;15.8%;103,251;11113;11%;5697;4.10%
2020;53;123,086;49;44%;56%;87,506;13.4%;93,508;11054;12%;5702;4.63%
2021;1;145,483;48;45%;55%;106,578;13.1%;111,599;11253;10%;5714;3.93%
2021;2;118,907;48;45%;55%;86,012;15.9%;91,599;9977;11%;5075;4.27%
2021;3;95,545;48;46%;54%;71,003;16.0%;75,949;8926;12%;4080;4.27%
2021;4;78,178;48;46%;54%;58,802;16.1%;64,050;7571;12%;3078;3.94%
2021;5;64,582;46;47%;53%;49,679;16.2%;53,423;6506;12%;2243;3.47%
2021;6;50,817;45;48%;52%;40,048;16.6%;42,431;5236;12%;1676;3.30%
2021;7;52,424;44;49%;51%;41,724;16.3%;43,995;5153;12%;1472;2.81%
2021;8;56,368;42;50%;50%;44,941;16.1%;47,200;4850;10%;1215;2.16%
2021;9;58,380;40;51%;49%;47,190;16.0%;48,733;4443;9%;1044;1.79%
2021;10;71,338;39;50%;50%;57,761;16.1%;58,732;4917;8%;1091;1.53%
2021;11;92,594;39;50%;50%;74,481;15.5%;75,526;5795;8%;1275;1.38%
2021;12;116,286;38;51%;49%;91,843;16.2%;94,341;6903;7%;1517;1.30%
2021;13;110,093;39;51%;49%;86,372;15.7%;89,072;6952;8%;1581;1.44%
2021;14;118,253;39;51%;49%;94,358;14.1%;95,190;7615;8%;1577;1.33%
2021;15;142,057;38;51%;49%;111,826;16.1%;114,819;7844;7%;1616;1.14%
2021;16;144,751;37;52%;48%;113,760;17.3%;117,038;8020;7%;1607;1.11%
2021;17;124,796;37;52%;48%;99,071;17.5%;100,461;6770;7%;1293;1.04%
2021;18;100,967;37;51%;49%;81,626;17.1%;82,389;5526;7%;1002;0.99%
2021;19;70,807;37;51%;49%;57,419;17.5%;58,163;4066;7%;663;0.94%
2021;20;52,693;36;51%;49%;42,840;18.1%;43,639;2794;6%;440;0.84%
2021;21;29,887;35;52%;48%;24,293;18.7%;24,690;1720;7%;258;0.86%
2021;22;20,683;34;51%;49%;16,661;20.0%;17,127;1142;7%;141;0.68%
2021;23;14,049;33;51%;49%;11,352;22.2%;11,869;813;7%;66;0.47%
2021;24;7,276;32;51%;49%;5,850;22.6%;6,155;526;9%;46;0.63%
2021;25;4,843;32;54%;46%;3,944;21.4%;4,074;362;9%;30;0.62%
2021;26;4,373;32;53%;47%;3,667;17.2%;3,731;318;9%;24;0.55%
2021;27;5,581;32;53%;47%;4,781;13.3%;4,691;363;8%;24;0.43%
2021;28;9,103;30;54%;46%;7,961;12.5%;7,617;413;5%;29;0.32%
2021;29;12,629;30;52%;48%;11,119;12.1%;10,383;586;6%;40;0.32%
2021;30;15,506;31;52%;48%;13,654;12.2%;12,620;786;6%;69;0.44%
2021;31;20,416;30;52%;48%;17,723;12.6%;16,159;1010;6%;86;0.42%
2021;32;32,067;30;51%;49%;27,456;12.3%;24,872;1667;7%;143;0.45%
2021;33;49,640;29;51%;49%;41,057;14.9%;38,362;2354;6%;221;0.45%
2021;34;66,363;29;51%;49%;53,320;15.8%;50,869;3192;6%;344;0.52%
2021;35;74,708;30;50%;50%;58,379;16.5%;56,282;3260;6%;427;0.57%
2021;36;71,674;30;50%;50%;56,214;15.3%;53,926;3279;6%;443;0.62%
2021;37;61,454;31;51%;49%;49,004;15.4%;46,579;2768;6%;379;0.62%
2021;38;53,614;31;50%;50%;42,955;14.6%;40,685;2471;6%;350;0.65%
2021;39;56,483;32;50%;50%;46,245;12.8%;43,406;2540;6%;414;0.73%
2021;40;58,005;34;50%;50%;48,364;12.4%;44,478;2612;6%;481;0.83%
2021;41;65,353;34;49%;51%;53,948;10.6%;49,667;3052;6%;569;0.87%
2021;42;97,730;36;49%;51%;79,944;10.1%;72,787;4723;6%;1030;1.05%
2021;43;137,035;36;49%;51%;108,616;10.9%;99,199;5888;6%;1253;0.91%
2021;44;177,897;37;49%;51%;128,689;10.4%;118,839;6977;6%;1641;0.92%
2021;45;271,345;36;49%;51%;170,113;11.0%;167,636;8719;5%;2224;0.82%
2021;46;351,753;36;49%;51%;195,493;11.7%;203,302;10281;5%;2623;0.75%
2021;47;403,373;36;49%;51%;202,979;12.0%;217,888;10846;5%;2990;0.74%
2021;48;388,283;36;50%;50%;186,124;12.6%;205,335;10430;5%;2770;0.71%
2021;49;338,216;35;49%;51%;163,878;13.3%;182,287;9582;5%;2411;0.71%
2021;50;273,605;34;49%;51%;134,428;14.1%;151,122;7805;5%;1896;0.69%
2021;51;193,930;34;49%;51%;96,238;15.2%;107,036;5370;5%;1213;0.63%
2021;52;208,671;35;49%;51%;102,384;12.8%;114,944;5169;4%;942;0.45%
2022;1;338,004;33;49%;51%;149,505;13.7%;182,674;5082;3%;779;0.23%
2022;2;485,981;31;50%;50%;168,612;16.3%;236,725;4883;2%;603;0.12%
2022;3;795,456;30;50%;50%;210,898;16.1%;340,105;6407;2%;692;0.09%
2022;4;1,106,776;30;49%;51%;222,843;16.5%;432,753;7585;2%;832;0.08%
2022;5;1,286,661;31;49%;51%;229,241;15.7%;470,497;9066;2%;992;0.08%
2022;6;1,302,459;32;48%;52%;233,058;15.0%;492,433;9053;2%;956;0.07%
2022;7;1,183,822;33;48%;52%;197,614;14.5%;446,092;8467;2%;692;0.06%
2022;8;1,080,219;34;48%;52%;148,334;13.6%;389,220;6600;2%;290;0.03%
