Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 28/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;898;43;53%;47%;834;8.4%;812;164;20%;12;1.34%
2020;11;6,430;45;56%;44%;5,759;5.3%;5,684;530;9%;84;1.31%
2020;12;22,393;45;55%;45%;20,108;3.8%;19,541;2,233;11%;474;2.12%
2020;13;33,971;48;50%;50%;30,783;3.3%;29,828;5,154;17%;1,464;4.31%
2020;14;36,052;51;45%;55%;32,007;5.5%;32,030;6,106;19%;2,263;6.28%
2020;15;27,140;52;43%;57%;23,589;8.5%;24,364;4,741;19%;1,873;6.90%
2020;16;17,332;51;45%;55%;14,876;11.6%;15,645;3,384;22%;1,220;7.04%
2020;17;12,345;50;45%;55%;10,253;13.9%;11,066;2,248;20%;725;5.87%
2020;18;7,436;48;48%;52%;6,238;17.4%;6,676;1,367;20%;387;5.20%
2020;19;6,237;47;48%;52%;5,243;19.5%;5,668;1,081;19%;257;4.12%
2020;20;4,763;45;50%;50%;3,945;23.0%;4,270;763;18%;164;3.44%
2020;21;3,598;44;50%;50%;2,830;26.3%;3,140;514;16%;112;3.11%
2020;22;3,204;42;52%;48%;2,587;24.1%;2,800;420;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,851;23.7%;2,094;307;15%;45;1.91%
2020;24;2,340;37;53%;47%;1,771;25.8%;2,093;287;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,951;25.3%;3,841;324;8%;41;0.98%
2020;26;3,154;37;55%;45%;2,338;23.9%;2,822;297;11%;23;0.73%
2020;27;2,688;36;52%;48%;2,060;26.7%;2,469;262;11%;26;0.97%
2020;28;2,427;36;56%;44%;1,909;23.7%;2,200;259;12%;25;1.03%
2020;29;3,021;36;52%;48%;2,368;22.8%;2,670;321;12%;30;0.99%
2020;30;3,927;36;52%;48%;3,170;27.1%;3,485;335;10%;33;0.84%
2020;31;4,829;36;50%;50%;3,775;25.2%;4,234;390;9%;35;0.72%
2020;32;6,054;34;54%;46%;4,570;30.2%;5,319;402;8%;32;0.53%
2020;33;7,951;32;53%;47%;5,858;33.3%;7,045;448;6%;31;0.39%
2020;34;9,598;32;55%;45%;7,198;34.6%;8,374;436;5%;31;0.32%
2020;35;8,823;32;53%;47%;6,861;30.5%;7,514;370;5%;18;0.20%
2020;36;8,619;33;54%;46%;6,659;26.9%;7,194;405;6%;36;0.42%
2020;37;9,763;35;52%;48%;7,664;20.2%;8,164;478;6%;68;0.70%
2020;38;12,289;36;51%;49%;9,910;18.3%;10,311;688;7%;81;0.66%
2020;39;13,060;37;52%;48%;10,470;18.1%;11,024;780;7%;109;0.83%
2020;40;15,926;38;52%;48%;12,672;17.3%;13,650;886;6%;122;0.77%
2020;41;26,114;39;51%;49%;20,129;16.4%;21,716;1610;7%;244;0.93%
2020;42;42,056;39;51%;49%;31,067;15.9%;34,156;2351;7%;464;1.10%
2020;43;74,872;40;50%;50%;52,742;15.4%;58,693;4153;7%;1007;1.34%
2020;44;111,029;41;50%;50%;76,368;15.5%;85,251;5995;7%;1618;1.46%
2020;45;125,769;41;49%;51%;86,703;15.2%;95,060;6918;7%;1883;1.50%
2020;46;127,766;42;48%;52%;87,248;14.7%;97,148;7615;8%;2511;1.97%
2020;47;128,371;43;47%;53%;87,981;14.7%;96,876;8143;8%;3197;2.49%
2020;48;123,212;44;47%;53%;83,797;15.4%;92,934;8402;9%;3572;2.90%
2020;49;128,422;45;46%;54%;89,005;14.2%;97,098;9220;9%;4439;3.46%
2020;50;156,347;46;45%;55%;109,445;14.5%;118,055;11324;10%;5717;3.66%
2020;51;174,765;46;45%;55%;121,132;14.4%;130,794;12635;10%;6395;3.66%
2020;52;139,002;48;44%;56%;94,463;15.8%;103,772;11129;11%;5666;4.08%
2020;53;123,091;49;44%;56%;86,700;13.4%;94,278;11021;12%;5655;4.59%
2021;1;145,519;48;45%;55%;105,328;13.1%;112,034;11203;10%;5662;3.89%
2021;2;118,946;48;45%;55%;85,063;15.8%;92,198;9951;11%;5020;4.22%
2021;3;95,563;48;46%;54%;70,383;15.8%;76,453;8875;12%;4026;4.21%
2021;4;78,136;48;46%;54%;58,158;16.0%;64,356;7556;12%;3051;3.90%
2021;5;64,589;46;47%;53%;49,201;16.1%;54,091;6487;12%;2220;3.44%
2021;6;50,810;45;48%;52%;39,710;16.5%;42,979;5230;12%;1667;3.28%
2021;7;52,414;44;49%;51%;41,399;16.3%;44,505;5153;12%;1463;2.79%
2021;8;56,371;42;50%;50%;44,407;16.0%;47,497;4819;10%;1199;2.13%
2021;9;58,386;40;51%;49%;46,595;16.0%;49,285;4394;9%;1033;1.77%
2021;10;71,323;39;50%;50%;57,249;16.0%;59,527;4908;8%;1082;1.52%
2021;11;92,613;39;50%;50%;73,786;15.5%;76,776;5758;7%;1258;1.36%
2021;12;116,369;38;51%;49%;91,086;16.1%;96,343;6846;7%;1487;1.28%
2021;13;110,130;39;51%;49%;85,326;15.7%;90,419;6886;8%;1543;1.40%
