Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 27/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;898;43;53%;47%;834;8.4%;812;164;20%;12;1.34%
2020;11;6,430;45;56%;44%;5,759;5.3%;5,684;530;9%;84;1.31%
2020;12;22,392;45;55%;45%;20,106;3.8%;19,540;2,233;11%;474;2.12%
2020;13;33,971;48;49%;51%;30,778;3.3%;29,826;5,152;17%;1,462;4.30%
2020;14;36,053;51;45%;55%;32,006;5.5%;32,030;6,106;19%;2,263;6.28%
2020;15;27,140;52;43%;57%;23,589;8.5%;24,364;4,741;19%;1,874;6.90%
2020;16;17,334;51;45%;55%;14,877;11.6%;15,646;3,383;22%;1,218;7.03%
2020;17;12,344;50;45%;55%;10,252;13.9%;11,065;2,248;20%;725;5.87%
2020;18;7,436;48;48%;52%;6,237;17.4%;6,675;1,367;20%;387;5.20%
2020;19;6,240;47;48%;52%;5,245;19.5%;5,669;1,081;19%;257;4.12%
2020;20;4,763;45;50%;50%;3,944;23.0%;4,269;763;18%;164;3.44%
2020;21;3,598;44;50%;50%;2,830;26.3%;3,140;514;16%;112;3.11%
2020;22;3,204;42;52%;48%;2,587;24.1%;2,796;420;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,850;23.7%;2,093;307;15%;45;1.91%
2020;24;2,342;37;53%;47%;1,773;25.8%;2,095;287;14%;33;1.41%
2020;25;4,178;36;59%;41%;2,946;25.3%;3,829;324;8%;41;0.98%
2020;26;3,161;37;55%;45%;2,338;23.9%;2,827;297;11%;23;0.73%
2020;27;2,691;36;52%;48%;2,061;26.8%;2,472;262;11%;26;0.97%
2020;28;2,427;36;56%;44%;1,908;23.7%;2,197;258;12%;25;1.03%
2020;29;3,021;36;52%;48%;2,363;22.8%;2,666;321;12%;30;0.99%
2020;30;3,928;36;52%;48%;3,169;27.1%;3,485;334;10%;33;0.84%
2020;31;4,829;36;50%;50%;3,776;25.2%;4,234;390;9%;35;0.72%
2020;32;6,055;34;54%;46%;4,571;30.2%;5,320;402;8%;32;0.53%
2020;33;7,951;32;53%;47%;5,858;33.3%;7,045;448;6%;31;0.39%
2020;34;9,598;32;55%;45%;7,188;34.5%;8,374;436;5%;31;0.32%
2020;35;8,823;32;53%;47%;6,857;30.5%;7,512;370;5%;18;0.20%
2020;36;8,620;33;54%;46%;6,654;26.9%;7,188;404;6%;36;0.42%
2020;37;9,765;35;52%;48%;7,652;20.2%;8,155;477;6%;68;0.70%
2020;38;12,289;36;51%;49%;9,902;18.3%;10,306;688;7%;81;0.66%
2020;39;13,060;37;52%;48%;10,469;18.1%;11,024;779;7%;109;0.83%
2020;40;15,920;38;52%;48%;12,669;17.4%;13,646;886;6%;122;0.77%
2020;41;26,113;39;51%;49%;20,124;16.4%;21,709;1609;7%;244;0.93%
2020;42;42,054;39;51%;49%;31,055;15.9%;34,136;2351;7%;464;1.10%
2020;43;74,851;40;50%;50%;52,704;15.4%;58,656;4151;7%;1004;1.34%
2020;44;111,025;41;50%;50%;76,304;15.5%;85,193;5995;7%;1619;1.46%
2020;45;125,756;41;49%;51%;86,603;15.2%;94,963;6911;7%;1882;1.50%
2020;46;127,757;42;48%;52%;87,191;14.7%;97,096;7613;8%;2506;1.96%
2020;47;128,361;43;47%;53%;87,954;14.7%;96,831;8140;8%;3194;2.49%
2020;48;123,211;44;47%;53%;83,825;15.4%;92,839;8392;9%;3571;2.90%
2020;49;128,432;45;46%;54%;88,972;14.2%;96,986;9210;9%;4434;3.45%
2020;50;156,340;46;45%;55%;109,268;14.5%;117,874;11311;10%;5714;3.65%
2020;51;174,770;46;45%;55%;120,980;14.4%;130,656;12629;10%;6390;3.66%
2020;52;138,997;48;44%;56%;94,282;15.8%;103,590;11120;11%;5665;4.08%
2020;53;123,102;49;44%;56%;86,465;13.4%;93,980;11001;12%;5648;4.59%
2021;1;145,546;48;45%;55%;105,197;13.0%;111,730;11193;10%;5663;3.89%
2021;2;118,978;48;45%;55%;85,017;15.8%;92,062;9953;11%;5021;4.22%
2021;3;95,579;48;46%;54%;70,378;15.8%;76,418;8868;12%;4026;4.21%
2021;4;78,153;48;46%;54%;58,076;16.0%;64,151;7549;12%;3051;3.90%
2021;5;64,595;46;47%;53%;49,115;16.1%;53,928;6484;12%;2219;3.44%
2021;6;50,813;45;48%;52%;39,614;16.5%;42,833;5215;12%;1667;3.28%
2021;7;52,432;44;49%;51%;41,218;16.2%;44,235;5116;12%;1464;2.79%
2021;8;56,377;42;50%;50%;44,298;15.9%;47,378;4815;10%;1197;2.12%
2021;9;58,393;40;51%;49%;46,555;15.9%;49,225;4395;9%;1031;1.77%
2021;10;71,327;39;50%;50%;57,166;16.0%;59,470;4907;8%;1080;1.51%
2021;11;92,618;39;50%;50%;73,689;15.5%;76,688;5747;7%;1254;1.35%
2021;12;116,383;38;51%;49%;90,501;16.1%;95,683;6800;7%;1483;1.27%
2021;13;110,134;39;51%;49%;84,657;15.5%;89,599;6837;8%;1541;1.40%
