Die 7-Tage-Inzidenz für hospitalisierte COVID-19-Fälle /100.000 Einwohner nach Meldedatum basierend auf der Verordnung vom 13.07.2021 zur Meldepflicht der Krankenhausaufnahme von COVID-19 Hospitalisierten ab KW28/2021.;;;;;;;;;;;;
Stand: 20.10.2021 07:42:47;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;899;43;53%;47%;835;8.4%;800;160;20%;12;1.33%
2020;11;6,432;45;56%;44%;5,758;5.4%;5,597;525;9%;84;1.31%
2020;12;22,386;45;55%;45%;20,048;3.9%;19,175;2,230;12%;476;2.13%
2020;13;33,967;48;49%;51%;30,695;3.3%;29,303;5,143;18%;1,461;4.30%
2020;14;36,051;51;45%;55%;31,919;5.4%;31,604;6,098;19%;2,268;6.29%
2020;15;27,131;52;43%;57%;23,492;8.4%;24,053;4,732;20%;1,875;6.91%
2020;16;17,327;51;45%;55%;14,782;11.3%;15,386;3,384;22%;1,220;7.04%
2020;17;12,344;50;45%;55%;10,189;13.5%;10,813;2,239;21%;726;5.88%
2020;18;7,423;48;48%;52%;6,147;16.4%;6,576;1,360;21%;387;5.21%
2020;19;6,233;47;48%;52%;5,213;19.0%;5,584;1,081;19%;257;4.12%
2020;20;4,759;45;50%;50%;3,905;22.4%;4,160;761;18%;164;3.45%
2020;21;3,597;44;50%;50%;2,806;25.8%;3,101;513;17%;112;3.11%
2020;22;3,204;42;52%;48%;2,577;23.8%;2,752;422;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,857;23.8%;2,084;307;15%;45;1.91%
2020;24;2,341;37;53%;47%;1,789;25.7%;2,090;290;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,955;24.8%;3,831;324;8%;41;0.98%
2020;26;3,155;37;55%;45%;2,340;23.8%;2,816;296;11%;24;0.76%
2020;27;2,685;36;52%;48%;2,066;26.7%;2,453;262;11%;26;0.97%
2020;28;2,423;36;56%;44%;1,909;23.6%;2,175;258;12%;25;1.03%
2020;29;3,025;36;52%;48%;2,369;22.8%;2,641;320;12%;30;0.99%
2020;30;3,924;36;52%;48%;3,152;26.6%;3,425;335;10%;33;0.84%
2020;31;4,831;36;50%;50%;3,792;24.9%;4,222;386;9%;37;0.77%
2020;32;6,057;34;54%;46%;4,585;30.1%;5,295;405;8%;32;0.53%
2020;33;7,951;32;53%;47%;5,861;33.1%;6,950;446;6%;31;0.39%
