Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 33/2021;;;;;;;;;;;;
Stand: 24.08.2021 07:25:50;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;10;898;43;53%;47%;834;8.4%;810;162;20%;12;1.34%
2020;11;6,431;45;56%;44%;5,757;5.4%;5,679;530;9%;84;1.31%
2020;12;22,391;45;55%;45%;20,091;3.9%;19,486;2,236;11%;476;2.13%
2020;13;33,969;48;50%;50%;30,758;3.3%;29,743;5,154;17%;1,463;4.31%
2020;14;36,050;51;45%;55%;31,999;5.5%;32,011;6,116;19%;2,267;6.29%
2020;15;27,136;52;43%;57%;23,563;8.4%;24,360;4,752;20%;1,875;6.91%
2020;16;17,333;51;45%;55%;14,837;11.5%;15,634;3,388;22%;1,220;7.04%
2020;17;12,345;50;45%;55%;10,243;13.9%;11,052;2,247;20%;725;5.87%
2020;18;7,434;48;48%;52%;6,174;16.6%;6,667;1,367;21%;387;5.21%
2020;19;6,237;47;48%;52%;5,241;19.4%;5,666;1,081;19%;257;4.12%
2020;20;4,764;45;50%;50%;3,946;23.1%;4,271;764;18%;164;3.44%
2020;21;3,598;44;50%;50%;2,832;26.4%;3,142;515;16%;112;3.11%
2020;22;3,204;42;52%;48%;2,593;24.3%;2,799;421;15%;64;2.00%
2020;23;2,351;39;51%;49%;1,860;24.0%;2,095;307;15%;45;1.91%
2020;24;2,341;37;53%;47%;1,793;25.9%;2,099;289;14%;33;1.41%
2020;25;4,190;36;59%;41%;2,966;25.1%;3,846;324;8%;41;0.98%
2020;26;3,153;37;55%;45%;2,342;23.8%;2,823;297;11%;23;0.73%
2020;27;2,688;36;52%;48%;2,067;26.7%;2,469;263;11%;26;0.97%
2020;28;2,426;36;56%;44%;1,916;23.9%;2,200;258;12%;25;1.03%
2020;29;3,023;36;52%;48%;2,376;23.0%;2,668;322;12%;30;0.99%
2020;30;3,926;36;52%;48%;3,169;27.1%;3,481;334;10%;33;0.84%
2020;31;4,832;36;50%;50%;3,790;25.1%;4,236;389;9%;36;0.75%
2020;32;6,057;34;54%;46%;4,582;30.2%;5,313;404;8%;32;0.53%
2020;33;7,950;32;53%;47%;5,870;33.2%;7,027;448;6%;31;0.39%
2020;34;9,599;32;55%;45%;7,209;34.6%;8,364;437;5%;31;0.32%
2020;35;8,822;32;53%;47%;6,870;30.5%;7,487;373;5%;18;0.20%
2020;36;8,616;33;54%;46%;6,682;26.9%;7,189;409;6%;36;0.42%
2020;37;9,762;35;52%;48%;7,692;20.2%;8,163;483;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,924;18.1%;10,327;689;7%;81;0.66%
2020;39;13,059;37;52%;48%;10,483;18.1%;11,018;780;7%;109;0.83%
2020;40;15,923;38;52%;48%;12,687;17.3%;13,644;890;7%;122;0.77%
2020;41;26,108;39;51%;49%;20,161;16.3%;21,722;1614;7%;245;0.94%
2020;42;42,062;39;51%;49%;31,173;15.8%;34,241;2360;7%;463;1.10%
2020;43;74,863;40;50%;50%;53,024;15.2%;59,032;4195;7%;1010;1.35%
2020;44;111,023;41;50%;50%;76,550;15.4%;85,334;6011;7%;1619;1.46%
2020;45;125,748;41;49%;51%;86,824;15.1%;95,171;6934;7%;1887;1.50%
2020;46;127,784;42;48%;52%;87,386;14.7%;97,432;7635;8%;2519;1.97%
2020;47;128,365;43;47%;53%;88,203;14.7%;97,377;8163;8%;3203;2.50%
2020;48;123,206;44;47%;53%;84,246;15.4%;93,129;8412;9%;3577;2.90%
2020;49;128,391;45;46%;54%;89,180;14.2%;97,335;9233;9%;4448;3.46%
2020;50;156,305;46;45%;55%;109,827;14.6%;118,552;11356;10%;5730;3.67%
2020;51;174,741;46;45%;55%;121,820;14.4%;131,361;12665;10%;6412;3.67%
2020;52;138,986;48;44%;56%;94,853;15.8%;104,079;11169;11%;5674;4.08%
2020;53;123,082;49;44%;56%;87,160;13.4%;94,767;11089;12%;5672;4.61%
2021;1;145,454;48;45%;55%;105,897;13.2%;112,610;11292;10%;5680;3.91%
2021;2;118,921;48;45%;55%;85,620;15.9%;92,418;10000;11%;5034;4.23%
2021;3;95,526;48;46%;54%;70,678;16.1%;76,695;8916;12%;4032;4.22%
2021;4;78,114;48;46%;54%;58,501;16.1%;64,639;7588;12%;3054;3.91%
2021;5;64,564;46;47%;53%;49,471;16.2%;54,260;6526;12%;2227;3.45%
2021;6;50,800;45;48%;52%;39,876;16.5%;43,097;5247;12%;1670;3.29%
2021;7;52,402;44;49%;51%;41,599;16.3%;44,680;5175;12%;1465;2.80%
2021;8;56,355;42;50%;50%;44,789;16.1%;47,867;4860;10%;1204;2.14%
2021;9;58,367;40;51%;49%;47,053;16.0%;49,620;4444;9%;1042;1.79%
2021;10;71,300;39;50%;50%;57,492;16.1%;59,759;4921;8%;1086;1.52%
2021;11;92,583;39;50%;50%;74,168;15.6%;77,085;5789;8%;1264;1.37%
2021;12;116,266;38;51%;49%;91,534;16.2%;96,604;6893;7%;1497;1.29%
2021;13;110,098;39;51%;49%;86,113;15.7%;90,980;6934;8%;1556;1.41%
2021;14;118,243;39;51%;49%;93,755;14.1%;97,652;7573;8%;1551;1.31%
2021;15;142,019;38;51%;49%;110,897;16.2%;117,229;7821;7%;1597;1.12%
2021;16;144,758;37;52%;48%;113,050;17.4%;119,808;8003;7%;1578;1.09%
2021;17;124,826;37;52%;48%;98,188;17.5%;103,249;6727;7%;1267;1.02%
2021;18;101,009;37;51%;49%;80,687;17.0%;84,644;5494;6%;978;0.97%
2021;19;70,845;37;51%;49%;56,828;17.5%;60,074;4039;7%;645;0.91%
2021;20;52,742;36;51%;49%;42,253;18.0%;44,838;2774;6%;427;0.81%
2021;21;29,893;35;52%;48%;24,099;18.8%;25,703;1707;7%;253;0.85%
