Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6374;1697.2;496;132.1;0;0
m;10-19;10138;2546.3;544;136.6;0;0
m;20-29;17248;3497.9;796;161.4;2;0.4
m;30-39;14813;3056.9;794;163.9;12;2.5
m;40-49;13156;2744.8;707;147.5;27;5.6
m;50-59;15591;2350.7;682;102.8;93;14
m;60-69;8745;1769.8;365;73.9;264;53.4
m;70-79;4905;1414.1;179;51.6;583;168.1
m;80-89;4383;2295.5;94;49.2;1123;588.2
m;90+;1103;5078;20;92.1;394;1813.9
w;0-9;5773;1620.5;469;131.6;0;0
w;10-19;10002;2678;523;140;1;0.3
w;20-29;16551;3736.6;732;165.3;2;0.5
w;30-39;14414;3088.2;759;162.6;6;1.3
w;40-49;14378;2968;645;133.1;18;3.7
w;50-59;16332;2463.3;632;95.3;46;6.9
w;60-69;8552;1648.4;363;70;142;27.4
w;70-79;5105;1280.5;187;46.9;337;84.5
w;80-89;7663;2712.5;130;46;1107;391.8
w;90+;3625;6123.5;35;59.1;729;1231.5
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
