Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;5249;1397.7;342;91.1;0;0
m;10-19;8929;2242.6;360;90.4;0;0
m;20-29;15462;3135.7;636;129;2;0.4
m;30-39;13055;2694.2;573;118.2;11;2.3
m;40-49;11659;2432.5;506;105.6;27;5.6
m;50-59;13986;2108.7;521;78.6;81;12.2
m;60-69;7934;1605.6;295;59.7;247;50
m;70-79;4485;1293;120;34.6;551;158.9
m;80-89;4171;2184.5;72;37.7;1064;557.3
m;90+;1065;4903.1;11;50.6;379;1744.9
w;0-9;4737;1329.7;328;92.1;0;0
w;10-19;8857;2371.5;395;105.8;0;0
w;20-29;14959;3377.2;536;121;2;0.5
w;30-39;12769;2735.8;553;118.5;5;1.1
w;40-49;12979;2679.2;479;98.9;17;3.5
w;50-59;14887;2245.4;489;73.8;45;6.8
w;60-69;7750;1493.8;266;51.3;133;25.6
w;70-79;4689;1176.2;127;31.9;317;79.5
w;80-89;7374;2610.2;146;51.7;1072;379.5
w;90+;3546;5990.1;42;70.9;707;1194.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
