Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6958;1852.7;400;106.5;0;0
m;10-19;10889;2734.9;546;137.1;0;0
m;20-29;18340;3719.3;800;162.2;2;0.4
m;30-39;15829;3266.6;758;156.4;13;2.7
m;40-49;14068;2935.1;682;142.3;30;6.3
m;50-59;16561;2497;705;106.3;100;15.1
m;60-69;9227;1867.3;359;72.7;275;55.7
m;70-79;5168;1489.9;175;50.5;608;175.3
m;80-89;4488;2350.5;77;40.3;1157;606
m;90+;1121;5160.9;15;69.1;403;1855.3
w;0-9;6268;1759.4;347;97.4;0;0
w;10-19;10743;2876.4;538;144;0;0
w;20-29;17515;3954.2;706;159.4;3;0.7
w;30-39;15389;3297.1;714;153;6;1.3
w;40-49;15248;3147.6;635;131.1;20;4.1
w;50-59;17181;2591.4;606;91.4;49;7.4
w;60-69;9048;1744;349;67.3;148;28.5
w;70-79;5336;1338.5;161;40.4;349;87.5
w;80-89;7856;2780.8;129;45.7;1134;401.4
w;90+;3671;6201.2;33;55.7;740;1250
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
