Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4043;1076.5;185;49.3;0;0
m;10-19;7466;1875.2;212;53.2;0;0
m;20-29;13065;2649.6;409;82.9;2;0.4
m;30-39;10883;2245.9;385;79.5;7;1.4
m;40-49;9673;2018.1;332;69.3;24;5
m;50-59;11688;1762.3;415;62.6;57;8.6
m;60-69;6641;1344;253;51.2;213;43.1
m;70-79;3862;1113.4;148;42.7;445;128.3
m;80-89;3721;1948.8;166;86.9;880;460.9
m;90+;962;4428.9;49;225.6;310;1427.2
w;0-9;3673;1031;153;42.9;0;0
w;10-19;7383;1976.8;193;51.7;0;0
w;20-29;12797;2889.1;348;78.6;2;0.5
w;30-39;10708;2294.2;380;81.4;1;0.2
w;40-49;10992;2269;334;68.9;13;2.7
w;50-59;12728;1919.7;433;65.3;35;5.3
w;60-69;6561;1264.6;217;41.8;105;20.2
w;70-79;3999;1003.1;139;34.9;243;61
w;80-89;6665;2359.2;283;100.2;860;304.4
w;90+;3241;5474.8;130;219.6;580;979.8
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
