Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3045;810.8;142;37.8;0;0
m;10-19;6032;1515;285;71.6;1;0.3
m;20-29;10453;2119.9;591;119.9;2;0.4
m;30-39;8584;1771.5;552;113.9;5;1
m;40-49;7690;1604.4;472;98.5;17;3.5
m;50-59;9146;1379;561;84.6;33;5
m;60-69;5074;1026.9;342;69.2;132;26.7
m;70-79;2862;825.1;230;66.3;270;77.8
m;80-89;2560;1340.8;253;132.5;549;287.5
m;90+;634;2918.8;72;331.5;173;796.5
w;0-9;2827;793.5;132;37.1;1;0.3
w;10-19;5956;1594.7;309;82.7;0;0
w;20-29;10191;2300.7;724;163.5;1;0.2
w;30-39;8431;1806.4;571;122.3;1;0.2
w;40-49;8643;1784.1;533;110;9;1.9
w;50-59;9856;1486.6;694;104.7;23;3.5
w;60-69;5017;967;346;66.7;53;10.2
w;70-79;2930;735;251;63;141;35.4
w;80-89;4531;1603.8;428;151.5;503;178
w;90+;2185;3691;220;371.6;364;614.9
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;0;;0;;0;
d;30-39;1;;0;;0;
d;40-49;1;;1;;0;
d;50-59;0;;0;;0;
d;60-69;0;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
