Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4341;1155.9;212;56.4;0;0
m;10-19;7829;1966.3;248;62.3;0;0
m;20-29;13673;2772.9;435;88.2;2;0.4
m;30-39;11407;2354.1;348;71.8;7;1.4
m;40-49;10177;2123.3;345;72;24;5
m;50-59;12345;1861.3;455;68.6;65;9.8
m;60-69;7022;1421.1;268;54.2;223;45.1
m;70-79;4063;1171.4;136;39.2;496;143
m;80-89;3902;2043.6;105;55;963;504.4
m;90+;1028;4732.7;44;202.6;346;1592.9
w;0-9;3931;1103.4;165;46.3;0;0
w;10-19;7754;2076.1;246;65.9;0;0
w;20-29;13404;3026.1;414;93.5;2;0.5
w;30-39;11229;2405.9;336;72;1;0.2
w;40-49;11579;2390.2;410;84.6;15;3.1
w;50-59;13361;2015.2;441;66.5;38;5.7
w;60-69;6907;1331.3;223;43;116;22.4
w;70-79;4197;1052.8;135;33.9;277;69.5
w;80-89;6925;2451.2;173;61.2;957;338.7
w;90+;3412;5763.7;108;182.4;631;1065.9
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
