Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;5494;1462.9;413;110;0;0
m;10-19;9183;2306.4;429;107.7;0;0
m;20-29;15819;3208.1;684;138.7;2;0.4
m;30-39;13411;2767.6;639;131.9;11;2.3
m;40-49;11957;2494.7;562;117.3;27;5.6
m;50-59;14304;2156.7;598;90.2;83;12.5
m;60-69;8085;1636.2;311;62.9;255;51.6
m;70-79;4583;1321.3;155;44.7;558;160.9
m;80-89;4211;2205.4;76;39.8;1076;563.5
m;90+;1072;4935.3;12;55.2;382;1758.7
w;0-9;4955;1390.9;363;101.9;0;0
w;10-19;9128;2444;452;121;0;0
w;20-29;15270;3447.4;564;127.3;2;0.5
w;30-39;13110;2808.9;620;132.8;5;1.1
w;40-49;13249;2734.9;491;101.4;17;3.5
w;50-59;15190;2291.1;558;84.2;45;6.8
w;60-69;7908;1524.3;285;54.9;133;25.6
w;70-79;4773;1197.3;146;36.6;322;80.8
w;80-89;7433;2631;116;41.1;1082;383
w;90+;3565;6022.2;36;60.8;713;1204.4
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
