Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;8103;2157.6;590;157.1;0;0
m;10-19;12328;3096.3;680;170.8;0;0
m;20-29;20030;4062.1;863;175;2;0.4
m;30-39;17438;3598.7;835;172.3;13;2.7
m;40-49;15515;3237;734;153.1;32;6.7
m;50-59;18005;2714.7;758;114.3;104;15.7
m;60-69;9967;2017.1;388;78.5;294;59.5
m;70-79;5476;1578.7;139;40.1;644;185.7
m;80-89;4637;2428.5;71;37.2;1183;619.6
m;90+;1144;5266.8;13;59.8;413;1901.4
w;0-9;7315;2053.3;553;155.2;0;0
w;10-19;12087;3236.3;623;166.8;0;0
w;20-29;18953;4278.9;725;163.7;3;0.7
w;30-39;16776;3594.3;685;146.8;6;1.3
w;40-49;16561;3418.6;671;138.5;20;4.1
w;50-59;18373;2771.1;614;92.6;51;7.7
w;60-69;9710;1871.6;340;65.5;160;30.8
w;70-79;5656;1418.7;145;36.4;369;92.6
w;80-89;8028;2841.6;84;29.7;1163;411.7
w;90+;3730;6300.9;25;42.2;756;1277.1
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
