Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3176;845.7;201;53.5;0;0
m;10-19;6261;1572.5;369;92.7;1;0.3
m;20-29;10928;2216.2;757;153.5;2;0.4
m;30-39;8974;1852;628;129.6;5;1
m;40-49;7991;1667.2;516;107.7;17;3.5
m;50-59;9535;1437.6;672;101.3;35;5.3
m;60-69;5309;1074.4;385;77.9;137;27.7
m;70-79;2999;864.6;251;72.4;294;84.8
m;80-89;2727;1428.2;296;155;587;307.4
m;90+;673;3098.4;79;363.7;194;893.1
w;0-9;2950;828.1;175;49.1;0;0
w;10-19;6187;1656.6;384;102.8;0;0
w;20-29;10663;2407.3;796;179.7;1;0.2
w;30-39;8798;1885;646;138.4;1;0.2
w;40-49;9011;1860.1;610;125.9;10;2.1
w;50-59;10302;1553.8;753;113.6;24;3.6
w;60-69;5268;1015.4;408;78.6;62;12
w;70-79;3103;778.4;284;71.2;151;37.9
w;80-89;4892;1731.6;566;200.3;542;191.9
w;90+;2349;3968;273;461.2;397;670.6
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;1;;0;
d;30-39;1;;0;;0;
d;40-49;1;;0;;0;
d;50-59;0;;0;;0;
d;60-69;0;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
