Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4191;1115.9;179;47.7;0;0
m;10-19;7666;1925.4;246;61.8;0;0
m;20-29;13380;2713.5;399;80.9;2;0.4
m;30-39;11179;2307;380;78.4;7;1.4
m;40-49;9946;2075.1;343;71.6;25;5.2
m;50-59;12073;1820.3;461;69.5;61;9.2
m;60-69;6853;1386.9;255;51.6;219;44.3
m;70-79;3976;1146.3;140;40.4;469;135.2
m;80-89;3839;2010.6;145;75.9;922;482.9
m;90+;1010;4649.9;62;285.4;335;1542.3
w;0-9;3818;1071.7;174;48.8;0;0
w;10-19;7597;2034.1;246;65.9;0;0
w;20-29;13147;2968.1;417;94.1;2;0.5
w;30-39;11014;2359.8;380;81.4;1;0.2
w;40-49;11319;2336.5;399;82.4;13;2.7
w;50-59;13091;1974.5;444;67;37;5.6
w;60-69;6767;1304.3;235;45.3;112;21.6
w;70-79;4105;1029.7;128;32.1;257;64.5
w;80-89;6826;2416.2;228;80.7;909;321.8
w;90+;3337;5637;116;196;604;1020.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
