Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4787;1274.6;259;69;0;0
m;10-19;8396;2108.7;292;73.3;0;0
m;20-29;14555;2951.7;429;87;2;0.4
m;30-39;12198;2517.3;413;85.2;9;1.9
m;40-49;10912;2276.6;386;80.5;26;5.4
m;50-59;13194;1989.3;400;60.3;74;11.2
m;60-69;7487;1515.2;244;49.4;236;47.8
m;70-79;4299;1239.4;121;34.9;530;152.8
m;80-89;4077;2135.3;82;42.9;1019;533.7
m;90+;1048;4824.8;14;64.5;364;1675.8
w;0-9;4298;1206.5;218;61.2;0;0
w;10-19;8318;2227.1;269;72;0;0
w;20-29;14189;3203.3;392;88.5;2;0.5
w;30-39;11980;2566.8;382;81.8;2;0.4
w;40-49;12273;2533.5;348;71.8;16;3.3
w;50-59;14162;2136;385;58.1;40;6
w;60-69;7366;1419.8;228;43.9;121;23.3
w;70-79;4492;1126.8;142;35.6;293;73.5
w;80-89;7193;2546.1;119;42.1;1024;362.5
w;90+;3492;5898.8;41;69.3;676;1141.9
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
