Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3074;818.5;162;43.1;0;0
m;10-19;6079;1526.8;313;78.6;1;0.3
m;20-29;10552;2139.9;657;133.2;2;0.4
m;30-39;8654;1785.9;584;120.5;5;1
m;40-49;7747;1616.3;499;104.1;17;3.5
m;50-59;9221;1390.3;597;90;33;5
m;60-69;5126;1037.4;368;74.5;134;27.1
m;70-79;2891;833.5;246;70.9;271;78.1
m;80-89;2591;1357;273;143;556;291.2
m;90+;638;2937.2;74;340.7;177;814.9
w;0-9;2852;800.6;145;40.7;1;0.3
w;10-19;5993;1604.6;327;87.6;0;0
w;20-29;10299;2325.1;790;178.4;1;0.2
w;30-39;8512;1823.7;615;131.8;1;0.2
w;40-49;8720;1800;588;121.4;9;1.9
w;50-59;9957;1501.8;748;112.8;23;3.5
w;60-69;5071;977.4;379;73.1;57;11
w;70-79;2967;744.2;273;68.5;142;35.6
w;80-89;4619;1635;494;174.9;514;181.9
w;90+;2231;3768.7;255;430.8;374;631.8
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;0;;0;;0;
d;30-39;1;;0;;0;
d;40-49;1;;1;;0;
d;50-59;0;;0;;0;
d;60-69;0;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
