Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;2927;779.4;136;36.2;1;0.3
m;10-19;5790;1454.2;264;66.3;1;0.3
m;20-29;9938;2015.4;562;114;2;0.4
m;30-39;8104;1672.4;471;97.2;5;1
m;40-49;7299;1522.8;429;89.5;17;3.5
m;50-59;8675;1308;557;84;31;4.7
m;60-69;4805;972.4;370;74.9;118;23.9
m;70-79;2672;770.3;220;63.4;252;72.7
m;80-89;2347;1229.2;240;125.7;482;252.4
m;90+;572;2633.4;76;349.9;160;736.6
w;0-9;2725;764.9;113;31.7;1;0.3
w;10-19;5696;1525.1;297;79.5;0;0
w;20-29;9571;2160.8;616;139.1;1;0.2
w;30-39;7949;1703.1;567;121.5;1;0.2
w;40-49;8169;1686.3;513;105.9;9;1.9
w;50-59;9268;1397.9;671;101.2;24;3.6
w;60-69;4727;911.1;372;71.7;45;8.7
w;70-79;2732;685.3;246;61.7;130;32.6
w;80-89;4183;1480.6;439;155.4;442;156.5
w;90+;2009;3393.7;249;420.6;318;537.2
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;0;;0;;0;
d;30-39;1;;0;;0;
d;40-49;0;;0;;0;
d;50-59;0;;0;;0;
d;60-69;0;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
