Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4071;1084;190;50.6;0;0
m;10-19;7519;1888.5;226;56.8;0;0
m;20-29;13134;2663.6;402;81.5;2;0.4
m;30-39;10940;2257.7;388;80.1;7;1.4
m;40-49;9717;2027.3;319;66.6;24;5
m;50-59;11766;1774;437;65.9;58;8.7
m;60-69;6673;1350.5;241;48.8;212;42.9
m;70-79;3889;1121.2;148;42.7;448;129.2
m;80-89;3743;1960.3;159;83.3;888;465.1
m;90+;974;4484.1;54;248.6;312;1436.4
w;0-9;3710;1041.4;165;46.3;0;0
w;10-19;7424;1987.8;199;53.3;0;0
w;20-29;12868;2905.1;351;79.2;2;0.5
w;30-39;10772;2307.9;385;82.5;1;0.2
w;40-49;11061;2283.3;365;75.3;13;2.7
w;50-59;12787;1928.6;422;63.6;36;5.4
w;60-69;6611;1274.3;228;43.9;107;20.6
w;70-79;4029;1010.6;146;36.6;247;62
w;80-89;6698;2370.9;257;91;869;307.6
w;90+;3262;5510.3;133;224.7;587;991.6
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
