Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3382;900.5;232;61.8;0;0
m;10-19;6574;1651.1;356;89.4;0;0
m;20-29;11443;2320.6;626;127;2;0.4
m;30-39;9418;1943.6;534;110.2;6;1.2
m;40-49;8382;1748.8;463;96.6;18;3.8
m;50-59;10014;1509.9;560;84.4;40;6
m;60-69;5599;1133.1;348;70.4;150;30.4
m;70-79;3204;923.7;245;70.6;323;93.1
m;80-89;2946;1542.9;263;137.7;647;338.9
m;90+;743;3420.7;90;414.3;222;1022.1
w;0-9;3102;870.7;171;48;0;0
w;10-19;6492;1738.2;349;93.4;0;0
w;20-29;11206;2529.9;634;143.1;1;0.2
w;30-39;9207;1972.6;494;105.8;1;0.2
w;40-49;9448;1950.3;529;109.2;11;2.3
w;50-59;10843;1635.4;659;99.4;26;3.9
w;60-69;5593;1078.1;388;74.8;72;13.9
w;70-79;3324;833.8;271;68;166;41.6
w;80-89;5327;1885.6;527;186.5;601;212.7
w;90+;2610;4408.9;311;525.4;435;734.8
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;1;;0;;0;
d;40-49;1;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
