Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3123;831.6;194;51.7;0;0
m;10-19;6176;1551.2;376;94.4;1;0.3
m;20-29;10733;2176.6;775;157.2;2;0.4
m;30-39;8804;1816.9;673;138.9;5;1
m;40-49;7864;1640.7;562;117.3;16;3.3
m;50-59;9361;1411.4;677;102.1;33;5
m;60-69;5214;1055.2;408;82.6;134;27.1
m;70-79;2930;844.7;257;74.1;275;79.3
m;80-89;2660;1393.1;307;160.8;561;293.8
m;90+;654;3010.9;81;372.9;179;824.1
w;0-9;2906;815.7;181;50.8;0;0
w;10-19;6101;1633.5;401;107.4;0;0
w;20-29;10478;2365.5;880;198.7;1;0.2
w;30-39;8646;1852.4;676;144.8;1;0.2
w;40-49;8862;1829.3;670;138.3;10;2.1
w;50-59;10099;1523.2;806;121.6;23;3.5
w;60-69;5166;995.7;431;83.1;58;11.2
w;70-79;3036;761.5;305;76.5;143;35.9
w;80-89;4751;1681.7;560;198.2;519;183.7
w;90+;2286;3861.6;270;456.1;380;641.9
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;1;;0;
d;30-39;1;;0;;0;
d;40-49;1;;1;;0;
d;50-59;0;;0;;0;
d;60-69;0;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
