Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6933;1846.1;390;103.8;0;0
m;10-19;10859;2727.3;530;133.1;0;0
m;20-29;18283;3707.8;768;155.7;2;0.4
m;30-39;15771;3254.7;722;149;13;2.7
m;40-49;14012;2923.4;648;135.2;30;6.3
m;50-59;16510;2489.3;690;104;100;15.1
m;60-69;9203;1862.5;355;71.8;271;54.8
m;70-79;5145;1483.3;164;47.3;602;173.6
m;80-89;4481;2346.8;69;36.1;1151;602.8
m;90+;1121;5160.9;15;69.1;398;1832.3
w;0-9;6252;1755;346;97.1;0;0
w;10-19;10705;2866.3;517;138.4;0;0
w;20-29;17463;3942.5;690;155.8;3;0.7
w;30-39;15342;3287.1;685;146.8;6;1.3
w;40-49;15202;3138.1;618;127.6;20;4.1
w;50-59;17137;2584.7;586;88.4;49;7.4
w;60-69;9025;1739.6;351;67.7;147;28.3
w;70-79;5321;1334.7;155;38.9;347;87
w;80-89;7846;2777.2;126;44.6;1129;399.6
w;90+;3664;6189.4;29;49;740;1250
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
