Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3338;888.8;211;56.2;0;0
m;10-19;6527;1639.3;359;90.2;1;0.3
m;20-29;11349;2301.6;626;127;2;0.4
m;30-39;9336;1926.7;529;109.2;5;1
m;40-49;8310;1733.8;445;92.8;17;3.5
m;50-59;9937;1498.2;578;87.1;39;5.9
m;60-69;5541;1121.4;340;68.8;148;30
m;70-79;3147;907.3;218;62.8;312;89.9
m;80-89;2898;1517.8;237;124.1;618;323.7
m;90+;722;3324;76;349.9;210;966.8
w;0-9;3070;861.8;164;46;0;0
w;10-19;6425;1720.3;332;88.9;0;0
w;20-29;11120;2510.5;637;143.8;1;0.2
w;30-39;9132;1956.6;488;104.6;1;0.2
w;40-49;9376;1935.4;519;107.1;10;2.1
w;50-59;10752;1621.7;659;99.4;24;3.6
w;60-69;5545;1068.8;383;73.8;70;13.5
w;70-79;3286;824.3;256;64.2;162;40.6
w;80-89;5243;1855.9;507;179.5;583;206.4
w;90+;2564;4331.2;291;491.6;420;709.5
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;1;;0;;0;
d;40-49;1;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
