Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6193;1649;547;145.7;0;0
m;10-19;9930;2494;575;144.4;0;0
m;20-29;16896;3426.5;821;166.5;2;0.4
m;30-39;14489;2990.1;835;172.3;12;2.5
m;40-49;12862;2683.5;712;148.5;27;5.6
m;50-59;15290;2305.3;732;110.4;88;13.3
m;60-69;8579;1736.2;357;72.2;262;53
m;70-79;4841;1395.6;191;55.1;579;166.9
m;80-89;4342;2274;87;45.6;1110;581.3
m;90+;1097;5050.4;21;96.7;392;1804.7
w;0-9;5585;1567.7;475;133.3;0;0
w;10-19;9788;2620.7;518;138.7;0;0
w;20-29;16267;3672.5;771;174.1;2;0.5
w;30-39;14118;3024.8;757;162.2;5;1.1
w;40-49;14110;2912.7;659;136;18;3.7
w;50-59;16044;2419.9;633;95.5;46;6.9
w;60-69;8420;1623;394;75.9;139;26.8
w;70-79;5030;1261.7;188;47.2;335;84
w;80-89;7617;2696.2;145;51.3;1098;388.7
w;90+;3613;6103.2;41;69.3;723;1221.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
