Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3741;996.1;155;41.3;0;0
m;10-19;7090;1780.7;224;56.3;0;0
m;20-29;12396;2513.9;433;87.8;3;0.6
m;30-39;10251;2115.5;404;83.4;6;1.2
m;40-49;9088;1896.1;340;70.9;20;4.2
m;50-59;10979;1655.4;460;69.4;48;7.2
m;60-69;6237;1262.2;313;63.3;183;37
m;70-79;3605;1039.3;191;55.1;388;111.9
m;80-89;3416;1789.1;206;107.9;767;401.7
m;90+;876;4033;77;354.5;278;1279.9
w;0-9;3438;965.1;159;44.6;0;0
w;10-19;7029;1882;263;70.4;0;0
w;20-29;12161;2745.5;469;105.9;1;0.2
w;30-39;10056;2154.5;407;87.2;1;0.2
w;40-49;10382;2143.1;453;93.5;12;2.5
w;50-59;11957;1803.4;525;79.2;32;4.8
w;60-69;6173;1189.8;267;51.5;90;17.3
w;70-79;3741;938.4;200;50.2;204;51.2
w;80-89;6128;2169.1;391;138.4;732;259.1
w;90+;3014;5091.4;211;356.4;511;863.2
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;1;;0;;0;
d;40-49;2;;1;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
