Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;7057;1879.1;452;120.4;0;0
m;10-19;11010;2765.3;614;154.2;0;0
m;20-29;18506;3753;885;179.5;2;0.4
m;30-39;15959;3293.4;821;169.4;13;2.7
m;40-49;14221;2967;783;163.4;31;6.5
m;50-59;16709;2519.3;776;117;101;15.2
m;60-69;9312;1884.5;397;80.3;277;56.1
m;70-79;5190;1496.3;191;55.1;612;176.4
m;80-89;4505;2359.4;83;43.5;1164;609.6
m;90+;1125;5179.3;16;73.7;404;1860
w;0-9;6358;1784.7;389;109.2;0;0
w;10-19;10837;2901.6;577;154.5;0;0
w;20-29;17675;3990.3;791;178.6;3;0.7
w;30-39;15517;3324.6;763;163.5;6;1.3
w;40-49;15385;3175.9;714;147.4;20;4.1
w;50-59;17283;2606.7;661;99.7;50;7.5
w;60-69;9110;1756;377;72.7;149;28.7
w;70-79;5366;1346;174;43.6;353;88.5
w;80-89;7873;2786.8;126;44.6;1142;404.2
w;90+;3679;6214.7;37;62.5;743;1255.1
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
