Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4321;1150.6;194;51.7;0;0
m;10-19;7816;1963.1;243;61;0;0
m;20-29;13650;2768.2;444;90;2;0.4
m;30-39;11387;2349.9;359;74.1;7;1.4
m;40-49;10143;2116.2;355;74.1;24;5
m;50-59;12319;1857.4;474;71.5;65;9.8
m;60-69;7007;1418;268;54.2;223;45.1
m;70-79;4059;1170.2;139;40.1;487;140.4
m;80-89;3889;2036.8;99;51.8;949;497
m;90+;1024;4714.3;42;193.4;342;1574.5
w;0-9;3922;1100.9;161;45.2;0;0
w;10-19;7733;2070.5;236;63.2;0;0
w;20-29;13383;3021.4;422;95.3;2;0.5
w;30-39;11209;2401.6;342;73.3;1;0.2
w;40-49;11553;2384.8;420;86.7;14;2.9
w;50-59;13331;2010.7;448;67.6;38;5.7
w;60-69;6895;1329;227;43.8;114;22
w;70-79;4183;1049.3;129;32.4;268;67.2
w;80-89;6915;2447.7;179;63.4;942;333.4
w;90+;3400;5743.4;108;182.4;620;1047.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
