Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4902;1305.3;258;68.7;0;0
m;10-19;8558;2149.4;314;78.9;0;0
m;20-29;14806;3002.6;444;90;2;0.4
m;30-39;12467;2572.8;460;94.9;9;1.9
m;40-49;11136;2323.4;404;84.3;26;5.4
m;50-59;13445;2027.2;440;66.3;77;11.6
m;60-69;7630;1544.1;259;52.4;240;48.6
m;70-79;4364;1258.1;123;35.5;539;155.4
m;80-89;4106;2150.4;72;37.7;1039;544.2
m;90+;1056;4861.7;15;69.1;370;1703.4
w;0-9;4401;1235.4;209;58.7;0;0
w;10-19;8458;2264.6;271;72.6;0;0
w;20-29;14410;3253.2;407;91.9;2;0.5
w;30-39;12200;2613.9;422;90.4;2;0.4
w;40-49;12480;2576.2;375;77.4;17;3.5
w;50-59;14386;2169.8;405;61.1;40;6
w;60-69;7483;1442.4;232;44.7;129;24.9
w;70-79;4563;1144.6;141;35.4;302;75.8
w;80-89;7234;2560.6;91;32.2;1052;372.4
w;90+;3507;5924.2;38;64.2;693;1170.6
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
