Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6132;1632.8;562;149.6;0;0
m;10-19;9847;2473.2;569;142.9;0;0
m;20-29;16792;3405.4;846;171.6;2;0.4
m;30-39;14373;2966.1;849;175.2;12;2.5
m;40-49;12732;2656.4;696;145.2;27;5.6
m;50-59;15176;2288.2;745;112.3;87;13.1
m;60-69;8529;1726.1;376;76.1;262;53
m;70-79;4812;1387.3;192;55.4;576;166.1
m;80-89;4322;2263.6;85;44.5;1107;579.8
m;90+;1095;5041.2;22;101.3;392;1804.7
w;0-9;5520;1549.5;485;136.1;0;0
w;10-19;9709;2599.6;508;136;0;0
w;20-29;16157;3647.6;769;173.6;2;0.5
w;30-39;14000;2999.5;790;169.3;5;1.1
w;40-49;14017;2893.5;666;137.5;19;3.9
w;50-59;15950;2405.7;657;99.1;46;6.9
w;60-69;8364;1612.2;400;77.1;138;26.6
w;70-79;5008;1256.2;192;48.2;334;83.8
w;80-89;7602;2690.9;139;49.2;1098;388.7
w;90+;3611;6099.9;50;84.5;721;1217.9
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
