Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4806;1279.7;253;67.4;0;0
m;10-19;8420;2114.8;295;74.1;0;0
m;20-29;14576;2956;423;85.8;2;0.4
m;30-39;12226;2523.1;415;85.6;9;1.9
m;40-49;10936;2281.7;390;81.4;26;5.4
m;50-59;13218;1992.9;403;60.8;75;11.3
m;60-69;7499;1517.6;245;49.6;236;47.8
m;70-79;4302;1240.3;114;32.9;530;152.8
m;80-89;4078;2135.8;79;41.4;1020;534.2
m;90+;1048;4824.8;12;55.2;364;1675.8
w;0-9;4309;1209.6;209;58.7;0;0
w;10-19;8338;2232.5;265;71;0;0
w;20-29;14220;3210.3;396;89.4;2;0.5
w;30-39;11997;2570.4;379;81.2;2;0.4
w;40-49;12294;2537.8;346;71.4;16;3.3
w;50-59;14192;2140.5;394;59.4;40;6
w;60-69;7382;1422.9;228;43.9;122;23.5
w;70-79;4498;1128.3;137;34.4;293;73.5
w;80-89;7196;2547.1;108;38.2;1024;362.5
w;90+;3494;5902.2;41;69.3;676;1141.9
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
