Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6897;1836.5;385;102.5;0;0
m;10-19;10809;2714.8;517;129.8;0;0
m;20-29;18240;3699.1;777;157.6;2;0.4
m;30-39;15715;3243.1;718;148.2;13;2.7
m;40-49;13974;2915.5;643;134.2;30;6.3
m;50-59;16460;2481.7;690;104;100;15.1
m;60-69;9181;1858;351;71;271;54.8
m;70-79;5137;1481;177;51;602;173.6
m;80-89;4471;2341.6;67;35.1;1150;602.3
m;90+;1120;5156.3;15;69.1;398;1832.3
w;0-9;6223;1746.8;340;95.4;0;0
w;10-19;10665;2855.6;511;136.8;0;0
w;20-29;17423;3933.4;700;158;3;0.7
w;30-39;15294;3276.8;685;146.8;6;1.3
w;40-49;15153;3128;607;125.3;20;4.1
w;50-59;17098;2578.8;582;87.8;49;7.4
w;60-69;8999;1734.6;353;68;147;28.3
w;70-79;5301;1329.7;155;38.9;347;87
w;80-89;7843;2776.2;138;48.8;1129;399.6
w;90+;3661;6184.3;29;49;740;1250
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
