Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;5634;1500.2;449;119.6;0;0
m;10-19;9342;2346.3;462;116;0;0
m;20-29;16039;3252.7;705;143;2;0.4
m;30-39;13628;2812.4;666;137.4;11;2.3
m;40-49;12138;2532.4;574;119.8;27;5.6
m;50-59;14524;2189.8;636;95.9;84;12.7
m;60-69;8214;1662.3;336;68;256;51.8
m;70-79;4652;1341.2;169;48.7;562;162
m;80-89;4252;2226.9;81;42.4;1086;568.8
m;90+;1080;4972.1;13;59.8;386;1777.1
w;0-9;5094;1429.9;409;114.8;0;0
w;10-19;9248;2476.2;453;121.3;0;0
w;20-29;15478;3494.3;590;133.2;2;0.5
w;30-39;13332;2856.4;661;141.6;5;1.1
w;40-49;13434;2773.1;520;107.3;17;3.5
w;50-59;15397;2322.3;597;90;45;6.8
w;60-69;8012;1544.3;315;60.7;137;26.4
w;70-79;4835;1212.8;158;39.6;327;82
w;80-89;7469;2643.8;103;36.5;1088;385.1
w;90+;3576;6040.7;37;62.5;716;1209.5
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
