Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4396;1170.5;202;53.8;0;0
m;10-19;7936;1993.2;268;67.3;0;0
m;20-29;13882;2815.3;478;96.9;2;0.4
m;30-39;11549;2383.4;358;73.9;7;1.4
m;40-49;10318;2152.7;357;74.5;24;5
m;50-59;12553;1892.7;455;68.6;69;10.4
m;60-69;7124;1441.7;257;52;223;45.1
m;70-79;4119;1187.5;133;38.3;504;145.3
m;80-89;3944;2065.6;101;52.9;977;511.7
m;90+;1030;4742;28;128.9;351;1615.9
w;0-9;3982;1117.8;154;43.2;0;0
w;10-19;7859;2104.3;243;65.1;0;0
w;20-29;13581;3066.1;418;94.4;2;0.5
w;30-39;11377;2437.6;356;76.3;1;0.2
w;40-49;11722;2419.7;393;81.1;15;3.1
w;50-59;13560;2045.2;443;66.8;38;5.7
w;60-69;7016;1352.3;242;46.6;116;22.4
w;70-79;4252;1066.6;145;36.4;279;70
w;80-89;6998;2477.1;167;59.1;974;344.8
w;90+;3423;5782.3;91;153.7;638;1077.7
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
