Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4481;1193.2;230;61.2;0;0
m;10-19;8038;2018.8;285;71.6;0;0
m;20-29;14054;2850.1;492;99.8;2;0.4
m;30-39;11705;2415.6;390;80.5;7;1.4
m;40-49;10452;2180.7;372;77.6;25;5.2
m;50-59;12711;1916.5;484;73;70;10.6
m;60-69;7218;1460.7;267;54;227;45.9
m;70-79;4161;1199.6;126;36.3;513;147.9
m;80-89;3984;2086.6;114;59.7;988;517.4
m;90+;1032;4751.2;25;115.1;356;1639
w;0-9;4049;1136.6;160;44.9;0;0
w;10-19;7991;2139.6;305;81.7;0;0
w;20-29;13732;3100.2;420;94.8;2;0.5
w;30-39;11532;2470.8;365;78.2;1;0.2
w;40-49;11868;2449.9;404;83.4;15;3.1
w;50-59;13719;2069.2;455;68.6;38;5.7
w;60-69;7102;1368.9;249;48;117;22.6
w;70-79;4310;1081.1;156;39.1;281;70.5
w;80-89;7054;2496.9;176;62.3;985;348.7
w;90+;3439;5809.3;74;125;652;1101.4
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
