Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3943;1049.9;188;50.1;0;0
m;10-19;7338;1843;225;56.5;0;0
m;20-29;12829;2601.7;396;80.3;2;0.4
m;30-39;10650;2197.8;357;73.7;6;1.2
m;40-49;9456;1972.9;345;72;24;5
m;50-59;11427;1722.9;410;61.8;55;8.3
m;60-69;6484;1312.2;223;45.1;203;41.1
m;70-79;3782;1090.3;162;46.7;428;123.4
m;80-89;3623;1897.5;188;98.5;844;442
m;90+;929;4277;51;234.8;299;1376.5
w;0-9;3595;1009.1;145;40.7;0;0
w;10-19;7267;1945.7;217;58.1;0;0
w;20-29;12597;2843.9;373;84.2;2;0.5
w;30-39;10479;2245.2;379;81.2;1;0.2
w;40-49;10780;2225.3;354;73.1;13;2.7
w;50-59;12476;1881.7;466;70.3;34;5.1
w;60-69;6451;1243.4;255;49.2;104;20
w;70-79;3924;984.3;167;41.9;237;59.4
w;80-89;6517;2306.8;345;122.1;827;292.7
w;90+;3170;5354.9;140;236.5;561;947.7
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;1;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
