Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4008;1067.2;183;48.7;0;0
m;10-19;7415;1862.3;208;52.2;0;0
m;20-29;12976;2631.5;397;80.5;2;0.4
m;30-39;10797;2228.2;362;74.7;6;1.2
m;40-49;9606;2004.2;336;70.1;24;5
m;50-59;11608;1750.2;403;60.8;57;8.6
m;60-69;6596;1334.9;246;49.8;209;42.3
m;70-79;3835;1105.6;150;43.2;439;126.6
m;80-89;3695;1935.2;181;94.8;869;455.1
m;90+;950;4373.6;50;230.2;306;1408.8
w;0-9;3644;1022.9;147;41.3;0;0
w;10-19;7352;1968.5;212;56.8;0;0
w;20-29;12732;2874.4;351;79.2;2;0.5
w;30-39;10626;2276.7;350;75;1;0.2
w;40-49;10911;2252.3;316;65.2;13;2.7
w;50-59;12646;1907.4;437;65.9;35;5.3
w;60-69;6522;1257.1;227;43.8;104;20
w;70-79;3976;997.3;148;37.1;239;60
w;80-89;6610;2339.7;310;109.7;846;299.5
w;90+;3220;5439.4;136;229.7;576;973
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
