Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;7282;1939;523;139.3;0;0
m;10-19;11366;2854.7;739;185.6;0;0
m;20-29;18862;3825.2;906;183.7;2;0.4
m;30-39;16332;3370.4;872;180;13;2.7
m;40-49;14528;3031.1;774;161.5;32;6.7
m;50-59;17003;2563.6;744;112.2;101;15.2
m;60-69;9450;1912.4;361;73.1;282;57.1
m;70-79;5273;1520.2;189;54.5;622;179.3
m;80-89;4531;2373;87;45.6;1168;611.7
m;90+;1129;5197.7;13;59.8;406;1869.2
w;0-9;6549;1838.3;444;124.6;0;0
w;10-19;11175;2992.1;699;187.2;0;0
w;20-29;17973;4057.6;788;177.9;3;0.7
w;30-39;15821;3389.7;768;164.5;6;1.3
w;40-49;15677;3236.1;711;146.8;20;4.1
w;50-59;17542;2645.8;646;97.4;51;7.7
w;60-69;9259;1784.7;371;71.5;152;29.3
w;70-79;5445;1365.8;194;48.7;355;89
w;80-89;7914;2801.3;108;38.2;1144;404.9
w;90+;3694;6240.1;36;60.8;748;1263.6
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
