Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6281;1672.5;526;140.1;0;0
m;10-19;10040;2521.6;561;140.9;0;0
m;20-29;17074;3462.6;794;161;2;0.4
m;30-39;14659;3025.2;824;170;12;2.5
m;40-49;13015;2715.4;716;149.4;27;5.6
m;50-59;15448;2329.2;718;108.3;90;13.6
m;60-69;8650;1750.5;358;72.5;264;53.4
m;70-79;4875;1405.4;182;52.5;582;167.8
m;80-89;4362;2284.5;89;46.6;1119;586.1
m;90+;1100;5064.2;18;82.9;393;1809.3
w;0-9;5680;1594.4;488;137;0;0
w;10-19;9892;2648.6;526;140.8;0;0
w;20-29;16418;3706.5;752;169.8;2;0.5
w;30-39;14266;3056.5;765;163.9;5;1.1
w;40-49;14236;2938.7;636;131.3;18;3.7
w;50-59;16187;2441.4;637;96.1;46;6.9
w;60-69;8479;1634.3;384;74;141;27.2
w;70-79;5073;1272.5;191;47.9;337;84.5
w;80-89;7641;2704.7;137;48.5;1104;390.8
w;90+;3619;6113.4;38;64.2;727;1228.1
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
